Seq_A,Seq_B,RR,RP,LR,LP
P25963,Q16828,0.5668,1.0,1.0,1.0
P28328,Q9Y5Y5,0.7282,1.0,0.0,1.0
Q12933,P63244,0.5928,1.0,0.8776,0.6911
Q12933,P27701,1.0,1.0,0.161,0.8374
Q9UJW3,Q08117,1.0,0.7712,0.9256,0.5585
Q8TAU0,Q9NQX6,1.0,0.7815,1.0,1.0
P56589,Q99986,0.0,1.0,1.0,1.0
Q02040,Q13247,0.4038,1.0,1.0,1.0
O60936,P62995,1.0,0.8878,1.0,0.3823
P84103,P26368,1.0,0.7222,1.0,0.3467
Q13643,Q5JTD0,0.8216,1.0,0.6691,0.3444
Q70SY1,Q9NQX6,0.977,1.0,0.6224,0.1928
P18754,P04637,0.727,1.0,1.0,1.0
Q56P03,Q16254,1.0,1.0,1.0,0.6571
P51572,Q86Y07,1.0,0.8094,1.0,0.7027
P51693,Q8N2W9,0.8793,1.0,1.0,0.1962
P06493,Q9UM11,0.9427,0.668,0.8657,0.6318
P10276,Q92769,0.6259,1.0,0.6483,0.7482
P30533,P04637,1.0,1.0,1.0,1.0
P17036,P62879,1.0,0.585,1.0,0.1834
P10398,P63092,0.9057,0.7649,0.4957,0.7221
Q05513,P60228,0.4815,1.0,0.9471,0.3529
Q9BR65,P04637,1.0,1.0,0.7838,1.0
P18848,Q9H6S3,1.0,1.0,0.9326,0.1379
P26641,P55854,1.0,0.7915,1.0,1.0
P08621,O43447,1.0,0.9795,1.0,0.4807
Q08117,Q13547,0.5259,0.8673,1.0,0.571
P07196,Q9H213,0.0,1.0,0.7463,1.0
P05412,Q06481,0.5216,1.0,0.4019,1.0
Q9BUZ4,O43559,0.6241,0.1741,1.0,0.2975
Q9NR31,Q15797,0.3627,1.0,0.5689,0.8895
P04150,P62873,0.2856,0.8489,1.0,0.6975
Q68DY1,Q8TAU0,1.0,1.0,0.5857,0.3393
Q9BR65,Q16539,0.08,0.742,0.3793,1.0
P63096,Q6Y2X3,0.3039,0.1077,0.8405,1.0
Q9H9D4,Q02535,0.3981,1.0,0.8989,1.0
P25963,Q8TAU0,0.5105,0.4766,1.0,0.9196
Q13133,P24385,0.6793,0.5572,1.0,1.0
P41240,Q92785,0.6875,1.0,0.5328,0.9905
Q14192,Q9UHR5,0.4378,1.0,0.5877,0.621
Q06546,P25311,0.1659,1.0,0.6129,0.5556
P04792,P06730,0.3065,1.0,0.6285,1.0
P18847,Q70SY1,1.0,1.0,1.0,1.0
P61073,P10145,0.1466,0.8184,1.0,1.0
Q07021,P36915,1.0,0.1353,1.0,0.4297
P04156,Q9UM11,0.8529,0.665,0.7146,0.711
P25963,P62879,0.1943,0.5697,0.573,1.0
P49841,P19793,1.0,1.0,0.6315,0.719
P26368,Q9UHR5,1.0,0.9686,0.6007,0.7239
O75558,P17980,0.9574,1.0,1.0,1.0
Q9BR65,P50148,1.0,1.0,0.6766,1.0
O00623,Q9Y5Y5,0.4022,0.6871,1.0,1.0
Q93096,Q9H9D4,1.0,0.1071,0.4564,1.0
Q9NZQ7,P61769,0.3509,1.0,0.8668,0.2528
Q9H204,P50750,1.0,0.7577,0.9833,1.0
Q9UBB5,Q13547,1.0,1.0,1.0,0.2991
Q7Z434,Q12933,1.0,1.0,1.0,0.0573
P25815,Q9UJ41,1.0,0.4273,1.0,0.4668
P04637,P24385,1.0,0.6362,1.0,0.5478
P17036,Q9H9D4,1.0,1.0,1.0,0.8342
P42229,P16410,1.0,0.631,1.0,1.0
Q15910,P22087,0.3455,0.4769,1.0,0.9308
Q9H2S9,Q9NQX6,1.0,1.0,0.7349,0.533
P35548,P29590,0.9219,1.0,1.0,0.9024
P25963,Q9UHX1,0.8307,0.4432,1.0,1.0
P17252,P63244,0.0,0.9647,0.458,0.2929
P45983,P04637,0.7222,1.0,0.6102,0.6842
Q92785,Q93096,0.0,1.0,1.0,1.0
P26641,P51693,0.9149,0.8433,1.0,1.0
P62879,Q93096,0.3384,0.5734,1.0,0.0
P02545,P31946,0.8297,0.9727,1.0,1.0
Q14209,Q8TAK5,0.3162,0.2738,1.0,1.0
Q96RE7,Q05516,1.0,0.8947,0.9369,1.0
Q16828,Q9H9D4,1.0,1.0,1.0,1.0
P10398,Q07817,0.2392,0.4004,0.878,0.698
P18848,P31150,0.1085,0.6704,0.8359,0.6539
P15559,Q00987,1.0,0.863,1.0,0.5599
P18848,Q8TAU0,1.0,0.8262,0.4531,0.0198
P24941,Q15329,0.2759,0.1534,0.6504,0.7218
P31150,Q68DY1,0.7931,0.4894,0.8668,0.3887
O75175,Q9UDV6,1.0,1.0,1.0,1.0
P36915,Q9H9D4,1.0,1.0,0.7642,0.575
O14775,P05067,0.9995,1.0,1.0,0.9726
O43447,O94906,0.9722,0.8363,0.6549,1.0
Q14192,Q8TAU0,0.2352,0.5704,1.0,0.6669
P18848,Q9H2S9,0.5915,1.0,0.9579,1.0
P63244,Q7Z434,1.0,1.0,1.0,0.9933
P38936,P55854,1.0,1.0,1.0,0.6895
P22681,Q13239,0.8398,1.0,0.4046,0.8846
O15304,P04637,1.0,0.6063,0.8337,1.0
Q86Y07,P04637,0.6102,1.0,1.0,1.0
P08670,Q7L311,1.0,1.0,1.0,0.8008
Q92785,P67775,1.0,0.9533,0.8151,0.9935
P21246,Q5T3J3,0.4474,0.851,1.0,0.699
Q05513,P60842,0.6504,0.6597,1.0,0.8707
Q96RE7,Q7Z434,1.0,0.7066,0.8508,1.0
O60663,P05067,1.0,0.239,1.0,0.8719
P28482,Q86UR1,0.69,0.6716,0.4003,0.7746
Q8TBX8,Q9UDV6,1.0,1.0,0.873,1.0
P31150,P41240,0.7368,1.0,0.5164,0.4006
P04150,Q8TAE8,0.4665,0.9752,0.1971,0.6632
Q70SY1,Q8TAU0,0.427,1.0,0.6892,0.4797
Q13330,Q00688,0.7246,1.0,0.9942,1.0
Q16539,P08047,0.4122,0.7589,0.9322,0.9376
P04792,O75400,0.7787,1.0,1.0,0.4166
P04156,P13861,0.7984,0.7164,0.7085,0.9749
P04792,P08670,0.8727,0.8452,0.0226,0.6409
A6NIX2,O60663,0.6145,1.0,1.0,0.4671
Q16828,Q9H6S3,0.1103,0.9019,0.9647,1.0
P04637,Q96I24,1.0,0.5414,1.0,0.8791
Q99909,Q9Y2D8,0.9498,0.6468,0.6426,1.0
Q07955,Q49A26,0.6528,1.0,0.4906,0.5054
P41240,Q9UH92,1.0,0.2138,1.0,1.0
Q9Y2D8,Q15750,0.545,1.0,0.2866,0.5929
P23297,P31949,1.0,0.6385,0.8154,0.4375
O43447,Q53GS9,0.9749,0.8307,1.0,0.935
P49459,P50750,0.6695,0.8572,0.2416,0.5478
P19793,Q92786,0.4072,0.6848,1.0,0.9591
O14775,Q6Y2X3,0.7754,0.4433,0.6719,0.2839
Q13547,Q00688,0.9592,1.0,0.6437,0.9913
P49459,P98170,0.8541,1.0,1.0,0.668
Q9NQX6,Q9UH92,0.7133,0.8564,1.0,0.3573
Q16526,Q9H469,0.9406,0.5638,0.6534,0.8553
O00220,P06493,1.0,0.4047,1.0,0.0
P18848,Q9UHX1,0.6475,1.0,0.8234,0.2805
P42771,P24385,1.0,0.7026,1.0,0.683
Q92730,Q9UH92,0.5593,0.3408,1.0,0.839
P27361,P04637,1.0,0.6915,0.7452,1.0
O00220,Q04771,0.7755,1.0,1.0,0.903
P04233,Q13347,0.7027,0.5767,0.3145,0.2326
Q02535,Q9UHR5,0.6874,0.578,0.7696,0.6937
Q9H6S3,Q9UH92,0.8134,0.9397,0.7029,0.9706
Q8TAU0,Q92785,0.8447,0.6039,1.0,0.3762
P24941,Q02535,0.0661,0.7301,1.0,1.0
P36915,Q8TAU0,0.9371,0.6224,0.8977,0.8479
P63146,Q15942,0.6955,0.9097,0.1273,0.6337
Q5TD97,P27918,0.7159,0.2431,1.0,1.0
Q9UM11,P24385,0.8138,0.6379,1.0,0.228
P01100,P35452,1.0,0.0,0.7206,0.7176
Q93096,Q16539,0.1053,0.426,0.799,0.6335
P50750,Q15796,0.2336,1.0,0.776,0.4218
P63165,Q16763,0.6073,0.5019,1.0,0.3497
P02545,Q06330,1.0,1.0,1.0,1.0
Q9UM11,P26641,1.0,0.9524,0.9529,1.0
O75400,P55854,1.0,0.7868,0.9944,0.7788
Q05516,P15976,1.0,0.951,1.0,1.0
Q00987,O15379,0.7621,1.0,0.5761,0.8704
P31150,Q9UHR5,0.8655,1.0,1.0,0.9301
P18847,P25963,0.0,0.2008,0.824,0.0689
P25963,Q9NQX6,0.5291,0.8686,1.0,1.0
P38936,P08670,0.8966,0.886,0.2386,0.9803
Q13485,P15172,0.966,1.0,1.0,1.0
P27361,P08047,1.0,1.0,0.3822,1.0
P18848,P62879,0.998,0.9131,0.7498,1.0
Q93096,P05067,1.0,1.0,0.8736,1.0
P84103,P62995,0.8894,1.0,0.4163,0.8379
Q02040,Q07955,1.0,1.0,0.634,1.0
Q9H6S3,Q9H9D4,0.918,0.6652,0.6757,0.369
P49207,P06493,0.9579,0.8369,0.7396,1.0
Q13485,Q9UM13,1.0,0.6429,0.9152,0.3063
P04637,Q07812,0.5868,0.0,0.7509,0.6888
P32927,P04141,0.6183,1.0,0.6951,0.9257
Q13643,P84022,0.4269,1.0,0.3161,0.2574
Q9H6S3,Q9NQX6,1.0,0.9608,1.0,1.0
Q9H213,Q9UKY1,0.6793,0.4057,0.2375,0.5334
P30533,Q8TBX8,1.0,0.7975,0.3245,0.8831
P45983,P31749,0.4268,0.0446,1.0,0.5509
P63146,P63165,1.0,0.9629,1.0,0.6625
P63092,P62879,1.0,1.0,1.0,0.7925
Q15750,Q9BYM8,0.2711,1.0,0.7677,1.0
Q05513,Q96IZ0,0.964,1.0,0.8039,0.6658
Q49AN0,Q8NEZ5,0.4398,1.0,1.0,0.4472
P15976,Q05513,1.0,0.8888,0.287,0.8689
P51965,P63165,0.355,0.8572,0.5308,1.0
Q9Y294,Q16254,0.5874,0.4359,1.0,0.7447
P26038,Q15080,1.0,0.6721,0.6708,0.3572
Q92844,P49841,0.4853,1.0,1.0,0.7062
O75190,P08670,0.2526,0.8037,1.0,1.0
Q7Z6M1,Q9BR65,0.2506,0.1263,0.0497,1.0
Q00987,P18847,0.4948,1.0,0.654,1.0
O75558,Q14192,0.5207,0.4343,0.4918,1.0
Q8TAU0,Q9UH92,0.8815,0.8532,0.6997,1.0
O75175,P36915,0.715,0.9115,0.8506,0.8048
P21246,Q9H213,1.0,0.4764,0.5875,1.0
P55854,Q5T3J3,1.0,1.0,0.3306,0.1931
Q96RJ3,O75888,0.4793,1.0,0.7316,1.0
P41587,P61073,0.7699,1.0,1.0,0.8592
Q16763,Q9UKT4,1.0,1.0,1.0,0.7525
P04637,P55854,0.6466,0.8329,1.0,0.9744
Q9UKG1,P62491,0.3864,0.8662,1.0,1.0
Q68DY1,Q9UDV6,0.7713,1.0,0.7063,0.452
Q14192,Q5T3J3,0.7025,0.7853,0.5067,0.6027
P31946,P10398,0.2472,1.0,1.0,1.0
P21246,Q9UKY1,0.8004,1.0,0.6911,0.8728
P18848,Q70SY1,0.7165,0.6084,0.7348,0.5518
P35638,P01100,0.8951,0.9678,0.4091,0.477
Q16828,Q8TBX8,0.3976,0.9574,0.9227,1.0
Q9NZQ7,P16410,0.7608,0.1913,0.627,0.3665
P08047,Q9Y294,0.6552,0.0003,0.4754,0.713
P25815,Q9UK97,0.6391,0.8289,0.992,1.0
P07948,Q6PIZ9,0.388,0.9589,0.297,1.0
P50750,P06753,0.4768,1.0,0.7121,0.4058
O75175,P25963,0.3964,0.8215,1.0,1.0
O75190,Q9H6S3,1.0,0.7723,0.597,1.0
P17036,Q9H2S9,1.0,1.0,0.8461,0.7575
Q07699,Q9NY72,0.7118,1.0,0.7147,1.0
Q06330,P20226,1.0,0.9702,0.5765,0.9888
P18848,P36915,1.0,0.6216,0.9873,1.0
O75175,P18847,0.1573,0.9018,0.317,0.9475
Q68DY1,Q9NQX6,1.0,1.0,0.5104,0.1172
Q13547,P04792,0.6175,0.6512,0.493,0.9183
O60683,P56589,0.0,0.8,0.2971,0.8847
P18848,Q92730,0.8275,0.8752,0.6707,1.0
O75558,Q13642,0.7907,0.8462,0.5347,0.6374
Q92769,O15105,0.8537,0.0511,1.0,0.2672
Q15796,Q15797,0.9082,1.0,0.7723,0.9279
P15514,Q969F2,1.0,0.6147,0.8022,1.0
Q15910,Q13363,1.0,0.4491,1.0,0.9091
Q93096,Q9UHR5,0.7899,0.9658,1.0,0.7131
Q13158,O60936,0.8125,0.5377,1.0,0.5388
P61587,Q8WU20,1.0,0.9122,0.2681,0.6448
P26368,P22087,1.0,0.2851,0.4764,0.0
Q16828,Q92730,0.7278,0.5109,0.8892,0.7924
Q70SY1,Q9H9D4,0.5669,0.7256,1.0,0.7094
Q70SY1,Q9UH92,0.5953,1.0,1.0,0.7515
P56589,P02545,0.5259,1.0,1.0,0.7996
P62879,Q92785,1.0,0.0505,1.0,1.0
O60683,Q9Y5Y5,1.0,0.8379,1.0,0.1868
Q9UBB5,Q9UJW3,0.5693,1.0,0.8707,0.7044
Q92730,Q9H2S9,0.4798,1.0,0.7051,0.9826
P02545,Q8N668,1.0,0.262,0.78,0.8227
Q9H9D4,Q9UH92,0.6843,1.0,1.0,0.0374
P04792,Q92890,0.4329,1.0,0.585,0.1637
P51572,Q07812,1.0,1.0,0.5685,0.4851
Q99576,P05412,0.9056,0.8293,0.0,1.0
O00716,Q8TAK5,1.0,1.0,1.0,0.6648
P41240,O15492,0.7536,0.935,0.7527,0.3358
Q8TBX8,Q93096,1.0,0.7426,0.0,0.9119
Q68DY1,Q8TBX8,1.0,0.8966,0.1938,0.9495
Q02535,Q70SY1,1.0,0.7485,1.0,0.9984
Q92785,Q9UHX1,0.4749,1.0,0.7287,1.0
O43290,O43447,1.0,0.9681,0.2471,0.3828
P07196,Q7L311,0.2036,0.6189,1.0,0.8458
Q00987,P24385,0.207,1.0,0.4672,0.5088
Q8TAU0,Q9UHR5,1.0,1.0,0.7141,0.5861
Q92785,Q9NQX6,0.8424,0.6666,0.7389,0.7185
Q07817,Q07812,0.4754,1.0,0.7512,0.6184
Q06330,Q06587,0.272,1.0,0.2134,1.0
Q68DY1,Q70SY1,0.9206,0.8929,1.0,0.8084
Q9NY72,O60683,0.6053,0.194,0.0,0.7239
Q01094,O00716,0.849,1.0,0.9289,1.0
Q00688,Q00987,1.0,0.381,0.7679,0.808
Q92730,Q93096,0.3613,1.0,0.8008,1.0
P25963,Q9UH92,0.8721,1.0,0.9387,1.0
Q96CA5,P98170,1.0,0.6036,0.8849,0.5716
P17036,P18847,0.7747,0.4458,1.0,0.5624
Q68DY1,Q02535,1.0,0.5585,0.3348,0.7487
P10242,P04637,1.0,0.7776,1.0,1.0
Q9H204,P26038,0.7729,1.0,1.0,0.8031
O00238,P98170,0.5099,1.0,1.0,0.5351
P36915,Q9UHR5,0.5009,1.0,0.8669,0.4029
Q06330,Q96RE7,1.0,1.0,0.8515,0.8493
Q00987,Q01094,0.9637,1.0,1.0,0.4514
Q14192,Q05516,0.8662,1.0,1.0,0.5634
P45983,Q13158,0.6501,0.931,0.2831,1.0
Q9Y6X1,P05067,0.6935,0.9401,1.0,0.6548
P20226,Q13952,0.896,1.0,1.0,0.4709
P61073,P61769,1.0,0.4504,0.6786,1.0
O15105,Q13363,0.4846,1.0,0.4943,1.0
Q9UH92,P05067,0.9888,1.0,0.7812,0.0
Q6Y2X3,Q07021,0.4843,0.8083,1.0,0.7778
P18847,Q9H6S3,1.0,0.9663,0.0,0.5457
P55854,Q9H213,0.5072,0.8346,0.7455,0.334
P30260,Q9UI95,1.0,0.8396,0.5007,1.0
P49459,Q9UHX1,0.9037,0.4301,0.7589,0.4716
Q92890,Q13309,0.6443,1.0,1.0,1.0
Q9Y294,P62136,0.9526,0.5784,0.6412,1.0
Q01130,Q02040,0.7038,1.0,1.0,0.0162
P08047,P15172,1.0,1.0,0.2345,0.477
Q8NEU8,P20338,1.0,1.0,1.0,1.0
P35348,Q07699,1.0,0.8118,1.0,0.0852
Q13309,P24941,1.0,0.3088,0.7284,1.0
P17036,Q92785,0.9233,0.7861,0.7512,1.0
O75400,P26641,0.8559,0.7204,0.0792,0.4985
Q02535,Q16828,0.5281,0.7825,1.0,1.0
Q14192,Q16828,0.336,0.9944,0.0,0.9782
Q9UDV6,P41240,1.0,0.594,0.5835,1.0
Q9BR65,P49768,0.9897,1.0,1.0,1.0
Q8TBX8,Q9H9D4,0.5288,1.0,1.0,1.0
P30260,P67775,0.8629,0.3485,0.476,1.0
O75175,P31150,1.0,1.0,1.0,0.6626
P17036,P36915,1.0,0.4817,1.0,0.9824
Q06330,P04637,0.795,0.845,0.6235,0.3463
P84103,Q02040,1.0,0.8795,0.9613,0.8665
P35222,P35638,0.5379,0.7983,0.7182,0.541
P26641,Q8N2W9,1.0,1.0,0.7897,0.7679
P08047,P20226,1.0,1.0,0.8362,0.5825
Q92785,Q9H6S3,0.0801,0.8837,0.4408,1.0
P18848,Q9NQX6,0.46,0.6621,1.0,0.9676
P18848,Q68DY1,0.0,1.0,0.9558,1.0
P36897,Q9BUZ4,1.0,0.971,0.5047,0.7102
P18847,Q9UHR5,1.0,0.2517,0.6153,0.8058
P04637,P10145,0.9948,1.0,0.4117,0.6251
P41240,Q9H6S3,0.767,0.6733,1.0,1.0
P04637,P51149,1.0,0.3342,1.0,0.4665
P63244,P63092,1.0,0.6427,1.0,0.9379
P27037,P05111,1.0,0.9978,1.0,1.0
Q99626,P20226,0.4505,1.0,1.0,0.968
Q14192,Q9NQX6,0.8834,0.8616,1.0,0.9222
Q49AN0,Q9UK97,0.6819,0.9736,1.0,0.113
P31273,Q15796,1.0,0.6237,0.4924,1.0
P18847,P62879,1.0,0.6483,1.0,0.8412
P25490,Q15910,1.0,1.0,0.7112,1.0
O75190,P05787,1.0,1.0,0.3474,0.4195
P07196,P55854,0.5226,1.0,0.1793,1.0
O00167,Q9BUZ4,1.0,0.88,1.0,0.7735
O75175,Q9UHR5,0.9498,1.0,0.203,0.7245
P24941,P27348,0.3873,0.6858,0.7653,0.7398
Q15797,Q9UM13,0.6073,1.0,1.0,0.797
Q96B97,P04792,1.0,0.8739,1.0,1.0
P14136,P05787,0.8783,1.0,1.0,1.0
Q07955,P04637,0.8696,0.5446,1.0,1.0
Q8TBX8,Q92730,0.7114,1.0,1.0,0.0
Q13547,Q00987,1.0,0.7987,0.66,1.0
Q9H2S9,Q9UDV6,0.5025,0.497,1.0,0.9726
O75175,Q92730,0.3173,0.6599,1.0,0.4971
P17036,Q16828,0.425,1.0,1.0,1.0
P06493,P29590,0.5739,1.0,0.862,1.0
P35348,P35368,0.5871,0.9641,0.53,1.0
Q13547,P20226,1.0,0.5251,0.4174,1.0
O95361,Q9ULZ3,0.1301,1.0,1.0,0.7247
P13861,P49841,0.4928,0.7143,0.4778,0.6052
Q13077,Q8TAE8,1.0,0.3809,1.0,0.7781
Q02040,P26368,0.5681,0.8023,0.1644,0.5476
P27361,Q49A26,0.6311,0.4692,1.0,0.7289
Q16526,Q9UK97,0.6087,1.0,0.5674,0.7912
P31150,Q9UH92,0.661,1.0,0.2117,0.6086
P15531,P04792,0.7576,0.546,0.3943,0.4114
Q7Z434,Q13077,1.0,0.5673,0.7531,1.0
Q96EV8,P48730,0.4819,0.917,1.0,1.0
P51677,P10147,0.4901,1.0,0.6287,0.8387
P17036,Q9UH92,0.0152,0.9564,1.0,1.0
Q86UR1,Q15080,0.2771,0.3523,1.0,0.4925
P18848,Q93096,0.5086,0.7332,0.8389,1.0
Q9Y2D8,P04637,0.3809,0.5248,0.656,0.4334
Q14186,Q01094,0.0,0.1165,0.5665,0.6863
O75175,Q9UH92,0.8553,0.5098,1.0,0.9715
P15172,Q01105,0.2272,0.9598,0.8098,1.0
P17036,Q9NQX6,0.8388,0.4679,1.0,1.0
Q68DY1,Q92785,1.0,0.2855,1.0,0.4364
P36915,P62879,0.5507,0.5326,1.0,1.0
P18848,P41240,0.2318,0.5714,0.9032,0.1836
Q07817,Q7Z434,0.9497,0.7233,0.7952,0.9108
Q93096,Q9H2S9,1.0,0.704,1.0,1.0
O75496,P49736,1.0,1.0,0.7815,0.9486
P36915,Q02535,0.6488,1.0,0.4064,1.0
Q02535,Q9NQX6,0.8467,0.365,0.7868,0.2855
O15492,P35368,1.0,0.7507,0.7764,0.0
P06730,Q9UKV8,1.0,0.2014,1.0,1.0
Q13485,Q07812,0.9623,0.9608,1.0,0.3989
P17706,P31946,1.0,0.8178,0.7814,1.0
P31749,P25963,0.2866,1.0,1.0,0.3251
P36897,Q13485,0.9318,1.0,0.2169,1.0
Q15276,P20338,1.0,1.0,0.3838,0.3038
Q05513,P55209,0.497,1.0,0.5766,1.0
P41220,Q15942,0.3371,0.6854,1.0,1.0
P63165,P10242,0.9974,0.468,0.6553,0.2091
P25963,Q14192,0.8688,0.5231,0.6792,0.379
P04637,Q9H469,0.9479,1.0,0.5756,0.3182
P18848,Q00987,1.0,1.0,0.4528,1.0
P36915,Q8TBX8,1.0,0.9132,0.8504,0.6859
Q06547,Q15543,0.9498,0.0,1.0,1.0
Q07820,Q92843,0.7191,0.349,1.0,1.0
O75175,P41240,1.0,0.355,1.0,1.0
P41240,Q16828,1.0,0.2713,0.7294,0.8023
Q06547,Q12933,0.7082,1.0,0.2279,0.9589
Q14209,Q14192,1.0,0.2592,0.4011,0.8401
Q13330,P25490,1.0,0.5072,1.0,0.9161
Q5TD97,Q9UBP5,0.5308,1.0,0.3563,0.67
P41240,Q70SY1,1.0,0.9077,0.8641,0.6567
P24941,P63244,1.0,1.0,0.7266,0.7168
Q7L311,Q9H213,1.0,1.0,1.0,0.3853
P31150,P62879,0.3167,1.0,0.4645,0.8038
Q92769,P13647,1.0,0.9523,1.0,0.9012
P06730,Q9HB40,0.9496,0.6725,0.8992,1.0
P07948,P17252,1.0,0.313,0.8296,1.0
Q06546,P25490,1.0,1.0,0.2686,1.0
Q12933,Q86UR1,0.9573,1.0,0.8842,0.9474
Q9BUQ8,P83876,1.0,0.9001,0.8463,0.3648
Q99986,P18754,1.0,0.7969,0.8841,1.0
P02545,P17706,0.5465,0.9295,0.6663,0.3133
Q93096,P13987,1.0,1.0,1.0,0.3713
Q9NZQ7,P62491,1.0,0.5169,0.0,1.0
P18847,Q92730,1.0,1.0,0.9019,0.7778
P84022,P05412,0.6472,1.0,0.0,0.616
P20226,P01100,0.3097,0.4538,1.0,0.9745
Q49AN0,P27348,0.3373,0.0827,1.0,0.7883
P62491,Q9UJ41,0.5078,1.0,0.6904,0.5428
Q9UKG1,P04637,1.0,1.0,1.0,1.0
Q14186,P78396,0.164,1.0,0.9156,0.8644
P26038,Q92558,0.8257,0.8114,1.0,1.0
P48729,P42224,0.9673,1.0,0.6421,0.9054
O60936,Q13247,0.4931,0.13,1.0,0.8923
Q16526,P60842,0.975,0.8488,1.0,1.0
Q68DY1,Q9H6S3,0.9956,0.7367,1.0,1.0
Q15796,O14640,0.9472,0.0,0.4481,1.0
P25490,P08047,0.9901,0.8221,1.0,1.0
Q16539,P42771,1.0,0.9641,0.9656,1.0
P17036,Q8TAU0,1.0,0.5378,0.794,0.6617
P31749,O43524,0.8755,1.0,0.7703,0.7019
Q93096,Q8NEZ5,1.0,1.0,0.3761,0.0
O75190,P36871,1.0,1.0,1.0,0.9374
O75175,Q68DY1,0.7841,0.7369,1.0,1.0
Q16254,Q14209,1.0,1.0,0.3778,1.0
P62879,Q9H2S9,0.5448,1.0,1.0,0.269
P17036,Q9UHX1,1.0,0.5283,1.0,0.5909
Q14192,Q93096,1.0,0.6167,0.7976,0.6313
Q92844,P48729,0.693,0.902,1.0,0.9964
Q15910,P35226,1.0,1.0,0.3708,1.0
P06493,Q01094,0.4518,0.728,0.2209,1.0
P17036,Q8TBX8,1.0,1.0,0.6472,0.0027
P31150,Q8TAU0,0.5255,0.1615,0.9687,1.0
P28069,P04150,0.901,1.0,0.9787,1.0
O00716,Q14192,1.0,1.0,0.6004,1.0
P10415,Q07820,1.0,0.9534,0.8226,0.661
Q13547,Q9ULX6,0.3656,1.0,0.0047,0.4287
P10828,O15379,1.0,0.8195,0.5914,1.0
P98170,Q13546,0.3725,0.7836,0.5988,0.603
Q13642,P26368,0.9533,0.6134,1.0,0.4585
P31749,P31946,0.9562,1.0,1.0,0.9248
O00220,Q13158,0.9216,1.0,0.6982,1.0
Q07955,P05067,0.8926,0.276,1.0,1.0
O15492,P35348,1.0,1.0,0.7255,0.5265
Q16828,Q92785,0.9395,1.0,0.3785,1.0
Q15750,Q12933,1.0,0.0,0.7359,0.7758
Q13247,P62995,0.6627,1.0,0.2309,0.2962
Q07812,P17980,0.7335,0.712,1.0,0.4408
P25963,P61586,1.0,0.2804,1.0,0.474
P28360,Q04724,0.7705,1.0,1.0,1.0
Q02535,Q9H6S3,0.6653,1.0,0.7077,0.3895
P21731,P62491,1.0,1.0,0.6955,1.0
P11802,Q15796,0.9842,1.0,0.7791,0.5654
P42229,Q8TAE8,1.0,0.5518,1.0,0.4864
Q9UM11,Q07955,0.9844,1.0,0.6555,1.0
P26641,Q9UKY1,0.1372,0.9574,1.0,0.0988
P41240,Q8TAU0,0.2012,0.6785,0.6054,1.0
P08621,Q13247,0.9398,1.0,1.0,0.6524
P38936,Q05516,0.8204,0.1807,1.0,0.5813
Q02535,Q8TAU0,1.0,1.0,1.0,0.8312
P62879,Q9UHX1,1.0,1.0,1.0,1.0
P11802,Q9UBD5,0.8683,0.4104,0.8089,1.0
P01100,P48730,1.0,0.7493,0.8612,1.0
O60936,Q08170,0.8688,1.0,0.8421,1.0
Q6Y2X3,Q9HAV0,1.0,1.0,0.5648,0.7209
P62879,Q92730,0.8505,0.9531,0.8315,1.0
Q99576,Q13547,0.5911,0.8667,0.9534,0.6413
P62136,Q13309,0.3909,1.0,0.5979,0.7977
Q16539,P11802,1.0,1.0,0.5984,0.6671
P49768,P36897,0.5767,0.6598,1.0,0.7932
Q92890,Q92575,1.0,1.0,0.8263,0.9266
P04637,P62995,1.0,0.7131,0.8917,0.8815
Q92730,Q70SY1,0.5589,1.0,0.6688,0.8128
P67775,P63244,0.9957,1.0,1.0,0.7055
Q92633,Q92968,0.7504,0.7214,0.5458,0.7295
P06753,P60981,1.0,1.0,1.0,1.0
Q92730,Q9NQX6,1.0,0.5624,1.0,0.6262
P36915,Q9NQX6,0.088,0.8931,0.8745,0.6055
P26368,P19544,0.2389,1.0,0.7235,0.4525
Q49AN0,Q9UKT4,1.0,0.9372,1.0,0.7608
P25963,Q68DY1,0.478,1.0,0.6538,0.9066
O15105,Q15750,0.6476,0.8461,0.7902,0.5967
P62491,Q8WU20,1.0,1.0,0.0955,0.4537
P62873,P16520,0.6945,0.7719,0.6942,0.8853
P25963,Q8TBX8,0.5621,0.8477,0.3417,0.979
P04637,Q9UBD5,1.0,1.0,0.4067,0.8354
O75175,P17036,1.0,1.0,0.1517,1.0
Q9H6S3,Q9UHX1,0.8314,0.9533,0.6233,0.3413
O75175,Q9H6S3,0.6455,0.9527,0.825,1.0
Q07812,P98170,0.8671,0.7425,1.0,0.764
P31150,Q9UHX1,0.3746,1.0,0.4654,1.0
O75446,Q06330,0.43,0.8025,0.7505,0.8809
P26368,P06703,1.0,1.0,0.9865,1.0
Q9NZQ7,Q00688,1.0,0.5421,0.6667,0.8569
P49736,P05412,1.0,1.0,1.0,1.0
Q92558,P13861,1.0,1.0,0.9722,0.8118
P04637,P25311,0.971,0.9657,0.8724,0.6708
P10276,P31749,1.0,1.0,0.8202,0.907
P49841,Q07820,0.5502,1.0,0.8275,0.7835
P31150,Q9H9D4,0.8468,0.8731,1.0,0.6796
Q9UM11,P48729,1.0,1.0,0.7536,1.0
