Seq_A,Seq_B,RR,RP,LR,LP
P25963,Q16828,0.0981,1.0,0.1437,0.902
P28328,Q9Y5Y5,0.9042,1.0,0.9386,1.0
Q12933,P63244,1.0,1.0,0.8747,0.9445
Q12933,P27701,0.0,0.9507,0.5587,1.0
Q9UJW3,Q08117,1.0,0.435,1.0,1.0
Q8TAU0,Q9NQX6,1.0,0.9973,1.0,0.7045
P56589,Q99986,0.3485,0.8762,0.888,0.8496
Q02040,Q13247,1.0,1.0,0.0249,0.4933
O60936,P62995,0.9519,0.1951,1.0,0.2977
P84103,P26368,0.8529,0.9688,0.8052,1.0
Q13643,Q5JTD0,0.5808,0.741,0.589,0.5382
Q70SY1,Q9NQX6,0.9769,0.6654,0.8367,0.6239
P18754,P04637,0.6637,0.5466,0.7545,0.825
Q56P03,Q16254,1.0,0.3441,1.0,1.0
P51572,Q86Y07,1.0,0.9898,0.5267,0.1237
P51693,Q8N2W9,0.7069,0.6596,1.0,1.0
P06493,Q9UM11,0.7765,1.0,1.0,0.575
P10276,Q92769,0.0,1.0,0.9841,0.9427
P30533,P04637,1.0,0.0334,1.0,0.3912
P17036,P62879,1.0,1.0,1.0,0.2891
P10398,P63092,1.0,0.9467,0.8099,0.0679
Q05513,P60228,1.0,1.0,0.7089,0.9429
Q9BR65,P04637,1.0,0.5906,1.0,0.8642
P18848,Q9H6S3,0.0,0.3505,1.0,0.8977
P26641,P55854,0.2559,0.6555,0.9812,1.0
P08621,O43447,0.4789,0.9318,0.943,0.7879
Q08117,Q13547,0.5939,0.8927,0.9952,1.0
P07196,Q9H213,0.4911,1.0,0.1198,0.7597
P05412,Q06481,1.0,0.9409,1.0,0.6929
Q9BUZ4,O43559,1.0,0.4513,0.3326,0.2355
Q9NR31,Q15797,1.0,0.9478,0.7194,1.0
P04150,P62873,0.2091,1.0,0.9991,1.0
Q68DY1,Q8TAU0,0.8548,0.5462,0.0,0.7658
Q9BR65,Q16539,0.6852,0.5978,0.0,1.0
P63096,Q6Y2X3,0.798,1.0,0.2006,0.6148
Q9H9D4,Q02535,0.8088,1.0,1.0,0.5384
P25963,Q8TAU0,0.176,0.5177,0.5839,1.0
Q13133,P24385,1.0,0.6381,0.9511,0.9667
P41240,Q92785,1.0,0.5786,1.0,1.0
Q14192,Q9UHR5,0.2515,1.0,0.406,1.0
Q06546,P25311,0.5675,1.0,0.7932,0.5688
P04792,P06730,0.4162,0.9823,1.0,0.4306
P18847,Q70SY1,1.0,1.0,0.3056,0.7602
P61073,P10145,0.908,1.0,0.6181,1.0
Q07021,P36915,0.9009,1.0,0.937,0.2879
P04156,Q9UM11,0.3945,0.5726,0.6462,0.7987
P25963,P62879,0.1789,0.6001,0.7526,0.992
P49841,P19793,0.9058,1.0,1.0,0.4305
P26368,Q9UHR5,1.0,1.0,0.7573,0.4714
O75558,P17980,0.8926,0.3704,0.3844,1.0
Q9BR65,P50148,0.8158,1.0,1.0,0.7283
O00623,Q9Y5Y5,0.4266,0.8684,0.4566,1.0
Q93096,Q9H9D4,0.9382,0.8033,0.7449,1.0
Q9NZQ7,P61769,1.0,0.8546,0.9629,0.9682
Q9H204,P50750,0.7333,0.8815,1.0,0.4986
Q9UBB5,Q13547,0.4573,1.0,0.6309,1.0
Q7Z434,Q12933,1.0,0.8407,0.9364,0.295
P25815,Q9UJ41,0.7228,1.0,1.0,1.0
P04637,P24385,1.0,0.9652,0.5955,0.4276
P17036,Q9H9D4,1.0,1.0,0.4164,0.8206
P42229,P16410,1.0,1.0,0.3151,0.8821
Q15910,P22087,0.8523,1.0,0.5868,1.0
Q9H2S9,Q9NQX6,1.0,1.0,1.0,1.0
P35548,P29590,0.4854,0.5668,0.9089,0.9434
P25963,Q9UHX1,1.0,0.9235,0.7331,1.0
P17252,P63244,0.8948,0.5554,0.644,0.3722
P45983,P04637,1.0,0.8456,1.0,0.8171
Q92785,Q93096,1.0,0.9374,1.0,0.762
P26641,P51693,1.0,1.0,1.0,0.3332
P62879,Q93096,0.465,0.7765,0.3203,0.8186
P02545,P31946,1.0,0.0,1.0,0.4142
Q14209,Q8TAK5,0.9667,0.8855,0.9857,1.0
Q96RE7,Q05516,0.5026,1.0,0.3736,0.5848
Q16828,Q9H9D4,0.7551,0.5763,0.8936,0.5647
P10398,Q07817,0.7883,0.7575,1.0,1.0
P18848,P31150,0.0877,0.413,1.0,1.0
P15559,Q00987,0.4225,0.9034,0.2578,1.0
P18848,Q8TAU0,0.9001,0.9093,0.6436,1.0
P24941,Q15329,0.1572,0.3568,1.0,1.0
P31150,Q68DY1,1.0,1.0,0.7167,0.7454
O75175,Q9UDV6,0.5632,0.9797,0.2942,1.0
P36915,Q9H9D4,0.6741,0.6699,0.3735,0.4894
O14775,P05067,1.0,0.4284,0.8454,0.2244
O43447,O94906,0.9915,0.7728,0.5575,1.0
Q14192,Q8TAU0,0.4308,1.0,0.5968,0.8003
P18848,Q9H2S9,0.174,0.8588,0.5428,1.0
P63244,Q7Z434,1.0,0.5581,0.8083,0.6141
P38936,P55854,0.4859,1.0,0.8502,0.7596
P22681,Q13239,0.4312,1.0,0.6766,1.0
O15304,P04637,0.8808,0.4286,1.0,0.6152
Q86Y07,P04637,0.9326,0.4467,0.9059,0.6837
P08670,Q7L311,1.0,0.2115,0.9851,1.0
Q92785,P67775,1.0,0.5925,0.8545,1.0
P21246,Q5T3J3,0.8956,0.4457,0.9741,0.699
Q05513,P60842,0.688,0.8739,1.0,1.0
Q96RE7,Q7Z434,1.0,0.8806,1.0,0.1808
O60663,P05067,0.0349,0.8232,0.0,0.6781
P28482,Q86UR1,0.8227,0.8265,0.7824,0.9987
Q8TBX8,Q9UDV6,0.2398,1.0,0.5962,1.0
P31150,P41240,0.6409,1.0,1.0,0.9968
P04150,Q8TAE8,1.0,0.4229,0.9016,1.0
Q70SY1,Q8TAU0,0.6878,0.9004,0.8185,0.956
Q13330,Q00688,1.0,1.0,1.0,0.6779
Q16539,P08047,1.0,1.0,0.8046,0.5158
P04792,O75400,0.4675,1.0,0.8767,1.0
P04156,P13861,1.0,0.7612,1.0,0.9146
P04792,P08670,0.6156,0.0797,0.3884,0.4239
A6NIX2,O60663,1.0,0.7335,0.0509,1.0
Q16828,Q9H6S3,0.2514,0.6939,1.0,0.0849
P04637,Q96I24,0.7687,0.5609,0.2488,1.0
Q99909,Q9Y2D8,1.0,1.0,1.0,1.0
Q07955,Q49A26,0.9392,0.9086,0.446,0.8176
P41240,Q9UH92,1.0,0.9783,0.485,1.0
Q9Y2D8,Q15750,0.7576,0.6813,1.0,0.6741
P23297,P31949,0.9315,0.6308,0.8671,0.8545
O43447,Q53GS9,0.8691,0.7561,0.8411,0.5067
P49459,P50750,0.6391,1.0,0.5136,1.0
P19793,Q92786,1.0,0.6711,0.8912,0.7771
O14775,Q6Y2X3,1.0,0.603,1.0,0.3886
Q13547,Q00688,0.9599,0.3362,0.6247,0.8209
P49459,P98170,0.5529,1.0,1.0,0.5749
Q9NQX6,Q9UH92,0.557,1.0,0.6622,1.0
Q16526,Q9H469,0.5271,0.3324,0.7542,1.0
O00220,P06493,1.0,0.8994,0.6612,0.9318
P18848,Q9UHX1,0.8439,1.0,0.8947,0.7342
P42771,P24385,1.0,1.0,1.0,1.0
Q92730,Q9UH92,1.0,0.9472,0.8891,0.7166
P27361,P04637,0.9753,0.7867,0.3641,1.0
O00220,Q04771,0.5042,0.6778,0.6268,0.1951
P04233,Q13347,1.0,1.0,1.0,1.0
Q02535,Q9UHR5,0.3336,1.0,0.4745,1.0
Q9H6S3,Q9UH92,0.7771,0.9545,0.7572,0.7028
Q8TAU0,Q92785,0.1808,0.3665,0.5158,1.0
P24941,Q02535,0.6636,0.2583,1.0,0.5554
P36915,Q8TAU0,1.0,0.4672,1.0,1.0
P63146,Q15942,0.6814,0.6702,1.0,0.5067
Q5TD97,P27918,1.0,0.5315,0.6858,1.0
Q9UM11,P24385,0.955,1.0,1.0,0.916
P01100,P35452,1.0,0.7395,0.4882,1.0
Q93096,Q16539,0.6047,1.0,0.9665,0.7485
P50750,Q15796,0.0,1.0,0.5158,1.0
P63165,Q16763,0.0631,1.0,0.0,0.6083
P02545,Q06330,0.7939,0.0,1.0,0.9024
Q9UM11,P26641,1.0,1.0,0.4666,0.1899
O75400,P55854,1.0,0.675,0.6422,0.4811
Q05516,P15976,0.4795,0.9592,1.0,1.0
Q00987,O15379,1.0,0.3845,1.0,0.5716
P31150,Q9UHR5,0.9111,0.1908,0.4111,1.0
P18847,P25963,1.0,0.8298,0.7155,0.7277
P25963,Q9NQX6,1.0,0.9241,0.1275,0.5279
P38936,P08670,0.9397,0.996,0.3073,1.0
Q13485,P15172,1.0,1.0,1.0,0.051
P27361,P08047,0.8911,0.3807,0.4754,1.0
P18848,P62879,1.0,0.8001,0.8682,1.0
Q93096,P05067,0.5497,0.961,0.6861,0.5147
P84103,P62995,0.8416,0.6273,0.6687,1.0
Q02040,Q07955,0.6947,0.0458,0.7567,0.7894
Q9H6S3,Q9H9D4,1.0,1.0,1.0,1.0
P49207,P06493,0.6101,1.0,1.0,0.8667
Q13485,Q9UM13,0.2897,0.9009,0.5334,0.5896
P04637,Q07812,1.0,0.5549,1.0,0.2798
P32927,P04141,1.0,1.0,1.0,0.385
Q13643,P84022,0.6598,1.0,0.862,0.7179
Q9H6S3,Q9NQX6,1.0,0.7511,0.6867,0.8674
Q9H213,Q9UKY1,0.1783,0.9136,0.679,1.0
P30533,Q8TBX8,1.0,0.4868,1.0,1.0
P45983,P31749,0.7217,0.063,1.0,1.0
P63146,P63165,1.0,0.6606,0.6632,0.4944
P63092,P62879,0.4956,1.0,0.568,0.8859
Q15750,Q9BYM8,1.0,0.9736,0.0,0.8174
Q05513,Q96IZ0,1.0,1.0,0.891,0.777
Q49AN0,Q8NEZ5,0.9176,0.8451,1.0,1.0
P15976,Q05513,1.0,0.5204,0.6621,1.0
P51965,P63165,1.0,0.6457,0.7326,1.0
Q9Y294,Q16254,0.7284,0.0,1.0,0.7282
P26038,Q15080,0.3202,0.3856,0.768,0.515
Q92844,P49841,1.0,0.5171,0.8831,1.0
O75190,P08670,1.0,0.4533,1.0,0.8023
Q7Z6M1,Q9BR65,1.0,1.0,0.7927,0.4409
Q00987,P18847,0.2963,0.3483,0.9467,1.0
O75558,Q14192,0.5284,0.6821,0.5704,0.5724
Q8TAU0,Q9UH92,0.7704,0.5086,1.0,1.0
O75175,P36915,1.0,1.0,1.0,0.9467
P21246,Q9H213,1.0,0.722,1.0,0.4239
P55854,Q5T3J3,0.8433,0.5625,1.0,0.4292
Q96RJ3,O75888,1.0,1.0,1.0,0.7251
P41587,P61073,0.4542,1.0,0.1823,0.5378
Q16763,Q9UKT4,1.0,0.1036,1.0,0.6559
P04637,P55854,1.0,0.7959,0.1411,0.8787
Q9UKG1,P62491,1.0,0.3531,1.0,0.5615
Q68DY1,Q9UDV6,0.5219,0.3384,0.34,1.0
Q14192,Q5T3J3,0.3712,1.0,0.2654,1.0
P31946,P10398,1.0,1.0,1.0,0.8469
P21246,Q9UKY1,0.3089,1.0,1.0,0.501
P18848,Q70SY1,0.5434,0.7396,0.7048,0.3111
P35638,P01100,1.0,0.7463,1.0,1.0
Q16828,Q8TBX8,0.578,0.9992,1.0,0.792
Q9NZQ7,P16410,0.6883,0.8311,1.0,0.6738
P08047,Q9Y294,0.5142,0.5266,1.0,1.0
P25815,Q9UK97,0.9567,0.944,1.0,1.0
P07948,Q6PIZ9,0.5248,1.0,1.0,1.0
P50750,P06753,1.0,0.9047,1.0,1.0
O75175,P25963,0.6243,1.0,1.0,1.0
O75190,Q9H6S3,0.9735,1.0,0.5827,0.4824
P17036,Q9H2S9,0.6089,1.0,0.9105,1.0
Q07699,Q9NY72,0.9459,0.9444,1.0,0.1754
Q06330,P20226,1.0,0.9427,0.7705,0.7367
P18848,P36915,0.9932,0.9963,1.0,1.0
O75175,P18847,1.0,0.6366,0.7088,1.0
Q68DY1,Q9NQX6,0.7914,0.5706,0.4494,0.5013
Q13547,P04792,1.0,1.0,1.0,0.9428
O60683,P56589,0.6403,0.7113,1.0,1.0
P18848,Q92730,0.429,0.6463,1.0,0.7735
O75558,Q13642,1.0,0.6592,0.7233,1.0
Q92769,O15105,0.884,0.853,1.0,1.0
Q15796,Q15797,0.8699,1.0,1.0,1.0
P15514,Q969F2,1.0,0.9571,0.0,0.8692
Q15910,Q13363,1.0,0.9532,1.0,0.0
Q93096,Q9UHR5,0.8863,0.4948,1.0,0.705
Q13158,O60936,0.8138,0.5983,1.0,1.0
P61587,Q8WU20,0.5224,1.0,0.8514,0.7475
P26368,P22087,1.0,1.0,1.0,0.4701
Q16828,Q92730,0.8,1.0,0.6826,0.6982
Q70SY1,Q9H9D4,0.6377,1.0,0.9015,1.0
Q70SY1,Q9UH92,0.3155,1.0,0.6644,1.0
P56589,P02545,0.5936,0.8455,0.6757,1.0
P62879,Q92785,1.0,1.0,0.8986,0.0
O60683,Q9Y5Y5,0.7545,1.0,1.0,0.3485
Q9UBB5,Q9UJW3,0.6483,0.2422,0.7697,0.9115
Q92730,Q9H2S9,0.4436,1.0,0.3971,0.1524
P02545,Q8N668,1.0,0.9781,1.0,1.0
Q9H9D4,Q9UH92,0.8203,1.0,1.0,0.7868
P04792,Q92890,1.0,0.9219,0.9357,0.81
P51572,Q07812,1.0,0.9826,1.0,0.2249
Q99576,P05412,0.7154,1.0,0.8919,0.4539
O00716,Q8TAK5,0.8675,0.6123,1.0,0.9782
P41240,O15492,0.6525,0.7935,1.0,0.6146
Q8TBX8,Q93096,0.635,0.9015,0.8871,1.0
Q68DY1,Q8TBX8,0.1063,0.3955,0.7387,0.6032
Q02535,Q70SY1,1.0,1.0,0.9141,0.2245
Q92785,Q9UHX1,0.4244,1.0,1.0,1.0
O43290,O43447,1.0,0.7689,1.0,1.0
P07196,Q7L311,0.7125,0.8271,0.0,0.9411
Q00987,P24385,0.8807,0.2211,0.8582,0.5025
Q8TAU0,Q9UHR5,0.6566,0.1082,1.0,0.5002
Q92785,Q9NQX6,1.0,1.0,0.2859,0.7874
Q07817,Q07812,0.7078,0.6133,0.9713,0.7997
Q06330,Q06587,0.9331,1.0,1.0,1.0
Q68DY1,Q70SY1,1.0,1.0,1.0,0.882
Q9NY72,O60683,1.0,1.0,1.0,0.9068
Q01094,O00716,1.0,0.5538,0.5338,1.0
Q00688,Q00987,1.0,1.0,1.0,0.8431
Q92730,Q93096,1.0,1.0,0.625,1.0
P25963,Q9UH92,1.0,1.0,0.5836,0.6276
Q96CA5,P98170,0.5069,0.8448,1.0,1.0
P17036,P18847,0.6097,0.6944,1.0,0.7137
Q68DY1,Q02535,0.8504,0.9585,1.0,0.6995
P10242,P04637,0.4174,0.5287,1.0,1.0
Q9H204,P26038,0.9441,1.0,0.7245,0.7748
O00238,P98170,1.0,0.6125,0.1879,0.6935
P36915,Q9UHR5,0.8193,0.5082,0.9095,0.8127
Q06330,Q96RE7,1.0,0.7663,1.0,0.9387
Q00987,Q01094,1.0,1.0,1.0,1.0
Q14192,Q05516,0.1199,0.2911,0.1639,0.4201
P45983,Q13158,0.5579,0.7742,0.1636,0.6791
Q9Y6X1,P05067,1.0,0.7883,0.6158,1.0
P20226,Q13952,0.9411,0.4433,1.0,0.6416
P61073,P61769,0.9841,1.0,0.6562,1.0
O15105,Q13363,0.7792,0.7189,0.736,0.9105
Q9UH92,P05067,0.3697,0.4023,1.0,0.4906
Q6Y2X3,Q07021,0.5349,1.0,0.3693,0.6119
P18847,Q9H6S3,0.6506,0.9535,1.0,0.767
P55854,Q9H213,0.9312,0.6506,0.7772,0.8263
P30260,Q9UI95,1.0,1.0,0.5042,0.5903
P49459,Q9UHX1,0.7753,0.6664,0.4943,0.888
Q92890,Q13309,1.0,0.6455,1.0,0.7322
Q9Y294,P62136,0.433,0.5341,0.6153,0.6433
Q01130,Q02040,0.9206,0.4714,0.2514,0.5078
P08047,P15172,1.0,1.0,0.7936,0.4706
Q8NEU8,P20338,1.0,1.0,1.0,0.979
P35348,Q07699,0.6274,0.0,0.9296,0.5903
Q13309,P24941,0.5803,0.8039,1.0,0.877
P17036,Q92785,1.0,1.0,0.9071,1.0
O75400,P26641,0.482,0.8545,0.7725,1.0
Q02535,Q16828,1.0,1.0,1.0,1.0
Q14192,Q16828,1.0,0.2173,0.9098,0.0
Q9UDV6,P41240,0.9738,1.0,1.0,0.7842
Q9BR65,P49768,0.7156,1.0,1.0,0.8989
Q8TBX8,Q9H9D4,0.855,0.7489,0.9433,0.481
P30260,P67775,1.0,0.6773,0.9542,1.0
O75175,P31150,0.54,0.9369,1.0,0.2439
P17036,P36915,0.1087,0.9264,0.8317,0.6583
Q06330,P04637,0.7535,0.7294,1.0,0.0
P84103,Q02040,0.7798,0.7074,1.0,0.5778
P35222,P35638,1.0,1.0,1.0,1.0
P26641,Q8N2W9,1.0,1.0,0.8311,0.8545
P08047,P20226,1.0,1.0,1.0,0.7209
Q92785,Q9H6S3,0.6491,0.3201,0.8142,0.182
P18848,Q9NQX6,0.9663,1.0,1.0,0.2164
P18848,Q68DY1,0.3785,0.6938,0.7712,0.8207
P36897,Q9BUZ4,0.3165,1.0,1.0,0.3384
P18847,Q9UHR5,1.0,0.8867,0.939,0.1796
P04637,P10145,1.0,0.7206,0.6019,0.0
P41240,Q9H6S3,1.0,1.0,0.4499,0.6791
P04637,P51149,0.9208,0.5069,0.989,0.8093
P63244,P63092,0.7132,0.3294,0.3163,0.7039
P27037,P05111,0.8023,1.0,0.4543,0.7776
Q99626,P20226,1.0,0.5555,0.4669,1.0
Q14192,Q9NQX6,0.8648,0.8366,0.2334,0.9189
Q49AN0,Q9UK97,0.5971,1.0,0.9319,1.0
P31273,Q15796,1.0,0.8487,1.0,0.7008
P18847,P62879,0.799,0.884,0.9779,0.8977
P25490,Q15910,1.0,1.0,0.5923,0.6595
O75190,P05787,0.5311,1.0,0.6052,0.4226
P07196,P55854,1.0,1.0,0.2542,0.8357
O00167,Q9BUZ4,1.0,0.5984,0.5718,0.7866
O75175,Q9UHR5,1.0,1.0,0.961,0.7378
P24941,P27348,0.8726,0.6148,0.3158,0.8701
Q15797,Q9UM13,0.0,1.0,0.926,0.8426
Q96B97,P04792,0.4209,0.8034,1.0,1.0
P14136,P05787,1.0,1.0,1.0,0.0125
Q07955,P04637,0.6883,1.0,1.0,0.6706
Q8TBX8,Q92730,1.0,1.0,1.0,1.0
Q13547,Q00987,1.0,0.6128,0.0,0.9263
Q9H2S9,Q9UDV6,0.6025,0.7888,1.0,1.0
O75175,Q92730,0.4035,1.0,1.0,0.9525
P17036,Q16828,1.0,0.3903,0.6115,0.7567
P06493,P29590,1.0,0.7864,0.6869,0.6591
P35348,P35368,1.0,0.9827,0.6771,0.7299
Q13547,P20226,0.4093,0.8194,1.0,0.4695
O95361,Q9ULZ3,1.0,0.8683,1.0,0.7777
P13861,P49841,0.9676,1.0,1.0,1.0
Q13077,Q8TAE8,0.7565,0.8518,0.923,1.0
Q02040,P26368,0.8793,0.0165,1.0,0.9703
P27361,Q49A26,0.8976,1.0,1.0,0.7366
Q16526,Q9UK97,1.0,1.0,1.0,1.0
P31150,Q9UH92,0.9489,0.7653,0.6159,0.5666
P15531,P04792,1.0,1.0,0.7059,1.0
Q7Z434,Q13077,0.3526,1.0,1.0,1.0
Q96EV8,P48730,0.9643,0.6091,1.0,0.2528
P51677,P10147,0.7531,0.6098,0.4666,0.8492
P17036,Q9UH92,1.0,0.9748,0.6372,1.0
Q86UR1,Q15080,1.0,0.6095,0.4575,0.6013
P18848,Q93096,0.9012,1.0,0.3278,0.1783
Q9Y2D8,P04637,1.0,0.3269,0.5833,0.3776
Q14186,Q01094,0.3473,0.2114,0.479,0.6142
O75175,Q9UH92,0.0,0.7111,0.8609,0.7751
P15172,Q01105,1.0,0.8298,0.5406,0.9491
P17036,Q9NQX6,0.9506,0.8599,1.0,0.9525
Q68DY1,Q92785,0.6606,0.5441,0.6191,0.4487
P36915,P62879,1.0,0.9919,0.8062,0.5435
P18848,P41240,0.9038,1.0,0.7566,0.6694
Q07817,Q7Z434,1.0,1.0,1.0,1.0
Q93096,Q9H2S9,0.6584,1.0,1.0,0.5554
O75496,P49736,0.7844,0.685,0.6096,1.0
P36915,Q02535,0.922,0.3081,0.2647,0.4489
Q02535,Q9NQX6,0.0,1.0,0.1548,1.0
O15492,P35368,0.5386,0.5434,1.0,0.684
P06730,Q9UKV8,0.8528,1.0,0.4386,0.817
Q13485,Q07812,0.9744,0.6896,0.9473,1.0
P17706,P31946,1.0,0.7155,0.0,1.0
P31749,P25963,0.9546,1.0,0.9389,0.5519
P36897,Q13485,1.0,0.9346,1.0,0.6415
Q15276,P20338,0.5284,0.8721,0.1542,0.1581
Q05513,P55209,1.0,0.2428,1.0,0.9561
P41220,Q15942,0.1884,0.3064,0.6624,0.9956
P63165,P10242,0.889,1.0,0.0,0.3796
P25963,Q14192,1.0,0.9595,0.2251,0.4361
P04637,Q9H469,0.0,0.5521,1.0,0.6845
P18848,Q00987,0.3667,1.0,0.4994,0.728
P36915,Q8TBX8,0.5659,0.5842,1.0,0.8824
Q06547,Q15543,0.3662,1.0,0.7728,0.6019
Q07820,Q92843,0.0,1.0,0.2695,0.2635
O75175,P41240,1.0,0.3666,0.5583,0.9733
P41240,Q16828,1.0,1.0,0.7613,0.3874
Q06547,Q12933,0.3893,0.5785,0.7603,0.8822
Q14209,Q14192,0.5099,1.0,1.0,0.6116
Q13330,P25490,1.0,0.4948,0.9743,0.9458
Q5TD97,Q9UBP5,1.0,0.8719,0.1251,0.038
P41240,Q70SY1,1.0,0.5801,0.1646,0.5726
P24941,P63244,0.8148,1.0,1.0,0.6181
Q7L311,Q9H213,1.0,0.7018,0.4551,0.5093
P31150,P62879,0.7665,1.0,1.0,0.4969
Q92769,P13647,0.6264,1.0,1.0,0.1119
P06730,Q9HB40,1.0,0.8535,1.0,0.5118
P07948,P17252,1.0,0.5363,1.0,0.8921
Q06546,P25490,1.0,0.5764,1.0,1.0
Q12933,Q86UR1,1.0,1.0,0.1511,1.0
Q9BUQ8,P83876,1.0,1.0,0.8261,0.77
Q99986,P18754,1.0,1.0,1.0,1.0
P02545,P17706,0.9218,0.5987,0.2338,0.2617
Q93096,P13987,0.9831,1.0,1.0,0.8559
Q9NZQ7,P62491,0.7629,0.8256,0.2791,0.9405
P18847,Q92730,0.9416,0.9463,0.0686,0.6346
P84022,P05412,0.3433,1.0,0.7681,1.0
P20226,P01100,1.0,0.3937,0.6288,0.8858
Q49AN0,P27348,1.0,0.3813,1.0,0.8961
P62491,Q9UJ41,0.7552,0.726,0.8764,1.0
Q9UKG1,P04637,1.0,1.0,0.0,0.1827
Q14186,P78396,0.8619,1.0,1.0,1.0
P26038,Q92558,0.5863,0.837,0.6837,0.8105
P48729,P42224,1.0,0.8502,1.0,0.4964
O60936,Q13247,0.7893,0.5428,0.7166,1.0
Q16526,P60842,0.5816,1.0,0.5718,1.0
Q68DY1,Q9H6S3,1.0,0.6738,1.0,0.9129
Q15796,O14640,0.9746,0.822,1.0,0.7762
P25490,P08047,1.0,0.4179,0.5989,0.3638
Q16539,P42771,1.0,1.0,0.1099,1.0
P17036,Q8TAU0,0.5125,0.7068,1.0,0.5545
P31749,O43524,1.0,0.6987,1.0,0.5248
Q93096,Q8NEZ5,1.0,0.919,0.3393,1.0
O75190,P36871,1.0,1.0,1.0,0.6059
O75175,Q68DY1,0.9819,1.0,0.543,0.996
Q16254,Q14209,0.548,0.9467,0.4871,0.9325
P62879,Q9H2S9,0.8414,0.6323,0.4421,0.8869
P17036,Q9UHX1,1.0,1.0,0.7954,1.0
Q14192,Q93096,0.7436,0.6987,1.0,1.0
Q92844,P48729,0.0936,0.9296,0.8309,0.9553
Q15910,P35226,0.4303,1.0,0.4816,0.9683
P06493,Q01094,1.0,0.4046,0.4541,0.6835
P17036,Q8TBX8,1.0,0.0991,1.0,1.0
P31150,Q8TAU0,0.9044,0.2589,0.7258,0.4009
P28069,P04150,1.0,0.7825,0.0799,1.0
O00716,Q14192,0.4124,0.0,0.4193,0.9093
P10415,Q07820,0.59,0.842,1.0,0.3684
Q13547,Q9ULX6,1.0,1.0,0.9389,0.6804
P10828,O15379,0.3915,0.7505,0.6818,0.7147
P98170,Q13546,1.0,0.4668,0.2434,1.0
Q13642,P26368,0.9348,0.6489,0.7583,0.9571
P31749,P31946,0.9895,0.9426,0.8676,1.0
O00220,Q13158,0.7338,0.2569,0.6124,0.4877
Q07955,P05067,0.5589,0.5767,1.0,0.8343
O15492,P35348,0.686,0.9243,1.0,0.4495
Q16828,Q92785,0.553,1.0,0.4295,0.7943
Q15750,Q12933,0.8309,1.0,0.8237,1.0
Q13247,P62995,0.9257,1.0,1.0,0.5871
Q07812,P17980,0.7632,0.7702,0.8068,0.3053
P25963,P61586,0.2773,0.8385,1.0,1.0
P28360,Q04724,0.9709,0.5221,1.0,1.0
Q02535,Q9H6S3,1.0,1.0,1.0,0.3361
P21731,P62491,1.0,0.3986,0.0,1.0
P11802,Q15796,0.4695,0.5099,0.0,1.0
P42229,Q8TAE8,0.7486,1.0,1.0,1.0
Q9UM11,Q07955,1.0,0.7612,0.695,1.0
P26641,Q9UKY1,0.7455,0.4991,1.0,1.0
P41240,Q8TAU0,1.0,0.8301,0.5013,0.3878
P08621,Q13247,0.1198,0.6284,0.8446,1.0
P38936,Q05516,1.0,0.0286,0.8424,0.3009
Q02535,Q8TAU0,1.0,0.3046,1.0,0.6778
P62879,Q9UHX1,0.8667,0.8355,0.6024,0.2563
P11802,Q9UBD5,1.0,0.7229,1.0,0.6275
P01100,P48730,0.9871,0.0267,0.9792,1.0
O60936,Q08170,0.9728,0.605,1.0,0.6115
Q6Y2X3,Q9HAV0,0.844,0.0172,0.9317,0.4531
P62879,Q92730,0.5305,0.2305,0.6525,0.8941
Q99576,Q13547,0.4762,0.7825,1.0,0.2772
P62136,Q13309,1.0,0.5345,0.4223,0.7313
Q16539,P11802,0.8741,0.4696,0.5852,1.0
P49768,P36897,0.9739,0.913,1.0,1.0
Q92890,Q92575,0.7666,1.0,0.4147,0.6856
P04637,P62995,0.9093,1.0,0.5955,0.9391
Q92730,Q70SY1,1.0,0.4133,1.0,0.7786
P67775,P63244,1.0,1.0,0.7561,0.9798
Q92633,Q92968,1.0,0.8398,0.9907,0.0
P06753,P60981,0.5816,0.9193,1.0,1.0
Q92730,Q9NQX6,0.4719,1.0,0.9385,0.9804
P36915,Q9NQX6,1.0,1.0,1.0,0.5184
P26368,P19544,0.4036,1.0,1.0,0.8289
Q49AN0,Q9UKT4,0.456,0.8868,0.5537,1.0
P25963,Q68DY1,0.6969,0.0,0.8653,0.2961
O15105,Q15750,0.9172,1.0,0.5402,1.0
P62491,Q8WU20,0.6956,0.6024,0.9195,1.0
P62873,P16520,0.9879,0.9654,1.0,0.3019
P25963,Q8TBX8,0.6059,1.0,0.612,1.0
P04637,Q9UBD5,1.0,0.5258,1.0,1.0
O75175,P17036,0.5004,0.4852,0.8862,1.0
Q9H6S3,Q9UHX1,1.0,0.7953,0.8376,0.6348
O75175,Q9H6S3,1.0,0.5169,0.4565,1.0
Q07812,P98170,1.0,0.6617,1.0,0.4591
P31150,Q9UHX1,0.7994,0.6152,0.9944,0.9088
O75446,Q06330,0.2151,0.8548,0.3108,0.9071
P26368,P06703,0.6578,0.8682,0.4893,0.8297
Q9NZQ7,Q00688,0.6774,0.7732,1.0,0.433
P49736,P05412,1.0,0.4974,1.0,0.673
Q92558,P13861,0.954,1.0,0.2548,1.0
P04637,P25311,0.7228,0.9912,1.0,0.9667
P10276,P31749,0.3935,1.0,0.8718,0.8362
P49841,Q07820,0.5209,0.6337,1.0,1.0
