Seq_A,Seq_B,RR,RP,LR,LP
P41240,Q93096,0.6112,0.8114,0.9655,0.4754
Q16828,Q92572,1.0,0.8461,0.8239,1.0
Q07812,P25490,0.3385,1.0,1.0,1.0
P25963,Q16828,1.0,0.8102,0.3464,0.9346
P28328,Q9Y5Y5,0.7884,0.4901,1.0,1.0
Q12933,P63244,1.0,0.5664,0.7492,0.5073
Q12933,P27701,0.7523,0.5904,0.8932,0.6982
Q9UJW3,Q08117,0.7467,0.9767,1.0,0.8406
Q8TAU0,Q9NQX6,0.8606,0.4119,0.4792,0.8624
P56589,Q99986,0.1311,0.7156,1.0,0.5237
Q02040,Q13247,0.2715,0.6638,0.6291,0.4868
O60936,P62995,1.0,0.0375,0.512,0.6401
P84103,P26368,0.9144,0.9401,1.0,1.0
Q13643,Q5JTD0,0.5481,1.0,0.4435,0.7816
Q70SY1,Q9NQX6,0.5906,0.6755,1.0,0.8797
P18754,P04637,0.6219,0.2916,0.8582,1.0
Q56P03,Q16254,0.3925,0.6715,0.6203,0.0
P51572,Q86Y07,0.8844,0.6129,1.0,0.8208
P51693,Q8N2W9,0.7929,1.0,0.7074,1.0
P06493,Q9UM11,0.5374,0.7255,0.9394,0.8086
P10276,Q92769,0.867,1.0,0.1809,1.0
P30533,P04637,0.7007,0.8666,0.2831,0.7499
P17036,P62879,1.0,0.1566,0.9986,0.6661
P10398,P63092,0.5646,0.5467,0.6267,1.0
Q05513,P60228,0.2504,0.6954,0.6601,0.5904
Q9BR65,P04637,1.0,0.4388,0.5346,0.7463
P18848,Q9H6S3,1.0,0.8577,1.0,0.0941
P26641,P55854,1.0,0.3234,0.6043,0.6302
P08621,O43447,0.9304,0.8056,0.7144,1.0
Q08117,Q13547,0.5712,1.0,0.6434,1.0
P07196,Q9H213,1.0,1.0,0.7451,1.0
P05412,Q06481,0.595,1.0,0.9978,1.0
Q9BUZ4,O43559,1.0,0.3621,1.0,0.0457
Q9NR31,Q15797,0.7384,0.2977,0.3715,1.0
P04150,P62873,0.9993,1.0,0.6476,0.2071
Q68DY1,Q8TAU0,1.0,0.1775,1.0,0.6296
Q9BR65,Q16539,0.2613,1.0,0.3804,0.5133
P63096,Q6Y2X3,0.3142,1.0,0.5534,0.7808
Q9H9D4,Q02535,0.747,1.0,0.9005,0.7197
P25963,Q8TAU0,1.0,0.8874,0.8487,0.359
Q13133,P24385,1.0,0.4517,0.5176,1.0
P41240,Q92785,0.5694,0.9118,0.8619,0.8452
Q14192,Q9UHR5,1.0,0.7642,0.3195,0.3506
Q06546,P25311,0.9967,1.0,1.0,0.4726
P04792,P06730,0.6863,0.3054,0.7498,1.0
P18847,Q70SY1,1.0,1.0,0.6153,1.0
P61073,P10145,1.0,0.0,0.8795,1.0
Q07021,P36915,0.5664,1.0,1.0,0.979
P04156,Q9UM11,0.3194,0.7343,1.0,1.0
P25963,P62879,1.0,0.3889,1.0,0.493
P49841,P19793,1.0,1.0,0.7587,0.8932
P26368,Q9UHR5,0.4043,0.9643,0.5655,1.0
O75558,P17980,1.0,0.5485,0.2882,0.5975
Q9BR65,P50148,0.6138,0.8634,0.7056,0.398
O00623,Q9Y5Y5,1.0,0.8795,0.9963,1.0
Q93096,Q9H9D4,1.0,1.0,0.4914,0.1328
Q9NZQ7,P61769,1.0,1.0,0.7895,0.4513
Q9H204,P50750,0.1964,0.2954,0.7315,1.0
Q9UBB5,Q13547,0.3892,1.0,1.0,0.7785
Q7Z434,Q12933,0.7767,0.8709,0.6252,0.6529
P25815,Q9UJ41,1.0,0.6478,0.4906,0.8621
P04637,P24385,0.4354,0.2688,0.4,1.0
P17036,Q9H9D4,0.8369,0.6628,1.0,0.9902
P42229,P16410,0.4069,0.2242,1.0,1.0
Q15910,P22087,1.0,0.5715,1.0,0.6529
Q9H2S9,Q9NQX6,0.9333,0.5713,0.328,1.0
P35548,P29590,1.0,0.4781,0.8521,0.8594
P25963,Q9UHX1,0.2176,0.5978,0.4266,0.7988
P17252,P63244,1.0,1.0,0.8511,0.368
P45983,P04637,0.9771,0.9642,0.6274,0.8058
Q92785,Q93096,1.0,0.4948,0.5547,0.4703
P26641,P51693,0.5585,0.5545,0.9579,0.1465
P62879,Q93096,1.0,0.675,0.7737,0.6778
P02545,P31946,0.9755,0.3815,0.4856,1.0
Q14209,Q8TAK5,0.6503,0.8556,1.0,0.7715
Q96RE7,Q05516,0.4807,1.0,0.6787,0.1452
Q16828,Q9H9D4,1.0,0.8075,0.2471,1.0
P10398,Q07817,0.8974,0.6148,1.0,0.0
P18848,P31150,1.0,0.4219,0.7597,0.412
P15559,Q00987,0.2592,0.8464,0.6018,1.0
P18848,Q8TAU0,1.0,0.7108,0.8103,0.6281
P24941,Q15329,1.0,0.5371,0.4073,0.8478
P31150,Q68DY1,1.0,0.6272,0.7691,1.0
O75175,Q9UDV6,1.0,0.3844,0.9813,0.0
P36915,Q9H9D4,0.2084,1.0,1.0,1.0
O14775,P05067,1.0,0.8005,0.7357,1.0
O43447,O94906,1.0,0.6212,0.7707,1.0
Q14192,Q8TAU0,1.0,0.2455,1.0,0.7632
P18848,Q9H2S9,0.5332,1.0,0.5465,1.0
P63244,Q7Z434,0.3059,0.9482,0.5651,0.6362
P38936,P55854,0.7642,1.0,0.4338,1.0
P22681,Q13239,0.6701,1.0,0.1046,0.7078
O15304,P04637,0.9627,0.7078,0.1832,0.611
Q86Y07,P04637,0.5076,0.9533,0.7823,0.7362
P08670,Q7L311,0.1846,0.0627,0.7355,0.8265
Q92785,P67775,0.2667,0.2558,0.0,0.5911
P21246,Q5T3J3,1.0,0.6031,0.7629,1.0
Q05513,P60842,0.8084,1.0,0.0,0.7161
Q96RE7,Q7Z434,0.3423,1.0,0.6062,0.7064
O60663,P05067,0.7783,1.0,0.7158,0.4758
P28482,Q86UR1,1.0,0.6137,0.7868,0.9809
Q8TBX8,Q9UDV6,0.5136,1.0,0.6903,0.4945
P31150,P41240,1.0,0.9008,0.977,0.8639
P04150,Q8TAE8,0.9268,0.9261,0.4586,0.7002
Q70SY1,Q8TAU0,1.0,1.0,0.9387,0.9919
Q13330,Q00688,0.7092,0.7642,0.6061,0.5031
Q16539,P08047,0.9266,1.0,0.8361,0.9113
P04792,O75400,0.6325,0.2234,1.0,1.0
P04156,P13861,0.6739,0.3866,1.0,0.4481
P04792,P08670,0.8101,0.8645,1.0,1.0
A6NIX2,O60663,0.3103,1.0,1.0,0.4622
Q16828,Q9H6S3,1.0,1.0,1.0,1.0
P04637,Q96I24,1.0,0.6543,1.0,0.8148
Q99909,Q9Y2D8,0.4953,1.0,0.2862,0.9788
Q07955,Q49A26,0.786,1.0,0.9367,0.4904
P41240,Q9UH92,0.8577,1.0,0.4777,0.2986
Q9Y2D8,Q15750,0.8494,0.0,0.842,0.715
P23297,P31949,0.0909,0.0197,1.0,0.6123
O43447,Q53GS9,0.972,1.0,1.0,1.0
P49459,P50750,0.698,1.0,0.436,0.3839
P19793,Q92786,0.9447,1.0,0.8303,0.6042
O14775,Q6Y2X3,0.9855,0.0265,0.3371,0.4821
Q13547,Q00688,0.9488,0.6877,0.5777,0.0439
P49459,P98170,0.872,0.5143,0.8271,1.0
Q9NQX6,Q9UH92,0.8259,0.4943,0.8032,0.0077
Q16526,Q9H469,1.0,0.6933,0.2682,0.858
O00220,P06493,1.0,1.0,0.7854,1.0
P18848,Q9UHX1,1.0,0.0875,1.0,0.9281
P42771,P24385,1.0,0.7212,0.7541,0.8167
Q92730,Q9UH92,1.0,0.7437,0.5324,0.484
P27361,P04637,1.0,0.7385,1.0,0.4209
O00220,Q04771,0.5434,0.7145,0.1407,0.3974
P04233,Q13347,0.9396,0.4442,0.4235,1.0
Q02535,Q9UHR5,1.0,0.0,1.0,0.819
Q9H6S3,Q9UH92,0.6687,1.0,0.6421,1.0
Q8TAU0,Q92785,0.5192,1.0,1.0,0.8205
P24941,Q02535,0.9527,0.0872,0.9963,0.316
P36915,Q8TAU0,0.953,0.1859,1.0,1.0
P63146,Q15942,0.0,0.9757,1.0,0.3145
Q5TD97,P27918,1.0,1.0,0.2345,0.4748
Q9UM11,P24385,0.869,1.0,1.0,0.6261
P01100,P35452,0.6505,0.8513,0.629,0.8205
Q93096,Q16539,1.0,0.6195,0.9145,1.0
P50750,Q15796,0.6509,0.6981,0.4119,0.2024
P63165,Q16763,1.0,0.7183,0.6796,0.8169
P02545,Q06330,1.0,0.6794,1.0,0.5209
Q9UM11,P26641,1.0,0.3563,1.0,1.0
O75400,P55854,0.933,0.9442,1.0,1.0
Q05516,P15976,0.8709,1.0,1.0,0.7656
Q00987,O15379,0.7032,0.5666,0.9201,0.9435
P31150,Q9UHR5,0.6023,0.0133,0.9855,0.7629
P18847,P25963,0.6917,0.6189,0.51,1.0
P25963,Q9NQX6,1.0,0.7225,0.5907,1.0
P38936,P08670,1.0,1.0,1.0,0.8992
Q13485,P15172,0.8558,1.0,0.22,0.3974
P27361,P08047,0.921,0.4694,0.9,0.6474
P18848,P62879,0.3955,0.9513,0.9796,1.0
Q93096,P05067,0.1963,0.7256,0.4168,0.8548
P84103,P62995,0.8201,0.7469,0.8402,0.7905
Q02040,Q07955,1.0,1.0,0.5719,0.6155
Q9H6S3,Q9H9D4,1.0,1.0,0.2609,0.4909
P49207,P06493,0.7659,0.7157,0.9762,0.8703
Q13485,Q9UM13,0.4132,0.4411,0.2609,1.0
P04637,Q07812,0.8704,0.1672,0.361,0.5276
P32927,P04141,0.521,0.7764,0.8703,0.7125
Q13643,P84022,0.8957,1.0,0.3719,0.6688
Q9H6S3,Q9NQX6,1.0,0.1045,0.9621,1.0
Q9H213,Q9UKY1,0.0,0.6302,0.4361,1.0
P30533,Q8TBX8,0.8965,0.4282,1.0,1.0
P45983,P31749,0.954,0.5111,0.9314,0.3015
P63146,P63165,0.4212,1.0,0.9346,0.9194
P63092,P62879,0.5353,0.6375,1.0,0.6347
Q15750,Q9BYM8,0.8275,0.8343,0.4818,0.8045
Q05513,Q96IZ0,0.8434,1.0,1.0,0.5601
Q49AN0,Q8NEZ5,1.0,1.0,1.0,1.0
P15976,Q05513,1.0,1.0,0.9747,0.6575
P51965,P63165,1.0,1.0,1.0,0.8874
Q9Y294,Q16254,1.0,1.0,0.9316,0.9465
P26038,Q15080,1.0,1.0,0.9073,1.0
Q92844,P49841,0.3838,0.6625,1.0,0.7324
O75190,P08670,1.0,1.0,0.342,0.6443
Q7Z6M1,Q9BR65,0.9314,0.7035,1.0,0.1565
Q00987,P18847,0.5076,1.0,0.5216,0.9943
O75558,Q14192,0.2461,0.7832,0.6005,0.8115
Q8TAU0,Q9UH92,0.7199,1.0,1.0,0.2916
O75175,P36915,0.4689,1.0,0.9295,0.6658
P21246,Q9H213,0.6451,1.0,0.5417,1.0
P55854,Q5T3J3,1.0,0.4933,1.0,0.867
Q96RJ3,O75888,0.646,1.0,0.473,0.7223
P41587,P61073,1.0,1.0,1.0,0.399
Q16763,Q9UKT4,1.0,1.0,0.8188,1.0
P04637,P55854,0.0947,0.9931,0.3168,0.7981
Q9UKG1,P62491,0.1869,1.0,0.5734,0.6254
Q68DY1,Q9UDV6,0.0,0.6725,0.7186,1.0
Q14192,Q5T3J3,0.0212,0.7593,0.9003,1.0
P31946,P10398,0.9701,0.6769,1.0,0.3493
P21246,Q9UKY1,0.2604,0.1177,0.0,1.0
P18848,Q70SY1,0.118,1.0,0.9085,1.0
P35638,P01100,1.0,0.1559,1.0,0.8867
Q16828,Q8TBX8,0.7764,1.0,1.0,1.0
Q9NZQ7,P16410,0.6099,0.9029,0.8043,1.0
P08047,Q9Y294,1.0,0.7212,0.6017,0.2518
P25815,Q9UK97,0.5163,0.6156,0.7527,0.9613
P07948,Q6PIZ9,0.5048,1.0,0.8916,0.6925
P50750,P06753,1.0,0.833,0.8559,0.7302
O75175,P25963,0.8651,0.7478,0.4212,0.4948
O75190,Q9H6S3,0.5876,0.9368,1.0,0.6544
P17036,Q9H2S9,0.7534,1.0,1.0,0.6656
Q07699,Q9NY72,0.4708,1.0,1.0,1.0
Q06330,P20226,1.0,0.8667,0.4839,0.7965
P18848,P36915,1.0,0.9816,0.5997,0.1599
O75175,P18847,0.811,0.9288,0.8931,1.0
Q68DY1,Q9NQX6,0.9336,1.0,0.9694,1.0
Q13547,P04792,0.7613,0.6623,0.6793,0.4881
O60683,P56589,0.6735,0.3678,0.8991,0.5548
P18848,Q92730,1.0,1.0,1.0,0.3761
O75558,Q13642,0.5981,0.7168,0.1547,0.4858
Q92769,O15105,0.5114,1.0,0.8289,0.8875
Q15796,Q15797,0.9986,1.0,0.6369,0.5643
P15514,Q969F2,0.5291,0.7117,0.8776,0.2205
Q15910,Q13363,0.2755,0.4568,0.5764,1.0
Q93096,Q9UHR5,1.0,0.6751,0.6664,1.0
Q13158,O60936,0.2397,1.0,1.0,0.0
P61587,Q8WU20,0.4156,1.0,0.8119,0.8275
P26368,P22087,1.0,0.7345,0.9233,0.7001
Q16828,Q92730,0.0,0.2451,0.805,0.3403
Q70SY1,Q9H9D4,1.0,1.0,1.0,1.0
Q70SY1,Q9UH92,1.0,1.0,0.906,0.8337
P56589,P02545,0.0284,0.8862,1.0,1.0
P62879,Q92785,0.2494,1.0,0.5871,1.0
O60683,Q9Y5Y5,1.0,1.0,0.899,0.6672
Q9UBB5,Q9UJW3,1.0,1.0,0.7694,1.0
Q92730,Q9H2S9,0.527,1.0,0.7342,0.5813
P02545,Q8N668,1.0,0.8394,0.6276,1.0
Q9H9D4,Q9UH92,0.7591,0.6913,0.9133,1.0
P04792,Q92890,0.5813,0.8789,0.6571,0.4462
P51572,Q07812,1.0,0.0,0.2156,0.9741
Q99576,P05412,0.6283,0.3115,0.378,0.9237
O00716,Q8TAK5,0.7087,0.9586,0.4278,0.7892
P41240,O15492,0.1863,1.0,1.0,1.0
Q8TBX8,Q93096,0.4191,0.8618,0.6713,1.0
Q68DY1,Q8TBX8,0.2509,1.0,1.0,0.5129
Q02535,Q70SY1,1.0,0.8717,0.8937,1.0
Q92785,Q9UHX1,1.0,0.8111,0.5131,0.3991
O43290,O43447,0.4273,0.3948,0.0,0.8298
P07196,Q7L311,0.3471,0.8305,1.0,0.7753
Q00987,P24385,1.0,1.0,1.0,0.5191
Q8TAU0,Q9UHR5,0.9106,0.3423,1.0,0.6149
Q92785,Q9NQX6,1.0,1.0,1.0,1.0
Q07817,Q07812,0.6,0.9857,0.4274,0.7247
Q06330,Q06587,0.8533,1.0,0.5212,0.6091
Q68DY1,Q70SY1,0.8048,1.0,0.9852,0.1775
Q9NY72,O60683,0.2905,0.6756,0.3865,0.6377
Q01094,O00716,0.5092,0.8177,0.0656,1.0
Q00688,Q00987,0.9583,1.0,0.4449,1.0
Q92730,Q93096,0.6762,1.0,0.466,1.0
P25963,Q9UH92,1.0,0.8754,0.7745,0.0
Q96CA5,P98170,0.1077,0.6057,0.7799,0.7936
P17036,P18847,1.0,0.7937,1.0,1.0
Q68DY1,Q02535,0.2811,0.8339,1.0,0.2987
P10242,P04637,0.5704,0.6585,0.9437,0.9676
Q9H204,P26038,0.6176,1.0,0.7985,1.0
O00238,P98170,0.0,0.0,0.8255,0.2056
P36915,Q9UHR5,0.7585,0.4926,0.3511,0.5421
Q06330,Q96RE7,0.0,1.0,0.5113,1.0
Q00987,Q01094,0.1229,0.92,0.6684,1.0
Q14192,Q05516,0.7934,1.0,0.0195,0.5819
P45983,Q13158,0.8668,1.0,1.0,0.5374
Q9Y6X1,P05067,1.0,1.0,1.0,1.0
P20226,Q13952,1.0,0.982,1.0,1.0
P61073,P61769,0.0,0.9473,1.0,0.2849
O15105,Q13363,0.5948,1.0,1.0,1.0
Q9UH92,P05067,0.8653,0.9947,0.0319,0.6581
Q6Y2X3,Q07021,0.9778,0.7976,0.3417,0.4205
P18847,Q9H6S3,0.4999,1.0,0.2042,0.5704
P55854,Q9H213,1.0,0.4643,0.8246,0.3397
P30260,Q9UI95,1.0,0.4006,0.518,0.3712
P49459,Q9UHX1,0.6602,0.8619,0.5096,0.8746
Q92890,Q13309,1.0,1.0,1.0,0.3245
Q9Y294,P62136,1.0,0.1928,1.0,0.5167
Q01130,Q02040,1.0,0.9287,0.513,0.564
P08047,P15172,0.8219,0.7214,0.0,0.3559
Q8NEU8,P20338,1.0,0.6847,0.3637,0.4937
P35348,Q07699,0.9349,1.0,1.0,0.248
Q13309,P24941,1.0,0.762,0.7259,1.0
P17036,Q92785,0.8988,0.8328,1.0,0.497
O75400,P26641,1.0,1.0,1.0,1.0
Q02535,Q16828,0.1114,0.975,0.6562,1.0
Q14192,Q16828,0.4809,1.0,0.0072,1.0
Q9UDV6,P41240,0.6795,0.9518,1.0,0.4087
Q9BR65,P49768,0.6096,0.9713,0.9422,0.6251
Q8TBX8,Q9H9D4,0.9469,0.4729,0.9558,0.7051
P30260,P67775,0.0,0.7615,0.6246,0.705
O75175,P31150,1.0,0.3258,0.569,0.3927
P17036,P36915,0.3071,1.0,0.2585,0.583
Q06330,P04637,0.2422,1.0,1.0,0.4352
P84103,Q02040,0.4893,0.9139,0.1414,0.3877
P35222,P35638,0.8513,0.6609,0.8769,0.8822
P26641,Q8N2W9,0.988,0.6792,0.8205,0.3402
P08047,P20226,0.5805,1.0,0.2172,0.8634
Q92785,Q9H6S3,0.3503,1.0,0.6934,0.8323
P18848,Q9NQX6,0.4349,0.9059,1.0,0.2281
P18848,Q68DY1,0.7236,1.0,1.0,0.5805
P36897,Q9BUZ4,0.4475,0.5136,0.5782,1.0
P18847,Q9UHR5,0.5981,1.0,0.6408,0.6205
P04637,P10145,1.0,1.0,1.0,0.5734
P41240,Q9H6S3,0.8568,0.692,0.0,0.5543
P04637,P51149,0.8948,0.5819,1.0,1.0
P63244,P63092,1.0,0.8394,1.0,1.0
P27037,P05111,1.0,0.324,0.8607,1.0
Q99626,P20226,0.6812,0.8963,0.8798,0.7236
Q14192,Q9NQX6,1.0,0.5032,1.0,1.0
Q49AN0,Q9UK97,1.0,0.3474,0.2731,0.5774
P31273,Q15796,1.0,1.0,0.0931,0.3457
P18847,P62879,0.0,1.0,0.5618,0.4972
P25490,Q15910,0.5063,0.0268,1.0,1.0
O75190,P05787,0.7186,0.4802,0.9281,0.4282
P07196,P55854,0.5116,0.8057,0.2165,0.3846
O00167,Q9BUZ4,1.0,0.5747,0.5385,0.4759
O75175,Q9UHR5,0.3139,0.828,1.0,1.0
P24941,P27348,1.0,1.0,1.0,1.0
Q15797,Q9UM13,0.5786,0.3357,0.168,0.8926
Q96B97,P04792,0.6498,1.0,0.6045,1.0
P14136,P05787,0.8536,0.4834,1.0,0.5228
Q07955,P04637,0.7433,0.7702,1.0,1.0
Q8TBX8,Q92730,0.3945,1.0,1.0,0.3818
Q13547,Q00987,0.7436,0.9513,0.6192,0.9865
Q9H2S9,Q9UDV6,1.0,1.0,0.6305,0.7558
O75175,Q92730,0.949,0.9156,0.7841,0.3691
P17036,Q16828,0.6327,0.9335,0.4455,0.9743
P06493,P29590,0.9701,0.9251,0.853,1.0
P35348,P35368,1.0,1.0,0.9079,1.0
Q13547,P20226,0.3862,0.6692,1.0,0.9969
O95361,Q9ULZ3,0.3237,0.8253,0.7762,0.1126
P13861,P49841,0.6274,1.0,0.7966,1.0
Q13077,Q8TAE8,1.0,1.0,1.0,0.7737
Q02040,P26368,1.0,1.0,0.9585,0.338
P27361,Q49A26,1.0,0.4041,0.6335,1.0
Q16526,Q9UK97,1.0,0.596,0.5991,0.3772
P31150,Q9UH92,0.7183,0.9917,0.6833,0.7935
P15531,P04792,0.7121,0.5228,1.0,0.3095
Q7Z434,Q13077,0.9014,1.0,0.5314,0.3048
Q96EV8,P48730,0.6962,0.4576,1.0,0.3474
P51677,P10147,0.0,0.5537,1.0,0.4226
P17036,Q9UH92,0.7807,0.2095,0.9837,0.0662
Q86UR1,Q15080,0.8855,0.734,0.5127,0.4783
P18848,Q93096,1.0,0.66,0.4441,0.6442
Q9Y2D8,P04637,1.0,0.0,0.9085,0.8295
Q14186,Q01094,1.0,1.0,0.8282,0.6948
O75175,Q9UH92,0.6563,0.7388,1.0,1.0
P15172,Q01105,0.5367,0.8581,1.0,0.7577
P17036,Q9NQX6,1.0,1.0,1.0,0.9179
Q68DY1,Q92785,0.6824,1.0,1.0,0.3441
P36915,P62879,0.0,1.0,1.0,0.3924
P18848,P41240,0.6285,0.6228,1.0,1.0
Q07817,Q7Z434,0.5087,1.0,0.7601,1.0
Q93096,Q9H2S9,0.7094,0.2802,0.9511,1.0
O75496,P49736,0.8234,0.8851,0.4074,0.8384
P36915,Q02535,1.0,0.0613,0.6458,0.297
Q02535,Q9NQX6,0.8143,0.4419,1.0,1.0
O15492,P35368,0.9831,0.8527,1.0,0.4474
P06730,Q9UKV8,1.0,0.8371,0.6512,0.763
Q13485,Q07812,0.4286,1.0,0.6027,1.0
P17706,P31946,0.5724,1.0,0.1055,0.7924
P31749,P25963,0.2214,0.7304,1.0,1.0
P36897,Q13485,0.8218,0.9821,1.0,0.6593
Q15276,P20338,0.5825,0.5683,0.9957,0.8209
Q05513,P55209,1.0,0.6925,1.0,0.807
P41220,Q15942,0.6316,1.0,0.9725,0.8499
P63165,P10242,0.9169,0.8368,0.7846,1.0
P25963,Q14192,1.0,1.0,0.855,0.8881
P04637,Q9H469,1.0,0.4641,1.0,0.4477
P18848,Q00987,1.0,0.3004,0.6236,1.0
P36915,Q8TBX8,0.348,0.8418,1.0,1.0
Q06547,Q15543,0.9282,0.9691,0.8803,1.0
Q07820,Q92843,0.0958,0.9324,0.8466,0.5202
O75175,P41240,0.4759,1.0,1.0,0.6192
P41240,Q16828,0.9926,1.0,0.112,0.3197
Q06547,Q12933,1.0,0.8184,0.7384,0.8037
Q14209,Q14192,1.0,0.0037,1.0,1.0
Q13330,P25490,0.5506,1.0,0.7559,1.0
Q5TD97,Q9UBP5,1.0,0.652,0.5207,1.0
P41240,Q70SY1,0.8073,0.7807,1.0,0.053
P24941,P63244,0.5313,1.0,0.4319,0.2584
Q7L311,Q9H213,0.6427,0.9703,1.0,1.0
P31150,P62879,1.0,1.0,0.4207,1.0
Q92769,P13647,0.8676,0.4386,1.0,0.053
P06730,Q9HB40,0.0412,0.3159,1.0,0.6247
P07948,P17252,1.0,0.947,0.3529,0.5181
Q06546,P25490,0.4583,0.897,1.0,0.9466
Q12933,Q86UR1,0.5356,0.8952,1.0,0.8018
Q9BUQ8,P83876,1.0,0.3865,1.0,0.5165
Q99986,P18754,0.9336,0.2715,0.7955,0.653
P02545,P17706,0.4113,1.0,0.2367,1.0
Q93096,P13987,0.6821,0.6645,0.5541,0.8473
Q9NZQ7,P62491,0.6949,0.2366,0.1821,1.0
P18847,Q92730,0.9696,1.0,1.0,0.2937
P84022,P05412,1.0,1.0,1.0,0.7022
P20226,P01100,1.0,0.1128,0.4034,0.9122
Q49AN0,P27348,1.0,0.2878,1.0,0.6625
P62491,Q9UJ41,1.0,1.0,0.8051,0.6791
Q9UKG1,P04637,1.0,0.6103,0.7096,1.0
Q14186,P78396,1.0,0.2059,1.0,1.0
P26038,Q92558,1.0,1.0,0.7331,0.4768
P48729,P42224,0.6721,0.659,0.7111,0.9573
O60936,Q13247,0.877,0.8018,0.5351,0.3765
Q16526,P60842,1.0,1.0,1.0,0.4276
Q68DY1,Q9H6S3,0.7849,0.642,0.3094,0.9212
Q15796,O14640,0.5116,0.6359,0.6702,0.7762
P25490,P08047,1.0,0.0,0.0237,1.0
Q16539,P42771,0.9199,0.1696,1.0,0.6127
P17036,Q8TAU0,0.5619,0.0,0.5763,0.6239
P31749,O43524,0.323,1.0,0.6331,0.854
Q93096,Q8NEZ5,0.4711,0.9695,0.6786,0.8203
O75190,P36871,0.4376,0.6826,0.2419,0.0314
O75175,Q68DY1,0.9752,0.2231,1.0,0.524
Q16254,Q14209,0.3374,1.0,1.0,0.7548
P62879,Q9H2S9,0.9194,0.6324,0.0969,0.5599
P17036,Q9UHX1,1.0,0.956,0.7569,0.9555
Q14192,Q93096,0.6796,0.6786,1.0,1.0
Q92844,P48729,0.642,0.699,0.828,1.0
Q15910,P35226,1.0,0.924,0.1953,0.6518
P06493,Q01094,0.0,0.9602,0.4943,0.8275
P17036,Q8TBX8,0.7363,0.9227,0.8171,0.7065
P31150,Q8TAU0,1.0,0.5144,0.8409,0.6365
P28069,P04150,1.0,0.9326,1.0,1.0
O00716,Q14192,1.0,0.6101,0.2727,0.1966
P10415,Q07820,0.8354,0.4793,1.0,1.0
Q13547,Q9ULX6,0.5693,1.0,0.3131,1.0
P10828,O15379,0.0,0.5678,1.0,0.6507
P98170,Q13546,0.8336,0.8625,0.3408,0.4734
Q13642,P26368,0.5443,1.0,0.9361,1.0
P31749,P31946,1.0,1.0,0.8857,0.5733
O00220,Q13158,0.9344,0.7753,0.9451,1.0
Q07955,P05067,0.2284,0.9605,0.9971,0.2293
O15492,P35348,0.6876,0.2316,0.4548,0.5402
Q16828,Q92785,1.0,0.7558,0.7831,0.4794
Q15750,Q12933,0.3993,0.4727,0.6928,0.5084
Q13247,P62995,0.9038,1.0,0.9816,0.6296
Q07812,P17980,0.3579,1.0,0.8097,1.0
P25963,P61586,1.0,1.0,0.9028,0.839
P28360,Q04724,1.0,1.0,0.9964,1.0
Q02535,Q9H6S3,0.9027,0.3183,0.8075,0.1883
P21731,P62491,1.0,0.6206,1.0,0.4353
P11802,Q15796,0.6807,1.0,0.8746,0.4189
P42229,Q8TAE8,1.0,0.6771,1.0,0.1841
Q9UM11,Q07955,1.0,0.2282,1.0,0.7008
P26641,Q9UKY1,0.7523,0.5924,0.7818,1.0
P41240,Q8TAU0,0.3575,1.0,1.0,0.3778
P08621,Q13247,1.0,1.0,0.0393,1.0
P38936,Q05516,0.8287,0.3412,0.004,0.942
Q02535,Q8TAU0,0.0894,1.0,1.0,1.0
P62879,Q9UHX1,0.9062,0.429,0.9632,0.6052
P11802,Q9UBD5,1.0,0.1842,0.9471,1.0
P01100,P48730,1.0,0.3245,0.6623,0.6231
O60936,Q08170,1.0,0.8704,0.7496,0.6613
Q6Y2X3,Q9HAV0,0.4892,0.9346,1.0,0.7673
P62879,Q92730,0.6394,1.0,1.0,0.4953
Q99576,Q13547,1.0,0.6136,1.0,0.6682
P62136,Q13309,0.9033,0.409,0.5161,0.0
Q16539,P11802,1.0,1.0,0.8971,1.0
P49768,P36897,0.3922,0.9446,0.0,0.8486
Q92890,Q92575,0.3748,1.0,1.0,0.6023
P04637,P62995,1.0,1.0,1.0,1.0
Q92730,Q70SY1,0.5538,1.0,0.717,1.0
P67775,P63244,0.9682,0.2063,0.0,1.0
Q92633,Q92968,0.9314,1.0,0.6902,0.7601
P06753,P60981,0.7163,0.0178,0.3188,0.9421
Q92730,Q9NQX6,0.4706,1.0,0.2976,0.0
P36915,Q9NQX6,0.9978,0.9323,0.309,1.0
P26368,P19544,0.985,0.8842,0.4702,0.9108
Q49AN0,Q9UKT4,1.0,1.0,0.4793,0.811
P25963,Q68DY1,0.4025,0.6373,1.0,1.0
O15105,Q15750,0.2564,0.2288,1.0,0.5984
P62491,Q8WU20,0.5292,1.0,1.0,1.0
P62873,P16520,0.5717,0.952,0.6859,0.942
P25963,Q8TBX8,1.0,0.9992,0.6782,1.0
P04637,Q9UBD5,0.698,0.4745,0.808,1.0
O75175,P17036,1.0,1.0,1.0,0.4732
Q9H6S3,Q9UHX1,0.9304,1.0,0.3593,0.6351
O75175,Q9H6S3,0.8334,0.2273,0.6664,1.0
Q07812,P98170,0.2424,0.784,0.8607,0.0
P31150,Q9UHX1,0.9341,1.0,0.4874,0.7804
O75446,Q06330,1.0,1.0,0.7157,1.0
P26368,P06703,0.9378,0.4415,0.8237,1.0
Q9NZQ7,Q00688,0.5639,0.7553,1.0,0.8818
