Seq_A,Seq_B,RR,RP,LR,LP
Q02535,Q8TAU0,1.0,0.2013,0.5414,0.6968
P62879,Q9UHX1,0.9919,0.9624,0.7041,1.0
P11802,Q9UBD5,1.0,0.6596,1.0,0.4784
P01100,P48730,0.2881,0.2921,0.7017,0.6624
O60936,Q08170,1.0,1.0,1.0,1.0
Q6Y2X3,Q9HAV0,1.0,0.8623,0.6505,0.824
P62879,Q92730,0.0,0.4421,1.0,0.3742
Q99576,Q13547,1.0,1.0,0.7477,0.6633
Q16539,P11802,0.363,0.5182,0.408,0.8387
P49768,P36897,1.0,1.0,0.8722,1.0
Q92890,Q92575,0.6915,0.9619,0.8155,1.0
P04637,P62995,0.5521,1.0,0.0249,0.9739
Q92730,Q70SY1,0.7158,1.0,0.4019,0.7658
P67775,P63244,0.5235,0.0,0.7344,0.5507
P06753,P60981,0.9353,1.0,0.9989,1.0
Q92730,Q9NQX6,0.8006,0.2127,0.7524,0.5894
P26368,P19544,0.8139,0.0288,0.5202,0.7534
P25963,Q68DY1,0.3674,0.8459,0.898,1.0
O15105,Q15750,0.8041,0.6935,0.5905,1.0
P62873,P16520,1.0,0.8706,1.0,0.5341
O75175,P17036,0.3533,1.0,0.4705,0.9294
Q9H6S3,Q9UHX1,0.4787,1.0,0.8746,1.0
O75175,Q9H6S3,1.0,0.7139,0.5247,1.0
Q07812,P98170,1.0,0.6365,0.7538,0.6545
P31150,Q9UHX1,0.2217,0.7188,0.6261,0.6411
P26368,P06703,0.4973,0.2923,0.9551,0.9279
Q9NZQ7,Q00688,0.8494,0.672,0.7666,1.0
P49736,P05412,0.2762,0.0,0.8895,0.975
Q92558,P13861,0.9447,0.8278,0.0639,0.4221
P04637,P25311,1.0,0.1626,1.0,0.0
P49841,Q07820,0.266,0.7039,0.7005,1.0
Q9UM11,P48729,1.0,0.2926,0.882,0.9785
Q5T3J3,Q9H213,1.0,0.1917,0.9776,0.8969
O43447,Q9BUQ8,1.0,0.7067,0.4347,0.7921
Q96RL1,P04637,1.0,0.6463,0.5749,0.2927
Q03405,P27701,1.0,1.0,0.843,1.0
Q9UJW3,Q99626,1.0,0.942,1.0,1.0
P31150,Q9H2S9,0.9088,1.0,1.0,0.4765
Q8TAU0,Q9H2S9,0.9613,0.7476,0.881,1.0
P31150,Q9UDV6,0.8306,0.8653,0.659,1.0
Q9UH92,Q9UHX1,0.3918,1.0,0.5404,0.829
P41240,Q9H2S9,0.8892,1.0,1.0,0.2488
P18847,P31150,0.7217,0.7719,0.6996,0.3896
Q06330,Q9UBB5,0.8652,0.919,0.5349,0.4967
P55854,Q7L311,0.9642,0.6628,0.9886,0.7529
P59190,Q00987,0.6738,1.0,0.4893,0.2144
Q13309,Q49AN0,1.0,0.6512,0.7787,0.647
Q70SY1,Q9H2S9,0.9216,1.0,0.7151,0.0
P17036,P41240,0.8458,0.7835,0.9101,1.0
P63096,P09471,0.9619,0.9335,1.0,0.2293
Q14192,Q8TBX8,0.7347,0.6942,1.0,1.0
O15105,P31269,1.0,0.685,1.0,1.0
Q9NR31,Q92843,0.846,0.9986,1.0,0.8724
Q15329,Q14209,0.9122,0.0683,1.0,1.0
Q15329,Q8TAK5,1.0,0.4701,1.0,0.7812
Q9BR65,Q9NV70,0.642,0.3546,0.594,0.0754
Q56P03,P06753,0.8343,0.6739,0.1714,0.2859
O75190,P17661,1.0,0.7254,0.3358,0.4066
Q92844,P05067,0.8933,1.0,0.9177,1.0
P05067,P13861,0.6727,0.6848,1.0,1.0
Q9UI95,Q9Y6D9,1.0,1.0,1.0,0.5476
Q96EV8,Q8TDR0,0.8183,0.3672,0.3943,1.0
Q8TAU0,Q93096,1.0,0.8831,0.9103,0.6746
P30260,P50750,0.5971,1.0,0.0,0.8092
Q9Y294,P01100,1.0,1.0,0.7847,0.4196
Q93096,Q9NQX6,0.1309,0.4488,0.6378,0.5227
O00238,P01137,1.0,1.0,0.3463,0.7042
Q05516,P04637,1.0,0.9782,0.6527,1.0
Q15543,P20226,0.6547,0.3203,0.6042,1.0
Q8NEZ5,P04637,0.764,0.9134,1.0,0.7725
P18847,Q9H9D4,1.0,0.4133,0.6066,1.0
P51693,Q16891,0.3208,0.9038,0.7932,1.0
P16520,Q6Y2X3,0.3585,0.7126,1.0,1.0
O75175,Q16828,0.3298,0.6791,0.2088,0.2275
Q9Y2D8,Q16384,0.2482,1.0,1.0,0.6618
P31150,Q70SY1,1.0,1.0,0.1898,0.6233
Q9Y2D8,O14640,0.5933,0.6131,0.5261,1.0
Q15466,P43403,0.4829,0.7983,0.9164,0.4209
P63244,P50148,1.0,0.915,0.3352,0.6074
P17036,P25963,1.0,1.0,1.0,1.0
Q01105,P04150,0.2569,0.6298,0.4195,0.5813
Q14192,Q70SY1,0.2501,0.9255,0.3005,0.5429
Q02040,Q8N5F7,1.0,0.9344,0.5317,1.0
Q9NY72,Q9Y5Y5,0.6322,0.8824,1.0,0.7381
P06703,P17980,1.0,0.2261,0.4883,1.0
Q9UM11,P04637,0.5605,0.7759,1.0,1.0
P31150,Q96I24,0.7238,0.5584,0.7686,1.0
P84103,Q07955,0.6371,1.0,0.6407,1.0
P10276,Q92786,0.0309,1.0,1.0,1.0
P61073,P55209,1.0,0.8641,0.9599,0.8973
Q92769,Q06587,0.5479,0.6898,0.0655,0.7296
P31150,Q92730,1.0,1.0,0.3762,0.3965
O43739,P10276,0.6037,1.0,1.0,1.0
Q92769,P62988,0.7959,1.0,1.0,0.2485
P08670,O95361,0.7041,0.1115,0.8122,0.4129
P25963,Q92785,0.78,0.883,0.7069,1.0
Q14192,Q9H2S9,0.6143,1.0,0.8538,1.0
O43524,Q13309,1.0,0.577,0.8086,1.0
Q02535,Q8TBX8,0.6137,1.0,0.7199,1.0
P84103,P06730,0.4801,0.2051,1.0,1.0
Q13347,P36897,1.0,0.3818,1.0,0.4161
Q68DY1,Q9UHR5,0.8918,1.0,0.8137,0.6973
P21246,Q16891,0.3496,0.9251,1.0,1.0
P78396,P24941,0.8447,1.0,0.2037,0.2289
P28328,Q92968,0.622,0.5014,0.6836,0.8621
P49736,P06753,0.5073,0.9276,0.2058,1.0
P10415,Q96CV9,1.0,0.7325,0.79,1.0
Q7Z6M1,Q15942,0.2823,1.0,1.0,0.6727
P21731,P63244,1.0,0.3051,0.3302,0.6481
Q16828,Q9UHR5,0.8627,1.0,0.4811,1.0
P18848,Q14192,1.0,1.0,0.7693,0.6405
P41240,P43403,1.0,1.0,0.9205,0.715
P22681,P51965,0.9921,0.854,0.1955,0.8893
Q08117,Q9H9D4,0.907,1.0,0.2469,0.4306
P04156,P27361,1.0,0.3311,0.9374,0.4331
P15976,Q08117,0.9691,1.0,0.8067,1.0
P27348,P31749,0.5583,1.0,1.0,0.8431
P62879,Q9UH92,0.8005,1.0,1.0,0.4682
P25963,Q02535,1.0,0.871,0.7844,0.0032
P35222,P24941,0.9813,1.0,0.6607,1.0
P02545,Q15797,0.5567,1.0,0.1356,1.0
Q92730,Q9UHR5,0.8023,0.5214,0.8343,0.8612
Q15942,P19544,0.8404,0.825,1.0,1.0
Q9UDV6,Q8TAU0,0.7982,0.0,0.1527,1.0
Q92769,P26038,0.2764,1.0,1.0,0.8619
P22087,Q00688,1.0,0.3852,0.9128,0.9825
P24385,Q15797,0.9068,0.431,0.4382,1.0
P35368,P41220,0.6433,0.7688,0.7622,1.0
P20338,Q7Z434,0.8341,0.0,0.8123,0.506
P49841,Q07817,0.9344,0.6185,0.8252,0.6406
P63162,O95777,0.9877,0.7967,0.9497,1.0
P06729,P13987,0.5799,0.4193,1.0,0.5984
P62879,Q9H6S3,1.0,0.7736,0.3691,0.8844
P36915,P41240,1.0,0.9677,0.1831,1.0
Q15910,P62995,1.0,0.378,1.0,0.0
Q16526,Q9UKT4,1.0,0.6192,0.9245,0.4089
P31749,Q16143,0.739,0.9424,0.7111,0.4072
P07196,Q9UKY1,1.0,0.4819,0.084,1.0
Q13642,P62873,1.0,0.3812,0.9822,1.0
Q9NW38,Q9Y2D8,0.4967,0.8282,0.6089,0.9004
Q9BYM8,Q13546,0.4494,0.0149,1.0,1.0
P35222,P63244,1.0,0.3831,0.7941,0.5666
P41240,Q9H9D4,0.4378,1.0,0.481,0.9536
Q9UDV6,Q9UHX1,0.7935,0.4421,0.6589,0.9289
