Seq_A,Seq_B,RR,RP,LR,LP
P62879,Q9UHX1,1.0,0.9796,0.7573,0.9836
P11802,Q9UBD5,1.0,0.6961,1.0,0.5203
P01100,P48730,0.3429,0.371,0.8215,0.7471
O60936,Q08170,1.0,1.0,1.0,1.0
Q6Y2X3,Q9HAV0,1.0,0.9474,0.7591,0.9381
P62879,Q92730,0.0872,0.4807,0.9741,0.4656
Q99576,Q13547,1.0,1.0,0.807,0.7877
Q16539,P11802,0.453,0.5679,0.4799,0.947
P49768,P36897,1.0,0.9963,0.8604,1.0
Q92890,Q92575,0.7248,1.0,0.8477,1.0
P04637,P62995,0.6263,1.0,0.1022,1.0
Q92730,Q70SY1,0.7708,1.0,0.4456,0.8118
P67775,P63244,0.6112,0.0807,0.8117,0.6617
P06753,P60981,0.9305,1.0,1.0,1.0
Q92730,Q9NQX6,0.9543,0.2925,0.7513,0.7034
P26368,P19544,0.9707,0.1041,0.5658,0.8796
P25963,Q68DY1,0.4635,0.9015,1.0,1.0
O15105,Q15750,0.8849,0.7483,0.7002,1.0
P62873,P16520,1.0,0.8997,1.0,0.6045
O75175,P17036,0.4577,1.0,0.5425,0.9701
Q9H6S3,Q9UHX1,0.5763,1.0,0.878,1.0
O75175,Q9H6S3,1.0,0.7268,0.6029,1.0
Q07812,P98170,1.0,0.6739,0.8187,0.745
P31150,Q9UHX1,0.32,0.8183,0.7435,0.7453
P26368,P06703,0.6233,0.3433,0.9498,1.0
Q9NZQ7,Q00688,0.9629,0.7938,0.8366,1.0
P49736,P05412,0.3649,0.0795,0.8987,0.9843
Q92558,P13861,1.0,0.896,0.1361,0.495
P04637,P25311,1.0,0.2439,1.0,0.0814
P49841,Q07820,0.3692,0.8238,0.7692,1.0
Q9UM11,P48729,0.9828,0.3599,0.9313,1.0
Q5T3J3,Q9H213,0.9792,0.2768,1.0,0.9098
O43447,Q9BUQ8,1.0,0.7888,0.5044,0.7931
Q96RL1,P04637,1.0,0.6892,0.6817,0.3819
Q03405,P27701,1.0,1.0,0.983,1.0
Q9UJW3,Q99626,1.0,1.0,1.0,1.0
P31150,Q9H2S9,0.9998,1.0,1.0,0.5137
Q8TAU0,Q9H2S9,1.0,0.874,0.9196,1.0
P31150,Q9UDV6,0.986,1.0,0.7569,1.0
Q9UH92,Q9UHX1,0.5006,1.0,0.6064,0.9344
P41240,Q9H2S9,1.0,1.0,1.0,0.335
P18847,P31150,0.7932,0.8751,0.8213,0.458
Q06330,Q9UBB5,0.9245,1.0,0.5582,0.5466
P55854,Q7L311,0.9934,0.7519,1.0,0.9055
P59190,Q00987,0.691,1.0,0.5585,0.2931
Q13309,Q49AN0,1.0,0.6798,0.8724,0.7491
Q70SY1,Q9H2S9,1.0,1.0,0.8106,0.0814
P17036,P41240,1.0,0.9155,1.0,1.0
P63096,P09471,1.0,0.9171,1.0,0.2872
Q14192,Q8TBX8,0.8189,0.8137,1.0,1.0
O15105,P31269,1.0,0.707,0.9849,1.0
Q9NR31,Q92843,0.9981,1.0,1.0,0.9269
Q15329,Q14209,1.0,0.1514,1.0,0.9827
Q15329,Q8TAK5,1.0,0.5127,1.0,0.7842
Q9BR65,Q9NV70,0.7127,0.4545,0.6682,0.1554
Q56P03,P06753,0.8474,0.7931,0.2528,0.3458
O75190,P17661,1.0,0.7989,0.378,0.4463
Q92844,P05067,0.9864,0.9726,0.9131,1.0
P05067,P13861,0.7128,0.7282,1.0,1.0
Q9UI95,Q9Y6D9,1.0,1.0,0.9859,0.602
Q96EV8,Q8TDR0,0.9128,0.4807,0.4333,1.0
Q8TAU0,Q93096,1.0,0.9776,0.8935,0.6994
P30260,P50750,0.6286,1.0,0.0769,0.9613
Q9Y294,P01100,1.0,1.0,0.8949,0.4826
Q93096,Q9NQX6,0.2154,0.5276,0.6912,0.6433
O00238,P01137,1.0,1.0,0.4054,0.7955
Q05516,P04637,1.0,0.972,0.7051,1.0
Q15543,P20226,0.7794,0.4144,0.7112,1.0
Q8NEZ5,P04637,0.8476,0.9916,1.0,0.8155
P18847,Q9H9D4,1.0,0.5293,0.6406,1.0
P51693,Q16891,0.428,0.9458,0.8132,1.0
P16520,Q6Y2X3,0.4322,0.8045,0.991,1.0
O75175,Q16828,0.3862,0.8129,0.2904,0.3004
Q9Y2D8,Q16384,0.3062,0.991,1.0,0.7442
P31150,Q70SY1,1.0,1.0,0.2546,0.6571
Q9Y2D8,O14640,0.6857,0.7103,0.5483,1.0
Q15466,P43403,0.5826,0.8015,0.9114,0.5036
P63244,P50148,1.0,0.9491,0.4426,0.7177
P17036,P25963,1.0,1.0,1.0,1.0
Q01105,P04150,0.3131,0.6487,0.5166,0.6517
Q14192,Q70SY1,0.3246,1.0,0.3824,0.599
Q02040,Q8N5F7,1.0,0.9759,0.5918,1.0
Q9NY72,Q9Y5Y5,0.6956,0.975,1.0,0.769
P06703,P17980,1.0,0.2817,0.524,0.9862
Q9UM11,P04637,0.686,0.9074,1.0,1.0
P31150,Q96I24,0.7777,0.6878,0.884,1.0
P84103,Q07955,0.7161,1.0,0.7321,1.0
P10276,Q92786,0.1191,1.0,1.0,1.0
P61073,P55209,1.0,0.8716,0.9437,0.9445
Q92769,Q06587,0.6401,0.7993,0.1483,0.8178
P31150,Q92730,1.0,0.976,0.4736,0.4464
O43739,P10276,0.7379,0.9755,1.0,1.0
Q92769,P62988,0.8151,1.0,1.0,0.3358
P08670,O95361,0.8427,0.1896,0.9008,0.491
P25963,Q92785,0.854,1.0,0.791,1.0
Q14192,Q9H2S9,0.6618,1.0,0.9689,1.0
O43524,Q13309,1.0,0.6445,0.9323,1.0
Q02535,Q8TBX8,0.7526,1.0,0.8151,1.0
P84103,P06730,0.5587,0.3052,0.9968,1.0
Q13347,P36897,1.0,0.4517,1.0,0.5057
Q68DY1,Q9UHR5,0.9898,1.0,0.9577,0.732
P21246,Q16891,0.4119,0.9337,1.0,1.0
P78396,P24941,0.8482,1.0,0.2725,0.2874
P28328,Q92968,0.6532,0.5961,0.7464,0.9328
P49736,P06753,0.5481,0.9464,0.2774,1.0
P10415,Q96CV9,1.0,0.7439,0.88,1.0
Q7Z6M1,Q15942,0.343,1.0,1.0,0.8146
P21731,P63244,1.0,0.3916,0.3862,0.7804
Q16828,Q9UHR5,0.8823,1.0,0.5173,1.0
P18848,Q14192,1.0,1.0,0.7944,0.7219
P41240,P43403,1.0,1.0,1.0,0.8462
P22681,P51965,1.0,0.9135,0.2761,0.8987
Q08117,Q9H9D4,1.0,1.0,0.3099,0.5358
P04156,P27361,1.0,0.4018,1.0,0.4789
P15976,Q08117,0.9827,1.0,0.9388,1.0
P27348,P31749,0.5852,1.0,1.0,0.8803
P62879,Q9UH92,0.8228,1.0,1.0,0.5839
P25963,Q02535,1.0,1.0,0.8171,0.088
P35222,P24941,0.9911,1.0,0.7679,1.0
P02545,Q15797,0.5891,1.0,0.209,1.0
Q92730,Q9UHR5,0.8168,0.5672,0.9648,1.0
Q15942,P19544,0.9082,0.8491,1.0,1.0
Q9UDV6,Q8TAU0,0.8265,0.0777,0.2368,1.0
Q92769,P26038,0.3505,1.0,1.0,0.9525
P22087,Q00688,1.0,0.4504,0.9252,1.0
P24385,Q15797,1.0,0.5393,0.5156,1.0
P35368,P41220,0.6614,0.8366,0.9112,1.0
P20338,Q7Z434,0.96,0.0813,0.9578,0.6119
P49841,Q07817,1.0,0.6529,0.8218,0.7029
P63162,O95777,0.9787,0.9291,0.9573,1.0
P06729,P13987,0.7029,0.519,0.9976,0.6749
P62879,Q9H6S3,1.0,0.8887,0.4603,0.9731
P36915,P41240,0.9858,1.0,0.2705,1.0
Q15910,P62995,1.0,0.4745,1.0,0.0847
Q16526,Q9UKT4,1.0,0.7087,0.9967,0.4802
P31749,Q16143,0.8525,0.9437,0.8335,0.5145
P07196,Q9UKY1,1.0,0.5113,0.1636,1.0
Q13642,P62873,1.0,0.491,1.0,1.0
Q9NW38,Q9Y2D8,0.5626,0.9193,0.6927,1.0
Q9BYM8,Q13546,0.5277,0.0962,1.0,1.0
P35222,P63244,1.0,0.4574,0.8334,0.5998
P41240,Q9H9D4,0.5059,0.9939,0.5606,1.0
Q9UDV6,Q9UHX1,0.8626,0.4837,0.7569,0.9919
