Seq_A,Seq_B,RR,RP,LR,LP
P25963,Q16828,0.6087,1.0,1.0,1.0
P28328,Q9Y5Y5,0.7689,1.0,0.0865,1.0
Q12933,P63244,0.6447,1.0,0.9064,0.7734
Q12933,P27701,0.9872,1.0,0.2473,0.8527
Q9UJW3,Q08117,1.0,0.855,0.94,0.6306
Q8TAU0,Q9NQX6,1.0,0.8974,1.0,1.0
P56589,Q99986,0.0818,1.0,1.0,1.0
Q02040,Q13247,0.4529,1.0,1.0,1.0
O60936,P62995,1.0,0.9381,1.0,0.4692
P84103,P26368,1.0,0.7734,1.0,0.4049
Q13643,Q5JTD0,0.9616,1.0,0.7028,0.4304
Q70SY1,Q9NQX6,1.0,1.0,0.6429,0.2751
P18754,P04637,0.7373,1.0,1.0,1.0
Q56P03,Q16254,1.0,1.0,1.0,0.6835
P51572,Q86Y07,0.9907,0.8672,1.0,0.7666
P51693,Q8N2W9,0.889,0.9954,0.9982,0.2604
P06493,Q9UM11,1.0,0.6889,0.9535,0.6578
P10276,Q92769,0.6719,1.0,0.7815,0.8107
P30533,P04637,1.0,0.9935,1.0,1.0
P17036,P62879,1.0,0.6197,1.0,0.283
P10398,P63092,1.0,0.8943,0.5577,0.7795
Q05513,P60228,0.6036,0.9867,1.0,0.4523
Q9BR65,P04637,1.0,1.0,0.7968,1.0
P18848,Q9H6S3,1.0,1.0,1.0,0.2272
P26641,P55854,1.0,0.9321,1.0,1.0
P08621,O43447,1.0,1.0,1.0,0.6039
Q08117,Q13547,0.6315,0.9124,1.0,0.6519
P07196,Q9H213,0.0823,1.0,0.7524,1.0
P05412,Q06481,0.6414,1.0,0.4878,1.0
Q9BUZ4,O43559,0.7626,0.2614,1.0,0.3537
Q9NR31,Q15797,0.4314,1.0,0.6829,0.9944
P04150,P62873,0.3707,1.0,1.0,0.7053
Q68DY1,Q8TAU0,0.9983,1.0,0.637,0.4179
Q9BR65,Q16539,0.1563,0.7992,0.4627,1.0
P63096,Q6Y2X3,0.3797,0.1985,0.8878,1.0
Q9H9D4,Q02535,0.4551,1.0,1.0,1.0
P25963,Q8TAU0,0.6317,0.5923,1.0,0.9861
Q13133,P24385,0.7126,0.6335,1.0,1.0
P41240,Q92785,0.7613,1.0,0.6218,1.0
Q14192,Q9UHR5,0.5284,0.9999,0.7003,0.6972
Q06546,P25311,0.255,1.0,0.6712,0.6832
P04792,P06730,0.3803,1.0,0.7505,1.0
P18847,Q70SY1,1.0,1.0,1.0,1.0
P61073,P10145,0.2308,0.8398,1.0,1.0
Q07021,P36915,1.0,0.2148,1.0,0.5128
P04156,Q9UM11,0.8587,0.8119,0.7886,0.7473
P25963,P62879,0.2746,0.623,0.6316,1.0
P49841,P19793,1.0,1.0,0.6807,0.7922
P26368,Q9UHR5,1.0,0.9566,0.7385,0.8489
O75558,P17980,1.0,1.0,1.0,1.0
Q9BR65,P50148,1.0,1.0,0.7948,1.0
O00623,Q9Y5Y5,0.4517,0.8327,1.0,0.9772
Q93096,Q9H9D4,0.9824,0.1929,0.4936,1.0
Q9NZQ7,P61769,0.4177,1.0,0.9774,0.3169
Q9H204,P50750,1.0,0.8449,1.0,1.0
Q9UBB5,Q13547,1.0,0.9871,0.9831,0.3506
Q7Z434,Q12933,1.0,1.0,1.0,0.1395
P25815,Q9UJ41,1.0,0.5167,1.0,0.5933
P04637,P24385,1.0,0.7771,0.9776,0.5815
P17036,Q9H9D4,1.0,1.0,1.0,0.8955
P42229,P16410,1.0,0.6773,1.0,1.0
Q15910,P22087,0.4007,0.532,1.0,1.0
Q9H2S9,Q9NQX6,1.0,1.0,0.7515,0.652
P35548,P29590,0.9195,1.0,1.0,0.9285
P25963,Q9UHX1,0.8598,0.5587,1.0,0.9895
P17252,P63244,0.0805,1.0,0.5554,0.3817
P45983,P04637,0.8211,1.0,0.7456,0.7377
Q92785,Q93096,0.0818,1.0,1.0,1.0
P26641,P51693,1.0,0.9164,0.9834,0.98
P62879,Q93096,0.3981,0.6261,1.0,0.083
P02545,P31946,0.8833,1.0,1.0,1.0
Q14209,Q8TAK5,0.3881,0.331,1.0,1.0
Q96RE7,Q05516,0.9814,0.9079,1.0,1.0
Q16828,Q9H9D4,1.0,1.0,1.0,0.9851
P10398,Q07817,0.2972,0.5046,0.9414,0.7341
P18848,P31150,0.202,0.7406,0.9947,0.7983
P15559,Q00987,1.0,0.9451,0.9924,0.6298
P18848,Q8TAU0,1.0,0.8839,0.5747,0.1057
P24941,Q15329,0.36,0.2468,0.7263,0.7515
P31150,Q68DY1,0.8979,0.6007,0.964,0.4773
O75175,Q9UDV6,1.0,1.0,1.0,1.0
P36915,Q9H9D4,1.0,1.0,0.8197,0.6308
O14775,P05067,0.9881,1.0,1.0,1.0
O43447,O94906,0.965,0.8882,0.7214,1.0
Q14192,Q8TAU0,0.3147,0.6483,1.0,0.7281
P18848,Q9H2S9,0.6779,1.0,1.0,1.0
P63244,Q7Z434,1.0,1.0,1.0,1.0
P38936,P55854,1.0,1.0,0.9963,0.7193
P22681,Q13239,0.9755,1.0,0.4544,0.9408
O15304,P04637,1.0,0.675,0.8976,1.0
Q86Y07,P04637,0.6773,1.0,0.9943,1.0
P08670,Q7L311,1.0,1.0,1.0,0.9182
Q92785,P67775,1.0,1.0,0.8336,1.0
P21246,Q5T3J3,0.4962,0.9186,1.0,0.8387
Q05513,P60842,0.731,0.6837,0.9767,0.9084
Q96RE7,Q7Z434,1.0,0.7852,0.8952,1.0
O60663,P05067,1.0,0.3338,1.0,0.9968
P28482,Q86UR1,0.7687,0.754,0.481,0.8568
Q8TBX8,Q9UDV6,1.0,1.0,1.0,1.0
P31150,P41240,0.8481,1.0,0.6373,0.4438
P04150,Q8TAE8,0.5464,0.9733,0.2761,0.7258
Q70SY1,Q8TAU0,0.4866,1.0,0.705,0.5358
Q13330,Q00688,0.8627,1.0,1.0,1.0
Q16539,P08047,0.4999,0.8507,1.0,0.9745
P04792,O75400,0.8147,1.0,1.0,0.5297
P04156,P13861,0.8408,0.7712,0.7337,1.0
P04792,P08670,1.0,0.9619,0.1144,0.6968
A6NIX2,O60663,0.6385,1.0,1.0,0.55
Q16828,Q9H6S3,0.2054,0.9428,1.0,1.0
P04637,Q96I24,1.0,0.5842,1.0,1.0
Q99909,Q9Y2D8,1.0,0.7695,0.6871,1.0
Q07955,Q49A26,0.7189,1.0,0.6134,0.5671
P41240,Q9UH92,1.0,0.3085,1.0,1.0
Q9Y2D8,Q15750,0.6691,1.0,0.3999,0.6158
P23297,P31949,1.0,0.7231,0.8559,0.5254
O43447,Q53GS9,1.0,0.9168,1.0,1.0
P49459,P50750,0.689,0.9295,0.3033,0.6123
P19793,Q92786,0.4469,0.7412,1.0,1.0
O14775,Q6Y2X3,0.8152,0.5237,0.7546,0.3726
Q13547,Q00688,1.0,1.0,0.7194,1.0
P49459,P98170,0.8688,1.0,1.0,0.6963
Q9NQX6,Q9UH92,0.7379,1.0,1.0,0.4532
Q16526,Q9H469,1.0,0.688,0.6914,0.9916
O00220,P06493,1.0,0.521,1.0,0.0852
P18848,Q9UHX1,0.7562,1.0,0.8589,0.3335
P42771,P24385,1.0,0.8057,1.0,0.7201
Q92730,Q9UH92,0.5923,0.4531,0.9809,0.8416
P27361,P04637,1.0,0.7569,0.7777,1.0
O00220,Q04771,0.8177,1.0,1.0,1.0
P04233,Q13347,0.8344,0.6482,0.3921,0.2951
Q02535,Q9UHR5,0.8196,0.6715,0.8053,0.8181
Q9H6S3,Q9UH92,0.9389,1.0,0.7794,1.0
Q8TAU0,Q92785,0.8681,0.7421,1.0,0.471
P24941,Q02535,0.1539,0.7727,1.0,1.0
P36915,Q8TAU0,1.0,0.7352,0.9872,0.852
P63146,Q15942,0.7894,0.9922,0.2014,0.7631
Q5TD97,P27918,0.7721,0.3154,1.0,0.9981
Q9UM11,P24385,0.8544,0.7554,1.0,0.3044
P01100,P35452,1.0,0.0864,0.8406,0.8453
Q93096,Q16539,0.1876,0.523,0.8355,0.7637
P50750,Q15796,0.3196,1.0,0.8397,0.5016
P63165,Q16763,0.6701,0.5821,1.0,0.4367
P02545,Q06330,1.0,1.0,1.0,1.0
Q9UM11,P26641,1.0,1.0,0.9567,1.0
O75400,P55854,1.0,0.8189,1.0,0.795
Q05516,P15976,1.0,1.0,1.0,1.0
Q00987,O15379,0.7904,1.0,0.6801,0.9408
P31150,Q9UHR5,0.9241,1.0,1.0,0.9938
P18847,P25963,0.0811,0.2815,0.8892,0.1512
P25963,Q9NQX6,0.6235,0.9222,1.0,1.0
P38936,P08670,1.0,0.9482,0.3453,1.0
Q13485,P15172,1.0,1.0,1.0,1.0
P27361,P08047,1.0,1.0,0.4636,1.0
P18848,P62879,1.0,0.9997,0.8389,1.0
Q93096,P05067,0.9921,1.0,0.9827,1.0
P84103,P62995,0.9874,1.0,0.4649,0.9657
Q02040,Q07955,0.9909,1.0,0.7549,1.0
Q9H6S3,Q9H9D4,1.0,0.7016,0.7451,0.4572
P49207,P06493,1.0,0.8537,0.7541,1.0
Q13485,Q9UM13,1.0,0.7819,1.0,0.4106
P04637,Q07812,0.7079,0.0867,0.8094,0.8106
P32927,P04141,0.6549,1.0,0.7177,0.9295
Q13643,P84022,0.4677,1.0,0.4083,0.3582
Q9H6S3,Q9NQX6,1.0,1.0,1.0,1.0
Q9H213,Q9UKY1,0.7338,0.5003,0.342,0.5847
P30533,Q8TBX8,1.0,0.9214,0.4396,1.0
P45983,P31749,0.5049,0.1289,1.0,0.621
P63146,P63165,1.0,1.0,0.9758,0.7809
P63092,P62879,0.9858,1.0,1.0,0.8296
Q15750,Q9BYM8,0.3397,1.0,0.8949,0.9746
Q05513,Q96IZ0,0.9535,1.0,0.8586,0.7414
Q49AN0,Q8NEZ5,0.5135,1.0,1.0,0.4899
P15976,Q05513,1.0,0.9293,0.3772,0.9878
P51965,P63165,0.4731,0.8968,0.5964,1.0
Q9Y294,Q16254,0.6845,0.5512,1.0,0.8115
P26038,Q15080,1.0,0.6899,0.7495,0.407
Q92844,P49841,0.6077,0.9939,1.0,0.7516
O75190,P08670,0.3351,0.8467,1.0,1.0
Q7Z6M1,Q9BR65,0.3138,0.2029,0.1367,1.0
Q00987,P18847,0.6196,1.0,0.6904,1.0
O75558,Q14192,0.6294,0.5442,0.5739,1.0
Q8TAU0,Q9UH92,1.0,0.9433,0.8228,1.0
O75175,P36915,0.8258,0.9009,0.9746,0.9308
P21246,Q9H213,1.0,0.5517,0.702,0.9948
P55854,Q5T3J3,1.0,1.0,0.4283,0.2648
Q96RJ3,O75888,0.579,1.0,0.7729,1.0
P41587,P61073,0.8061,1.0,1.0,0.9708
Q16763,Q9UKT4,1.0,1.0,1.0,0.8491
P04637,P55854,0.7647,0.95,1.0,1.0
Q9UKG1,P62491,0.4907,0.9858,1.0,1.0
Q68DY1,Q9UDV6,0.8437,0.9792,0.8538,0.4893
Q14192,Q5T3J3,0.8251,0.9391,0.6263,0.7152
P31946,P10398,0.347,1.0,1.0,1.0
P21246,Q9UKY1,0.9056,1.0,0.8244,0.9416
P18848,Q70SY1,0.7571,0.6306,0.8184,0.6755
P35638,P01100,0.9337,1.0,0.5036,0.5396
Q16828,Q8TBX8,0.4634,1.0,1.0,1.0
Q9NZQ7,P16410,0.7821,0.2903,0.6498,0.4755
P08047,Q9Y294,0.7052,0.0849,0.5808,0.8323
P25815,Q9UK97,0.6817,0.9489,1.0,1.0
P07948,Q6PIZ9,0.4654,1.0,0.3899,0.999
P50750,P06753,0.5988,1.0,0.7902,0.4616
O75175,P25963,0.4453,0.9127,1.0,1.0
O75190,Q9H6S3,1.0,0.9237,0.6369,1.0
P17036,Q9H2S9,1.0,1.0,0.8844,0.8852
Q07699,Q9NY72,0.734,1.0,0.7436,1.0
Q06330,P20226,1.0,1.0,0.6208,1.0
P18848,P36915,1.0,0.759,1.0,1.0
O75175,P18847,0.2344,0.9046,0.3775,1.0
Q68DY1,Q9NQX6,1.0,1.0,0.5671,0.1962
Q13547,P04792,0.6673,0.7571,0.583,0.9307
O60683,P56589,0.0832,0.9277,0.3876,0.8767
P18848,Q92730,0.8311,0.9689,0.7025,1.0
O75558,Q13642,0.9261,0.9971,0.6476,0.7674
Q92769,O15105,0.9242,0.1434,1.0,0.3338
Q15796,Q15797,1.0,0.9916,0.8086,0.9467
P15514,Q969F2,1.0,0.6836,0.8446,1.0
Q15910,Q13363,1.0,0.4882,1.0,0.8971
Q93096,Q9UHR5,0.9141,1.0,1.0,0.8308
Q13158,O60936,0.8877,0.6236,1.0,0.597
P61587,Q8WU20,1.0,1.0,0.3287,0.6619
P26368,P22087,1.0,0.3904,0.5494,0.0861
Q16828,Q92730,0.8676,0.5543,0.975,0.8102
Q70SY1,Q9H9D4,0.6472,0.7467,1.0,0.7926
Q70SY1,Q9UH92,0.7182,1.0,1.0,0.7926
P56589,P02545,0.6397,1.0,1.0,0.8053
P62879,Q92785,1.0,0.1331,1.0,0.9834
O60683,Q9Y5Y5,1.0,0.9865,1.0,0.2535
Q9UBB5,Q9UJW3,0.6387,1.0,1.0,0.7201
Q92730,Q9H2S9,0.5935,1.0,0.7579,1.0
P02545,Q8N668,1.0,0.3684,0.9111,0.8946
Q9H9D4,Q9UH92,0.7678,1.0,0.9953,0.1196
P04792,Q92890,0.5418,1.0,0.7055,0.2432
P51572,Q07812,1.0,1.0,0.6085,0.6073
Q99576,P05412,1.0,0.8461,0.086,1.0
O00716,Q8TAK5,1.0,1.0,1.0,0.7706
P41240,O15492,0.7743,1.0,0.8255,0.4437
Q8TBX8,Q93096,1.0,0.8585,0.0895,0.9522
Q68DY1,Q8TBX8,0.9991,0.9513,0.2731,0.9996
Q02535,Q70SY1,1.0,0.7568,1.0,1.0
Q92785,Q9UHX1,0.5912,0.9986,0.8063,1.0
O43290,O43447,1.0,1.0,0.329,0.4611
P07196,Q7L311,0.3068,0.7243,1.0,0.9029
Q00987,P24385,0.3109,1.0,0.5672,0.639
Q8TAU0,Q9UHR5,1.0,1.0,0.8298,0.7024
Q92785,Q9NQX6,0.8448,0.7747,0.87,0.7846
Q07817,Q07812,0.5766,1.0,0.902,0.7242
Q06330,Q06587,0.3506,1.0,0.2875,1.0
Q68DY1,Q70SY1,0.9264,1.0,1.0,0.8187
Q9NY72,O60683,0.7117,0.2782,0.0873,0.7779
Q01094,O00716,0.8492,1.0,1.0,1.0
Q00688,Q00987,1.0,0.4405,0.8411,0.8053
Q92730,Q93096,0.4155,1.0,0.9591,1.0
P25963,Q9UH92,0.8865,0.9873,1.0,1.0
Q96CA5,P98170,1.0,0.7014,1.0,0.6585
P17036,P18847,0.9289,0.5054,1.0,0.5919
Q68DY1,Q02535,1.0,0.6178,0.4466,0.7753
P10242,P04637,1.0,0.9008,1.0,1.0
Q9H204,P26038,0.8366,1.0,1.0,0.8954
O00238,P98170,0.5734,1.0,1.0,0.6634
P36915,Q9UHR5,0.5544,1.0,0.9198,0.5251
Q06330,Q96RE7,1.0,1.0,0.8466,0.9014
Q00987,Q01094,1.0,1.0,1.0,0.5118
Q14192,Q05516,0.969,1.0,1.0,0.6829
P45983,Q13158,0.6982,1.0,0.3684,1.0
Q9Y6X1,P05067,0.8387,1.0,1.0,0.7486
P20226,Q13952,0.916,1.0,1.0,0.5786
P61073,P61769,1.0,0.5624,0.7108,1.0
O15105,Q13363,0.5178,0.9878,0.5618,1.0
Q9UH92,P05067,1.0,1.0,0.8459,0.0847
Q6Y2X3,Q07021,0.5484,0.8521,1.0,0.906
P18847,Q9H6S3,1.0,0.9764,0.089,0.6446
P55854,Q9H213,0.5954,0.8785,0.8263,0.3816
P30260,Q9UI95,1.0,0.8867,0.5888,1.0
P49459,Q9UHX1,0.9674,0.5147,0.8911,0.5163
Q92890,Q13309,0.7557,1.0,1.0,1.0
Q9Y294,P62136,1.0,0.6458,0.6727,1.0
Q01130,Q02040,0.8326,1.0,1.0,0.0972
P08047,P15172,1.0,1.0,0.3158,0.5284
Q8NEU8,P20338,1.0,1.0,1.0,1.0
P35348,Q07699,1.0,0.8981,0.985,0.1711
Q13309,P24941,1.0,0.3621,0.804,1.0
P17036,Q92785,0.9999,0.7999,0.8065,1.0
O75400,P26641,0.9031,0.7886,0.161,0.5429
Q02535,Q16828,0.5703,0.9343,1.0,1.0
Q14192,Q16828,0.3973,1.0,0.0889,1.0
Q9UDV6,P41240,1.0,0.6261,0.633,1.0
Q9BR65,P49768,1.0,1.0,0.9848,1.0
Q8TBX8,Q9H9D4,0.6271,1.0,1.0,1.0
P30260,P67775,1.0,0.44,0.5101,0.9851
O75175,P31150,1.0,1.0,1.0,0.7701
P17036,P36915,0.9899,0.5545,1.0,1.0
Q06330,P04637,0.9382,0.8771,0.68,0.4377
P84103,Q02040,1.0,0.9605,0.9869,0.9021
P35222,P35638,0.6122,0.8858,0.7259,0.6266
P26641,Q8N2W9,1.0,1.0,0.8245,0.8858
P08047,P20226,1.0,1.0,0.8519,0.7118
Q92785,Q9H6S3,0.1629,1.0,0.5326,1.0
P18848,Q9NQX6,0.5803,0.7983,1.0,1.0
P18848,Q68DY1,0.0808,1.0,1.0,1.0
P36897,Q9BUZ4,1.0,1.0,0.5947,0.8488
P18847,Q9UHR5,1.0,0.3603,0.6693,0.9471
P04637,P10145,1.0,0.9982,0.4549,0.6506
P41240,Q9H6S3,0.8971,0.7219,0.9825,0.9993
P04637,P51149,1.0,0.4173,0.9804,0.5447
P63244,P63092,1.0,0.7699,1.0,0.9378
P27037,P05111,0.989,1.0,1.0,1.0
Q99626,P20226,0.56,1.0,1.0,0.973
Q14192,Q9NQX6,0.9816,0.8786,1.0,1.0
Q49AN0,Q9UK97,0.7204,1.0,1.0,0.2081
P31273,Q15796,1.0,0.7347,0.5745,1.0
P18847,P62879,1.0,0.6854,1.0,0.8942
P25490,Q15910,1.0,1.0,0.7566,1.0
O75190,P05787,1.0,1.0,0.4033,0.5302
P07196,P55854,0.5824,1.0,0.2668,0.9965
O00167,Q9BUZ4,1.0,0.9965,1.0,0.8784
O75175,Q9UHR5,1.0,1.0,0.2854,0.7867
P24941,P27348,0.461,0.7741,0.8652,0.7716
Q15797,Q9UM13,0.6604,0.9985,1.0,0.856
Q96B97,P04792,1.0,1.0,1.0,0.9884
P14136,P05787,0.9121,1.0,1.0,1.0
Q07955,P04637,0.8917,0.6431,1.0,1.0
Q8TBX8,Q92730,0.7957,1.0,1.0,0.0837
Q13547,Q00987,1.0,0.8318,0.743,0.9971
Q9H2S9,Q9UDV6,0.5967,0.6193,1.0,1.0
O75175,Q92730,0.3735,0.7564,1.0,0.5748
P17036,Q16828,0.5198,1.0,1.0,1.0
P06493,P29590,0.6289,1.0,0.9224,1.0
P35348,P35368,0.6085,1.0,0.6393,1.0
Q13547,P20226,1.0,0.6349,0.5064,1.0
O95361,Q9ULZ3,0.2253,1.0,0.989,0.8367
P13861,P49841,0.6117,0.7712,0.5981,0.637
Q13077,Q8TAE8,1.0,0.4891,0.9813,0.7917
Q02040,P26368,0.6816,0.9141,0.259,0.6492
P27361,Q49A26,0.7255,0.5777,1.0,0.7619
Q16526,Q9UK97,0.7493,1.0,0.7008,0.8352
P31150,Q9UH92,0.7241,1.0,0.2764,0.6824
P15531,P04792,0.8657,0.615,0.4845,0.4865
Q7Z434,Q13077,0.9921,0.6156,0.8192,1.0
Q96EV8,P48730,0.5524,1.0,1.0,1.0
P51677,P10147,0.619,1.0,0.6561,0.9375
P17036,Q9UH92,0.0978,0.9983,1.0,1.0
Q86UR1,Q15080,0.3462,0.4328,1.0,0.5501
P18848,Q93096,0.55,0.8395,0.849,1.0
Q9Y2D8,P04637,0.4784,0.6111,0.7495,0.507
Q14186,Q01094,0.083,0.2113,0.6741,0.7356
O75175,Q9UH92,0.9129,0.6197,1.0,1.0
P15172,Q01105,0.3315,0.954,0.9538,1.0
P17036,Q9NQX6,0.8385,0.5997,1.0,1.0
Q68DY1,Q92785,1.0,0.3849,1.0,0.4719
P36915,P62879,0.6801,0.6551,1.0,0.982
P18848,P41240,0.3045,0.6708,0.9414,0.2556
Q07817,Q7Z434,0.9816,0.857,0.8178,0.9144
Q93096,Q9H2S9,1.0,0.7297,1.0,1.0
O75496,P49736,1.0,1.0,0.8427,1.0
P36915,Q02535,0.6771,1.0,0.4948,1.0
Q02535,Q9NQX6,1.0,0.4258,0.8767,0.3495
O15492,P35368,1.0,0.7675,0.8929,0.084
P06730,Q9UKV8,1.0,0.2989,1.0,1.0
Q13485,Q07812,1.0,1.0,0.9955,0.5046
P17706,P31946,1.0,0.8421,0.9158,1.0
P31749,P25963,0.3621,1.0,1.0,0.434
P36897,Q13485,1.0,1.0,0.3242,1.0
Q15276,P20338,1.0,1.0,0.4362,0.3971
Q05513,P55209,0.5399,1.0,0.7114,0.9954
P41220,Q15942,0.4127,0.7547,0.9929,1.0
P63165,P10242,1.0,0.5211,0.6984,0.2797
P25963,Q14192,0.9264,0.582,0.6961,0.4534
P04637,Q9H469,1.0,1.0,0.6796,0.4077
P18848,Q00987,0.9899,1.0,0.5675,1.0
P36915,Q8TBX8,1.0,1.0,0.9148,0.7008
Q06547,Q15543,1.0,0.0874,1.0,0.9758
Q07820,Q92843,0.7547,0.4383,1.0,0.9781
O75175,P41240,1.0,0.4595,1.0,0.9754
P41240,Q16828,1.0,0.3377,0.8588,0.8148
Q06547,Q12933,0.7862,0.9888,0.3026,0.9818
Q14209,Q14192,1.0,0.3644,0.4712,0.8674
Q13330,P25490,1.0,0.5457,1.0,1.0
Q5TD97,Q9UBP5,0.5884,1.0,0.4694,0.72
P41240,Q70SY1,1.0,1.0,1.0,0.6842
P24941,P63244,1.0,1.0,0.8645,0.799
Q7L311,Q9H213,0.9876,1.0,0.9999,0.4942
P31150,P62879,0.3713,1.0,0.5772,0.9075
Q92769,P13647,0.9812,0.9386,1.0,0.9378
P06730,Q9HB40,0.9628,0.726,1.0,1.0
P07948,P17252,0.9932,0.4019,0.901,1.0
Q06546,P25490,1.0,1.0,0.3556,1.0
Q12933,Q86UR1,0.9957,1.0,0.9648,1.0
Q9BUQ8,P83876,1.0,1.0,0.8919,0.4734
Q99986,P18754,1.0,0.9447,0.885,1.0
P02545,P17706,0.6773,0.9643,0.7993,0.3992
Q93096,P13987,1.0,1.0,1.0,0.4458
Q9NZQ7,P62491,1.0,0.6041,0.0863,1.0
P18847,Q92730,1.0,1.0,1.0,0.9036
P84022,P05412,0.7135,1.0,0.0883,0.6322
P20226,P01100,0.3803,0.5117,1.0,1.0
Q49AN0,P27348,0.398,0.1729,1.0,0.8132
P62491,Q9UJ41,0.5757,1.0,0.8197,0.6173
Q9UKG1,P04637,1.0,0.9807,1.0,1.0
Q14186,P78396,0.2524,0.9809,0.9992,0.8908
P26038,Q92558,0.8702,0.8844,1.0,1.0
P48729,P42224,1.0,1.0,0.6684,0.9127
O60936,Q13247,0.5304,0.2013,1.0,0.9469
Q16526,P60842,0.9938,0.9605,1.0,1.0
Q68DY1,Q9H6S3,1.0,0.7861,1.0,1.0
Q15796,O14640,1.0,0.0865,0.5446,1.0
P25490,P08047,1.0,0.8686,1.0,1.0
Q16539,P42771,1.0,0.9784,1.0,1.0
P17036,Q8TAU0,1.0,0.6094,0.8242,0.687
P31749,O43524,0.8895,1.0,0.8705,0.8103
Q93096,Q8NEZ5,0.9911,1.0,0.4881,0.0827
O75190,P36871,1.0,1.0,1.0,0.9235
O75175,Q68DY1,0.8098,0.8183,1.0,0.9941
Q16254,Q14209,1.0,1.0,0.4631,1.0
P62879,Q9H2S9,0.6551,1.0,1.0,0.3759
P17036,Q9UHX1,0.9829,0.6381,1.0,0.6317
Q14192,Q93096,1.0,0.6495,0.8497,0.6652
Q92844,P48729,0.756,0.9748,1.0,1.0
Q15910,P35226,1.0,0.9929,0.4542,1.0
P06493,Q01094,0.5386,0.8228,0.3265,1.0
P17036,Q8TBX8,1.0,1.0,0.776,0.0859
P31150,Q8TAU0,0.5841,0.2474,0.9727,1.0
P28069,P04150,1.0,1.0,0.9891,1.0
O00716,Q14192,1.0,1.0,0.6623,1.0
P10415,Q07820,1.0,1.0,0.8643,0.7585
Q13547,Q9ULX6,0.4165,1.0,0.0931,0.5023
P10828,O15379,1.0,0.8826,0.7203,1.0
P98170,Q13546,0.442,0.9365,0.7358,0.7197
Q13642,P26368,1.0,0.7298,1.0,0.5177
P31749,P31946,1.0,1.0,1.0,0.9681
O00220,Q13158,0.9319,1.0,0.7796,1.0
Q07955,P05067,0.9883,0.356,1.0,1.0
O15492,P35348,1.0,1.0,0.8066,0.5561
Q16828,Q92785,0.9627,1.0,0.4653,1.0
Q15750,Q12933,1.0,0.085,0.8498,0.8988
Q13247,P62995,0.7838,1.0,0.3017,0.3942
Q07812,P17980,0.827,0.7622,1.0,0.5588
P25963,P61586,0.9987,0.3523,1.0,0.5559
P28360,Q04724,0.8579,1.0,1.0,0.993
Q02535,Q9H6S3,0.7734,1.0,0.7774,0.4764
P21731,P62491,1.0,1.0,0.8099,1.0
P11802,Q15796,1.0,0.9793,0.8959,0.5967
P42229,Q8TAE8,1.0,0.6582,1.0,0.5326
Q9UM11,Q07955,1.0,1.0,0.7436,0.9762
P26641,Q9UKY1,0.2248,0.9604,1.0,0.1842
P41240,Q8TAU0,0.2625,0.7231,0.6816,1.0
P08621,Q13247,1.0,1.0,1.0,0.7516
P38936,Q05516,0.8723,0.2645,1.0,0.7173
Q02535,Q8TAU0,1.0,0.9878,0.9896,0.8335
P62879,Q9UHX1,1.0,1.0,1.0,1.0
P11802,Q9UBD5,0.9639,0.5119,0.943,1.0
P01100,P48730,1.0,0.8025,1.0,1.0
O60936,Q08170,1.0,1.0,0.9487,1.0
Q6Y2X3,Q9HAV0,1.0,1.0,0.6961,0.7657
P62879,Q92730,1.0,1.0,0.9633,1.0
Q99576,Q13547,0.6134,0.8845,1.0,0.7685
P62136,Q13309,0.4821,1.0,0.6856,0.9145
Q16539,P11802,1.0,1.0,0.6634,0.752
P49768,P36897,0.7006,0.708,1.0,0.8079
Q92890,Q92575,1.0,1.0,0.891,1.0
P04637,P62995,1.0,0.8485,0.9738,0.9297
Q92730,Q70SY1,0.6525,1.0,0.7397,0.936
P67775,P63244,1.0,1.0,1.0,0.8188
Q92633,Q92968,0.7679,0.8289,0.6226,0.8669
P06753,P60981,1.0,0.983,0.9846,0.9766
Q92730,Q9NQX6,1.0,0.6715,1.0,0.743
P36915,Q9NQX6,0.1601,0.9696,0.9401,0.7379
P26368,P19544,0.337,1.0,0.8141,0.5587
Q49AN0,Q9UKT4,0.9825,1.0,1.0,0.7799
P25963,Q68DY1,0.5745,1.0,0.6678,0.9048
O15105,Q15750,0.7099,0.9971,0.8266,0.6167
P62491,Q8WU20,1.0,1.0,0.1867,0.5447
P62873,P16520,0.8027,0.8298,0.7167,0.9822
P25963,Q8TBX8,0.6244,0.9209,0.4545,1.0
P04637,Q9UBD5,1.0,1.0,0.465,0.8924
O75175,P17036,0.9933,1.0,0.2274,1.0
Q9H6S3,Q9UHX1,0.9261,0.9758,0.6624,0.4305
O75175,Q9H6S3,0.7284,1.0,0.8219,1.0
Q07812,P98170,0.9898,0.871,1.0,0.9081
P31150,Q9UHX1,0.4565,1.0,0.5832,1.0
O75446,Q06330,0.504,0.9453,0.8451,0.9414
P26368,P06703,1.0,1.0,0.9992,1.0
Q9NZQ7,Q00688,0.9849,0.5807,0.7162,0.9936
P49736,P05412,1.0,1.0,1.0,1.0
Q92558,P13861,1.0,1.0,1.0,0.8403
P04637,P25311,1.0,1.0,0.9038,0.7026
P10276,P31749,1.0,1.0,0.9352,0.8909
P49841,Q07820,0.6407,1.0,0.8934,0.8933
P31150,Q9H9D4,0.9873,0.9742,1.0,0.7029
Q9UM11,P48729,1.0,0.9803,0.824,1.0
