Seq_A,Seq_B,RR,RP,LR,LP
P36915,Q14192,1.0,1.0,0.0398,0.686
P41240,Q93096,0.6659,0.8831,0.9895,0.526
Q16828,Q92572,1.0,0.8596,0.8792,1.0
Q07812,P25490,0.3815,1.0,1.0,1.0
P25963,Q16828,1.0,0.8088,0.3891,0.9574
P28328,Q9Y5Y5,0.8177,0.5491,1.0,1.0
Q12933,P63244,0.9932,0.6054,0.7611,0.5205
Q12933,P27701,0.7906,0.6011,0.9033,0.7239
Q9UJW3,Q08117,0.7723,0.9975,1.0,0.9071
Q8TAU0,Q9NQX6,0.9122,0.4328,0.5014,0.9125
P56589,Q99986,0.1757,0.7451,1.0,0.5424
Q02040,Q13247,0.3094,0.7123,0.653,0.5286
O60936,P62995,1.0,0.0771,0.5643,0.7009
P84103,P26368,0.9652,0.9655,1.0,1.0
Q13643,Q5JTD0,0.564,0.9981,0.4797,0.789
Q70SY1,Q9NQX6,0.6136,0.6956,1.0,0.9454
P18754,P04637,0.6853,0.3187,0.9066,1.0
Q56P03,Q16254,0.4372,0.7293,0.6877,0.042
P51572,Q86Y07,0.8782,0.6281,1.0,0.8572
P51693,Q8N2W9,0.8065,1.0,0.7113,1.0
P06493,Q9UM11,0.5848,0.7512,0.9297,0.8775
P10276,Q92769,0.9266,1.0,0.2166,1.0
P30533,P04637,0.7617,0.9152,0.313,0.7483
P17036,P62879,1.0,0.1951,1.0,0.7296
P10398,P63092,0.6264,0.579,0.6851,0.9884
Q05513,P60228,0.2901,0.739,0.681,0.6131
Q9BR65,P04637,1.0,0.4766,0.5627,0.7823
P18848,Q9H6S3,1.0,0.8775,1.0,0.1351
P26641,P55854,0.9988,0.3639,0.6659,0.6728
P08621,O43447,1.0,0.856,0.7511,1.0
Q08117,Q13547,0.5873,0.9889,0.6902,1.0
P07196,Q9H213,1.0,1.0,0.7752,1.0
P05412,Q06481,0.6511,0.992,1.0,1.0
Q9BUZ4,O43559,1.0,0.3892,1.0,0.0892
Q9NR31,Q15797,0.8004,0.3382,0.4037,0.9906
P04150,P62873,1.0,1.0,0.6931,0.2494
Q68DY1,Q8TAU0,1.0,0.2234,1.0,0.677
Q9BR65,Q16539,0.3107,0.9932,0.4106,0.5507
P63096,Q6Y2X3,0.3379,1.0,0.5713,0.8304
Q9H9D4,Q02535,0.8106,1.0,0.9244,0.7316
P25963,Q8TAU0,1.0,0.8926,0.8774,0.4102
Q13133,P24385,1.0,0.5017,0.5616,0.9969
P41240,Q92785,0.5865,0.9703,0.9333,0.8709
Q14192,Q9UHR5,1.0,0.8318,0.3431,0.3746
Q06546,P25311,1.0,0.987,1.0,0.5123
P04792,P06730,0.7217,0.3354,0.7633,1.0
P18847,Q70SY1,1.0,1.0,0.6524,1.0
P61073,P10145,1.0,0.0398,0.9091,1.0
Q07021,P36915,0.6173,1.0,1.0,1.0
P04156,Q9UM11,0.3712,0.7389,1.0,1.0
P25963,P62879,1.0,0.431,1.0,0.5293
P49841,P19793,1.0,1.0,0.824,0.9322
P26368,Q9UHR5,0.4241,0.9558,0.6258,1.0
O75558,P17980,1.0,0.587,0.3398,0.6285
Q9BR65,P50148,0.6294,0.9094,0.7613,0.4496
O00623,Q9Y5Y5,1.0,0.8889,1.0,1.0
Q93096,Q9H9D4,1.0,1.0,0.516,0.1743
Q9NZQ7,P61769,0.9904,1.0,0.8019,0.499
Q9H204,P50750,0.2258,0.3332,0.732,1.0
Q9UBB5,Q13547,0.4401,1.0,1.0,0.8427
Q7Z434,Q12933,0.8208,0.8937,0.6893,0.6893
P25815,Q9UJ41,1.0,0.6701,0.5129,0.9082
P04637,P24385,0.4904,0.3206,0.4434,1.0
P17036,Q9H9D4,0.8379,0.7272,1.0,1.0
P42229,P16410,0.4644,0.2526,1.0,1.0
Q15910,P22087,1.0,0.6246,1.0,0.7166
Q9H2S9,Q9NQX6,0.9404,0.5868,0.3816,1.0
P35548,P29590,1.0,0.4936,0.8748,0.8625
P25963,Q9UHX1,0.2618,0.6219,0.4581,0.8609
P17252,P63244,1.0,1.0,0.8906,0.4229
P45983,P04637,1.0,1.0,0.657,0.8291
Q92785,Q93096,1.0,0.5431,0.5644,0.5087
P26641,P51693,0.5838,0.6188,1.0,0.1912
P62879,Q93096,0.9959,0.7265,0.8293,0.7176
P02545,P31946,0.9839,0.4168,0.5351,1.0
Q14209,Q8TAK5,0.6707,0.9091,1.0,0.8028
Q96RE7,Q05516,0.5385,1.0,0.7169,0.1889
Q16828,Q9H9D4,0.9944,0.8611,0.2823,1.0
P10398,Q07817,0.9276,0.6683,0.987,0.042
P18848,P31150,1.0,0.4785,0.8007,0.4647
P15559,Q00987,0.3079,0.8504,0.6163,1.0
P18848,Q8TAU0,1.0,0.7624,0.8125,0.6587
P24941,Q15329,1.0,0.5936,0.4556,0.8488
P31150,Q68DY1,1.0,0.693,0.7678,1.0
O75175,Q9UDV6,1.0,0.4117,1.0,0.042
P36915,Q9H9D4,0.2565,1.0,1.0,1.0
O14775,P05067,1.0,0.8517,0.8075,1.0
O43447,O94906,0.9945,0.643,0.773,1.0
Q14192,Q8TAU0,1.0,0.2868,1.0,0.7718
P18848,Q9H2S9,0.5786,1.0,0.5756,1.0
P63244,Q7Z434,0.3396,0.9687,0.6216,0.7012
P38936,P55854,0.784,1.0,0.4656,1.0
P22681,Q13239,0.7126,1.0,0.1414,0.7513
O15304,P04637,1.0,0.7414,0.2287,0.6505
Q86Y07,P04637,0.5218,0.9888,0.8087,0.7412
P08670,Q7L311,0.2281,0.101,0.7365,0.8795
Q92785,P67775,0.311,0.2859,0.0398,0.6335
P21246,Q5T3J3,1.0,0.6134,0.8109,1.0
Q05513,P60842,0.8801,1.0,0.0398,0.7796
Q96RE7,Q7Z434,0.3894,1.0,0.6391,0.7616
O60663,P05067,0.8169,1.0,0.7207,0.5266
P28482,Q86UR1,1.0,0.631,0.8299,1.0
Q8TBX8,Q9UDV6,0.5536,0.997,0.7445,0.5558
P31150,P41240,1.0,0.9596,1.0,0.9047
P04150,Q8TAE8,1.0,0.9444,0.4926,0.7085
Q70SY1,Q8TAU0,1.0,1.0,0.9357,1.0
Q13330,Q00688,0.7248,0.8174,0.6251,0.5547
Q16539,P08047,0.9724,1.0,0.8433,0.902
P04792,O75400,0.6593,0.2577,1.0,0.9886
P04156,P13861,0.6782,0.4259,1.0,0.4667
P04792,P08670,0.8228,0.8648,1.0,1.0
A6NIX2,O60663,0.3366,0.9979,0.9927,0.4999
Q16828,Q9H6S3,1.0,1.0,1.0,1.0
P04637,Q96I24,1.0,0.7095,1.0,0.8173
Q99909,Q9Y2D8,0.5224,1.0,0.3251,1.0
Q07955,Q49A26,0.859,0.9873,1.0,0.5191
P41240,Q9UH92,0.8842,1.0,0.5013,0.3309
Q9Y2D8,Q15750,0.8447,0.0398,0.8394,0.761
P23297,P31949,0.1277,0.0595,1.0,0.6521
O43447,Q53GS9,0.9716,1.0,1.0,1.0
P49459,P50750,0.7076,1.0,0.4529,0.4277
P19793,Q92786,0.9415,1.0,0.8457,0.6268
O14775,Q6Y2X3,1.0,0.0651,0.369,0.5336
Q13547,Q00688,0.956,0.7101,0.6216,0.0843
P49459,P98170,0.8967,0.539,0.8361,0.9987
Q9NQX6,Q9UH92,0.8926,0.5199,0.8324,0.0499
Q16526,Q9H469,1.0,0.7221,0.3063,0.9095
O00220,P06493,1.0,1.0,0.8184,1.0
P18848,Q9UHX1,1.0,0.1306,1.0,0.926
P42771,P24385,1.0,0.7369,0.7563,0.8783
Q92730,Q9UH92,1.0,0.7839,0.5936,0.5347
P27361,P04637,0.9939,0.7856,1.0,0.4517
O00220,Q04771,0.5588,0.7532,0.184,0.4419
P04233,Q13347,0.9904,0.4794,0.4584,0.9953
Q02535,Q9UHR5,1.0,0.0398,1.0,0.8538
Q9H6S3,Q9UH92,0.7254,1.0,0.7032,0.9849
Q8TAU0,Q92785,0.5784,1.0,1.0,0.8459
P24941,Q02535,0.9786,0.1292,1.0,0.3417
P36915,Q8TAU0,0.9987,0.2299,1.0,1.0
P63146,Q15942,0.039,0.9762,1.0,0.3511
Q5TD97,P27918,1.0,0.995,0.2826,0.5097
Q9UM11,P24385,0.9345,1.0,1.0,0.634
P01100,P35452,0.7146,0.8909,0.6754,0.8435
Q93096,Q16539,1.0,0.679,0.969,1.0
P50750,Q15796,0.7059,0.7045,0.4612,0.2399
P63165,Q16763,1.0,0.7573,0.7206,0.8686
P02545,Q06330,1.0,0.7193,1.0,0.5512
Q9UM11,P26641,1.0,0.4076,1.0,1.0
O75400,P55854,0.9249,0.9426,1.0,1.0
Q05516,P15976,0.9481,1.0,1.0,0.8345
Q00987,O15379,0.7158,0.599,0.9415,0.94
P31150,Q9UHR5,0.659,0.0535,1.0,0.7624
P18847,P25963,0.7135,0.6834,0.5352,1.0
P25963,Q9NQX6,1.0,0.795,0.6128,1.0
P38936,P08670,1.0,1.0,1.0,0.9763
Q13485,P15172,0.8999,0.9868,0.2593,0.435
P27361,P08047,0.9437,0.4863,0.9521,0.6812
P18848,P62879,0.4397,0.9541,0.9924,1.0
Q93096,P05067,0.2254,0.7517,0.4588,0.8934
P84103,P62995,0.8214,0.8084,0.8714,0.8355
Q02040,Q07955,0.9965,1.0,0.6146,0.6745
Q9H6S3,Q9H9D4,1.0,1.0,0.2941,0.5402
P49207,P06493,0.827,0.7613,1.0,0.9038
Q13485,Q9UM13,0.4672,0.4976,0.3074,1.0
P04637,Q07812,0.885,0.2058,0.3905,0.5719
P32927,P04141,0.5625,0.7826,0.8888,0.7446
Q13643,P84022,0.9564,1.0,0.416,0.7017
Q9H6S3,Q9NQX6,1.0,0.1426,1.0,0.9846
Q9H213,Q9UKY1,0.039,0.6725,0.4828,1.0
P30533,Q8TBX8,0.9353,0.4638,1.0,1.0
P45983,P31749,0.9558,0.5244,0.957,0.3503
P63146,P63165,0.4392,1.0,0.9603,0.9325
P63092,P62879,0.5544,0.6777,1.0,0.6721
Q15750,Q9BYM8,0.8748,0.8688,0.5029,0.8265
Q05513,Q96IZ0,0.8444,1.0,1.0,0.5749
Q49AN0,Q8NEZ5,1.0,1.0,0.9947,1.0
P15976,Q05513,1.0,1.0,1.0,0.7164
P51965,P63165,0.9943,1.0,1.0,0.8839
Q9Y294,Q16254,1.0,1.0,1.0,1.0
P26038,Q15080,1.0,1.0,0.9796,1.0
Q92844,P49841,0.4034,0.6847,1.0,0.8034
O75190,P08670,1.0,0.9895,0.392,0.6676
Q7Z6M1,Q9BR65,0.9573,0.7418,1.0,0.193
Q00987,P18847,0.5541,1.0,0.5342,1.0
O75558,Q14192,0.2867,0.8402,0.6546,0.8728
Q8TAU0,Q9UH92,0.7372,1.0,0.9929,0.322
O75175,P36915,0.523,1.0,1.0,0.7153
P21246,Q9H213,0.6819,1.0,0.5884,0.9891
P55854,Q5T3J3,1.0,0.5155,1.0,0.9368
Q96RJ3,O75888,0.6773,1.0,0.4987,0.7275
P41587,P61073,1.0,1.0,1.0,0.4536
Q16763,Q9UKT4,1.0,1.0,0.8176,1.0
P04637,P55854,0.1379,1.0,0.3658,0.8284
Q9UKG1,P62491,0.2257,1.0,0.5917,0.6908
Q68DY1,Q9UDV6,0.039,0.7075,0.7692,1.0
Q14192,Q5T3J3,0.0607,0.8066,0.9113,1.0
P31946,P10398,1.0,0.7005,0.9922,0.3751
P21246,Q9UKY1,0.3108,0.1533,0.0398,1.0
P18848,Q70SY1,0.1547,1.0,0.9142,1.0
P35638,P01100,1.0,0.191,1.0,0.9216
Q16828,Q8TBX8,0.791,0.9942,1.0,1.0
Q9NZQ7,P16410,0.6501,0.8944,0.8278,0.9849
P08047,Q9Y294,1.0,0.7661,0.6428,0.2967
P25815,Q9UK97,0.5461,0.6446,0.7729,1.0
P07948,Q6PIZ9,0.5642,1.0,0.9165,0.7016
P50750,P06753,1.0,0.8593,0.9186,0.7704
O75175,P25963,0.9133,0.7837,0.4456,0.5355
O75190,Q9H6S3,0.6306,0.9644,0.9936,0.702
P17036,Q9H2S9,0.762,1.0,1.0,0.674
Q07699,Q9NY72,0.5004,1.0,1.0,1.0
Q06330,P20226,1.0,0.9433,0.5235,0.8137
P18848,P36915,1.0,1.0,0.6291,0.2005
O75175,P18847,0.8722,0.9973,0.9546,1.0
Q68DY1,Q9NQX6,1.0,1.0,0.9603,1.0
Q13547,P04792,0.7767,0.6962,0.7114,0.5071
O60683,P56589,0.6898,0.4075,0.9242,0.5966
P18848,Q92730,1.0,1.0,1.0,0.432
O75558,Q13642,0.6504,0.7679,0.201,0.5067
Q92769,O15105,0.538,1.0,0.8657,0.9521
Q15796,Q15797,0.9872,1.0,0.7046,0.6123
P15514,Q969F2,0.5689,0.7841,0.8961,0.2664
Q15910,Q13363,0.3264,0.488,0.5866,1.0
Q93096,Q9UHR5,1.0,0.7347,0.681,1.0
Q13158,O60936,0.2762,1.0,1.0,0.042
P61587,Q8WU20,0.473,1.0,0.8331,0.8502
P26368,P22087,1.0,0.7588,0.9218,0.7052
Q16828,Q92730,0.039,0.291,0.8357,0.3825
Q70SY1,Q9H9D4,1.0,1.0,1.0,0.9954
Q70SY1,Q9UH92,1.0,1.0,0.9076,0.8923
P56589,P02545,0.0679,0.9337,1.0,1.0
P62879,Q92785,0.2976,1.0,0.6468,1.0
O60683,Q9Y5Y5,1.0,1.0,0.9169,0.7217
Q9UBB5,Q9UJW3,1.0,1.0,0.822,0.9941
Q92730,Q9H2S9,0.5537,1.0,0.7788,0.611
P02545,Q8N668,1.0,0.8661,0.66,1.0
Q9H9D4,Q9UH92,0.8176,0.7391,0.9252,1.0
P04792,Q92890,0.607,0.8783,0.6853,0.5049
P51572,Q07812,1.0,0.0398,0.2564,1.0
Q99576,P05412,0.65,0.3635,0.4104,0.9126
O00716,Q8TAK5,0.7683,1.0,0.4535,0.8534
P41240,O15492,0.2176,0.9929,0.997,0.993
Q8TBX8,Q93096,0.4708,0.9407,0.7334,0.9969
Q68DY1,Q8TBX8,0.2919,1.0,1.0,0.562
Q02535,Q70SY1,1.0,0.8789,0.9405,1.0
Q92785,Q9UHX1,1.0,0.8084,0.55,0.4388
O43290,O43447,0.456,0.4202,0.0398,0.8466
P07196,Q7L311,0.3791,0.8951,1.0,0.7985
Q00987,P24385,1.0,0.9884,1.0,0.5481
Q8TAU0,Q9UHR5,0.9076,0.3717,1.0,0.6405
Q92785,Q9NQX6,1.0,1.0,1.0,1.0
Q07817,Q07812,0.6094,1.0,0.4487,0.7677
Q06330,Q06587,0.9039,1.0,0.5419,0.6695
Q68DY1,Q70SY1,0.8314,1.0,1.0,0.2145
Q9NY72,O60683,0.333,0.6826,0.4374,0.6539
Q01094,O00716,0.5396,0.8864,0.1054,1.0
Q00688,Q00987,1.0,1.0,0.4851,1.0
Q92730,Q93096,0.7289,1.0,0.5098,1.0
P25963,Q9UH92,1.0,0.9245,0.806,0.042
Q96CA5,P98170,0.1423,0.6232,0.8301,0.8001
P17036,P18847,1.0,0.8682,0.9962,1.0
Q68DY1,Q02535,0.3132,0.8696,1.0,0.3413
P10242,P04637,0.5811,0.6668,1.0,0.9985
Q9H204,P26038,0.6498,1.0,0.845,1.0
O00238,P98170,0.039,0.0398,0.8464,0.2392
P36915,Q9UHR5,0.7931,0.5403,0.3774,0.5779
Q06330,Q96RE7,0.039,1.0,0.5441,1.0
Q00987,Q01094,0.1593,0.987,0.7159,1.0
Q14192,Q05516,0.8158,0.9895,0.0595,0.6287
P45983,Q13158,0.8656,1.0,1.0,0.5717
Q9Y6X1,P05067,1.0,1.0,1.0,1.0
P20226,Q13952,1.0,0.9767,1.0,1.0
P61073,P61769,0.039,1.0,0.988,0.3217
O15105,Q13363,0.6445,1.0,1.0,0.9853
Q9UH92,P05067,0.9053,1.0,0.0724,0.7049
Q6Y2X3,Q07021,1.0,0.7949,0.3815,0.4729
P18847,Q9H6S3,0.5382,1.0,0.2461,0.5988
P55854,Q9H213,1.0,0.5178,0.862,0.3632
P30260,Q9UI95,1.0,0.4347,0.5808,0.4276
P49459,Q9UHX1,0.6836,0.904,0.5245,0.8878
Q92890,Q13309,1.0,1.0,1.0,0.3514
Q9Y294,P62136,1.0,0.2342,0.9945,0.5472
Q01130,Q02040,1.0,0.9198,0.5331,0.614
P08047,P15172,0.8894,0.7577,0.0398,0.3873
Q8NEU8,P20338,1.0,0.7317,0.3894,0.5347
P35348,Q07699,0.9407,1.0,1.0,0.2856
Q13309,P24941,1.0,0.7899,0.7946,0.9947
P17036,Q92785,0.9653,0.8915,1.0,0.526
O75400,P26641,1.0,1.0,1.0,1.0
Q02535,Q16828,0.1513,1.0,0.6952,1.0
Q14192,Q16828,0.536,1.0,0.0472,0.9949
Q9UDV6,P41240,0.6839,0.9708,1.0,0.4332
Q9BR65,P49768,0.6232,1.0,0.9308,0.6699
Q8TBX8,Q9H9D4,0.945,0.4897,1.0,0.7623
P30260,P67775,0.039,0.7708,0.6769,0.7298
O75175,P31150,0.9935,0.3508,0.6067,0.4347
P17036,P36915,0.3452,1.0,0.3075,0.6005
Q06330,P04637,0.28,0.9873,1.0,0.465
P84103,Q02040,0.5178,0.9832,0.1809,0.4076
P35222,P35638,0.9196,0.695,0.9221,0.9393
P26641,Q8N2W9,0.992,0.6829,0.8971,0.3757
P08047,P20226,0.6095,1.0,0.2517,0.9243
Q92785,Q9H6S3,0.398,1.0,0.7179,0.8836
P18848,Q9NQX6,0.4524,0.9535,1.0,0.2754
P18848,Q68DY1,0.7732,1.0,1.0,0.6047
P36897,Q9BUZ4,0.4995,0.5508,0.6294,1.0
P18847,Q9UHR5,0.6614,0.9902,0.6525,0.6856
P04637,P10145,1.0,1.0,1.0,0.6223
P41240,Q9H6S3,0.8782,0.7528,0.0398,0.6094
P04637,P51149,0.9392,0.6323,1.0,0.9843
P63244,P63092,0.9943,0.9036,0.9902,1.0
P27037,P05111,1.0,0.3529,0.897,1.0
Q99626,P20226,0.6909,0.9674,0.9329,0.7285
Q14192,Q9NQX6,1.0,0.5322,1.0,1.0
Q49AN0,Q9UK97,1.0,0.369,0.3162,0.6099
P31273,Q15796,1.0,1.0,0.1354,0.3679
P18847,P62879,0.039,1.0,0.592,0.5215
P25490,Q15910,0.5407,0.0669,1.0,1.0
O75190,P05787,0.7528,0.5053,0.9325,0.4497
P07196,P55854,0.5733,0.8225,0.2504,0.428
O00167,Q9BUZ4,1.0,0.6104,0.5513,0.5013
O75175,Q9UHR5,0.3561,0.8975,1.0,1.0
P24941,P27348,1.0,1.0,1.0,1.0
Q15797,Q9UM13,0.5908,0.3851,0.2121,0.9232
Q96B97,P04792,0.6865,1.0,0.6507,1.0
P14136,P05787,0.9171,0.5362,1.0,0.5715
Q07955,P04637,0.7507,0.8393,1.0,1.0
Q8TBX8,Q92730,0.4156,1.0,0.9907,0.4022
Q13547,Q00987,0.755,0.9747,0.6364,1.0
Q9H2S9,Q9UDV6,1.0,1.0,0.6754,0.7989
O75175,Q92730,1.0,0.9546,0.8313,0.401
P17036,Q16828,0.6742,0.9869,0.4954,1.0
P06493,P29590,1.0,0.9727,0.8806,1.0
P35348,P35368,1.0,1.0,0.9636,1.0
Q13547,P20226,0.4345,0.7295,1.0,1.0
O95361,Q9ULZ3,0.372,0.837,0.8482,0.1505
P13861,P49841,0.6844,1.0,0.8101,1.0
Q13077,Q8TAE8,1.0,1.0,1.0,0.8052
Q02040,P26368,1.0,1.0,1.0,0.3671
P27361,Q49A26,1.0,0.4337,0.7018,1.0
Q16526,Q9UK97,1.0,0.6227,0.6183,0.4076
P31150,Q9UH92,0.7214,1.0,0.7215,0.8097
P15531,P04792,0.7174,0.5735,1.0,0.3602
Q7Z434,Q13077,0.9793,1.0,0.5701,0.3337
Q96EV8,P48730,0.718,0.5131,1.0,0.3711
P51677,P10147,0.039,0.5808,0.9902,0.451
P17036,Q9UH92,0.809,0.2525,1.0,0.1083
Q86UR1,Q15080,0.8886,0.7895,0.5418,0.4979
P18848,Q93096,0.9946,0.6744,0.4678,0.6783
Q9Y2D8,P04637,1.0,0.0398,0.9282,0.8741
Q14186,Q01094,1.0,1.0,0.827,0.7542
O75175,Q9UH92,0.6929,0.7652,1.0,1.0
P15172,Q01105,0.5851,0.8794,1.0,0.8163
P17036,Q9NQX6,1.0,1.0,1.0,0.9271
Q68DY1,Q92785,0.7157,1.0,1.0,0.3889
P36915,P62879,0.039,1.0,1.0,0.428
P18848,P41240,0.6673,0.6872,1.0,0.9944
Q07817,Q7Z434,0.5484,1.0,0.802,1.0
Q93096,Q9H2S9,0.7478,0.3221,0.9857,1.0
O75496,P49736,0.8199,0.8835,0.4548,0.8456
P36915,Q02535,0.9867,0.1031,0.6869,0.332
Q02535,Q9NQX6,0.8185,0.4706,1.0,1.0
O15492,P35368,0.9805,0.899,0.9999,0.4734
P06730,Q9UKV8,1.0,0.9137,0.6949,0.7739
Q13485,Q07812,0.4539,1.0,0.6391,0.984
P17706,P31946,0.6325,1.0,0.1406,0.8247
P31749,P25963,0.2693,0.7635,1.0,1.0
P36897,Q13485,0.8977,0.9752,1.0,0.6777
Q15276,P20338,0.6455,0.6228,1.0,0.8188
Q05513,P55209,1.0,0.6976,0.993,0.8357
P41220,Q15942,0.6696,1.0,0.9932,0.9081
P63165,P10242,0.9239,0.8337,0.846,1.0
P25963,Q14192,1.0,1.0,0.9035,0.9534
P04637,Q9H469,1.0,0.4863,1.0,0.4637
P18848,Q00987,1.0,0.3395,0.682,1.0
P36915,Q8TBX8,0.3838,0.8866,1.0,1.0
Q06547,Q15543,0.9888,1.0,0.9159,1.0
Q07820,Q92843,0.1308,0.9539,0.9227,0.5445
O75175,P41240,0.4919,1.0,1.0,0.6536
P41240,Q16828,1.0,1.0,0.1497,0.3541
Q06547,Q12933,1.0,0.8501,0.7484,0.8266
Q14209,Q14192,1.0,0.0434,1.0,1.0
Q13330,P25490,0.5661,1.0,0.7569,1.0
Q5TD97,Q9UBP5,1.0,0.6723,0.5333,1.0
P41240,Q70SY1,0.8426,0.8556,1.0,0.0951
P24941,P63244,0.5863,1.0,0.4887,0.297
Q7L311,Q9H213,0.7004,0.9769,1.0,0.9919
P31150,P62879,1.0,1.0,0.459,1.0
Q92769,P13647,0.8869,0.4928,1.0,0.0948
P06730,Q9HB40,0.082,0.3395,0.986,0.6732
P07948,P17252,1.0,1.0,0.3811,0.5504
Q06546,P25490,0.477,0.9377,0.9879,0.9841
Q12933,Q86UR1,0.5696,0.9021,1.0,0.8714
Q9BUQ8,P83876,1.0,0.4371,0.9999,0.5366
Q99986,P18754,0.9677,0.3067,0.8609,0.6754
P02545,P17706,0.4628,1.0,0.2788,0.9981
Q93096,P13987,0.735,0.7235,0.5764,0.9058
Q9NZQ7,P62491,0.712,0.2788,0.2149,0.9891
P18847,Q92730,1.0,1.0,1.0,0.3208
P84022,P05412,0.9926,1.0,1.0,0.7235
P20226,P01100,1.0,0.1549,0.4501,0.9468
Q49AN0,P27348,1.0,0.3362,1.0,0.6921
P62491,Q9UJ41,1.0,0.9917,0.8482,0.6841
Q9UKG1,P04637,1.0,0.6646,0.7328,1.0
Q14186,P78396,1.0,0.2473,1.0,1.0
P26038,Q92558,1.0,0.9931,0.7877,0.5039
P48729,P42224,0.6888,0.6969,0.7557,1.0
O60936,Q13247,0.8878,0.8052,0.5683,0.4179
Q16526,P60842,1.0,1.0,1.0,0.4545
Q68DY1,Q9H6S3,0.821,0.6823,0.3429,0.9328
Q15796,O14640,0.5645,0.702,0.6755,0.8102
P25490,P08047,1.0,0.0398,0.0631,1.0
Q16539,P42771,0.9926,0.2106,1.0,0.6362
P17036,Q8TAU0,0.6071,0.0398,0.6207,0.679
P31749,O43524,0.3673,1.0,0.6438,0.8863
Q93096,Q8NEZ5,0.5168,1.0,0.7413,0.8671
O75190,P36871,0.4733,0.7349,0.275,0.0722
O75175,Q68DY1,1.0,0.2691,1.0,0.5628
Q16254,Q14209,0.3611,1.0,1.0,0.776
P62879,Q9H2S9,0.989,0.6432,0.137,0.5981
P17036,Q9UHX1,1.0,0.9773,0.7966,1.0
Q14192,Q93096,0.6996,0.7285,1.0,1.0
Q92844,P48729,0.6965,0.7361,0.8819,1.0
Q15910,P35226,0.9878,0.9318,0.2306,0.7002
P06493,Q01094,0.039,1.0,0.5457,0.8978
P17036,Q8TBX8,0.7415,0.9505,0.8267,0.7506
P31150,Q8TAU0,1.0,0.5466,0.9005,0.6503
P28069,P04150,1.0,0.9976,1.0,1.0
O00716,Q14192,1.0,0.642,0.3162,0.2291
P10415,Q07820,0.831,0.4947,1.0,1.0
Q13547,Q9ULX6,0.6069,0.992,0.3567,1.0
P10828,O15379,0.039,0.6256,0.9934,0.6791
P98170,Q13546,0.8418,0.9386,0.391,0.4902
Q13642,P26368,0.5901,1.0,0.9302,1.0
P31749,P31946,0.9949,1.0,0.8905,0.6328
O00220,Q13158,0.9413,0.846,0.9878,0.9851
Q07955,P05067,0.2663,1.0,1.0,0.2686
O15492,P35348,0.7354,0.2785,0.4733,0.6002
Q16828,Q92785,1.0,0.8128,0.8521,0.5119
Q15750,Q12933,0.4248,0.505,0.7621,0.542
Q13247,P62995,0.9138,1.0,1.0,0.6705
Q07812,P17980,0.3867,1.0,0.8443,1.0
P25963,P61586,1.0,1.0,0.9601,0.8455
P28360,Q04724,1.0,1.0,1.0,0.9848
Q02535,Q9H6S3,0.9532,0.3694,0.843,0.2306
P21731,P62491,1.0,0.6719,1.0,0.4913
P11802,Q15796,0.7367,1.0,0.95,0.4406
P42229,Q8TAE8,1.0,0.6864,1.0,0.2191
Q9UM11,Q07955,0.9992,0.2571,1.0,0.7272
P26641,Q9UKY1,0.7555,0.6225,0.7972,1.0
P41240,Q8TAU0,0.4091,1.0,1.0,0.4076
P08621,Q13247,0.9945,1.0,0.0787,1.0
P38936,Q05516,0.8365,0.3629,0.0437,0.9336
Q02535,Q8TAU0,0.124,1.0,1.0,1.0
P62879,Q9UHX1,0.9545,0.4614,1.0,0.6451
P11802,Q9UBD5,1.0,0.2297,1.0,1.0
P01100,P48730,1.0,0.3642,0.7146,0.651
O60936,Q08170,1.0,0.8749,0.8094,0.7155
Q6Y2X3,Q9HAV0,0.5226,0.9986,0.9886,0.7767
P62879,Q92730,0.6686,1.0,0.9902,0.5105
Q99576,Q13547,1.0,0.6528,1.0,0.697
P62136,Q13309,0.9087,0.4478,0.5552,0.042
Q16539,P11802,1.0,0.9949,0.9397,1.0
P49768,P36897,0.4158,0.9955,0.0398,0.884
Q92890,Q92575,0.3984,1.0,1.0,0.6429
P04637,P62995,1.0,0.9955,1.0,0.9959
Q92730,Q70SY1,0.5807,1.0,0.7791,1.0
P67775,P63244,1.0,0.2536,0.0398,1.0
Q92633,Q92968,0.9753,1.0,0.7269,0.8067
P06753,P60981,0.7883,0.0578,0.3586,0.972
Q92730,Q9NQX6,0.5024,1.0,0.3459,0.042
P36915,Q9NQX6,1.0,0.9775,0.3485,1.0
P26368,P19544,1.0,0.9132,0.5086,0.9572
Q49AN0,Q9UKT4,1.0,1.0,0.5362,0.835
P25963,Q68DY1,0.4262,0.646,1.0,1.0
O15105,Q15750,0.3062,0.2733,1.0,0.6392
P62491,Q8WU20,0.5926,1.0,1.0,1.0
P62873,P16520,0.5833,1.0,0.7242,0.957
P25963,Q8TBX8,1.0,1.0,0.738,1.0
P04637,Q9UBD5,0.7299,0.5004,0.8128,1.0
O75175,P17036,1.0,0.9884,1.0,0.5074
Q9H6S3,Q9UHX1,0.9544,1.0,0.3861,0.6562
O75175,Q9H6S3,0.8394,0.266,0.7236,1.0
Q07812,P98170,0.2798,0.8057,0.9061,0.042
P31150,Q9UHX1,0.9494,0.9964,0.5101,0.7816
O75446,Q06330,1.0,0.9925,0.7503,1.0
P26368,P06703,0.9364,0.473,0.8746,1.0
