Seq_A,Seq_B,RR,RP,LR,LP
Q07812,P25490,0.8846,0.4055,0.997,1.0
P25963,Q16828,0.1371,1.0,0.1834,0.9185
P28328,Q9Y5Y5,0.9233,1.0,0.9666,1.0
Q12933,P63244,1.0,1.0,0.9448,0.9911
Q12933,P27701,0.0413,1.0,0.5834,1.0
Q9UJW3,Q08117,1.0,0.4618,1.0,1.0
Q8TAU0,Q9NQX6,1.0,0.9988,1.0,0.734
P56589,Q99986,0.3929,0.9557,0.9037,0.9146
Q02040,Q13247,1.0,0.9996,0.0651,0.5335
O60936,P62995,1.0,0.2352,1.0,0.3255
P84103,P26368,0.9256,1.0,0.8809,1.0
Q13643,Q5JTD0,0.5918,0.7834,0.6246,0.5792
Q70SY1,Q9NQX6,1.0,0.6774,0.8599,0.6901
P18754,P04637,0.673,0.5622,0.7949,0.8481
Q56P03,Q16254,1.0,0.3708,1.0,1.0
P51572,Q86Y07,1.0,1.0,0.5539,0.1662
P51693,Q8N2W9,0.732,0.702,1.0,1.0
P06493,Q9UM11,0.8036,1.0,0.993,0.5874
P10276,Q92769,0.0413,1.0,0.9776,0.9441
P30533,P04637,1.0,0.0754,1.0,0.4393
P17036,P62879,1.0,0.993,1.0,0.3196
P10398,P63092,1.0,0.9854,0.8333,0.1063
Q05513,P60228,0.9947,1.0,0.7468,0.9819
Q9BR65,P04637,1.0,0.6156,1.0,0.9226
P18848,Q9H6S3,0.0413,0.384,1.0,0.9019
P26641,P55854,0.2945,0.7024,1.0,1.0
P08621,O43447,0.5273,1.0,1.0,0.8257
Q08117,Q13547,0.6231,0.9593,1.0,1.0
P07196,Q9H213,0.5089,1.0,0.1595,0.8228
P05412,Q06481,1.0,1.0,1.0,0.7091
Q9BUZ4,O43559,1.0,0.4852,0.3883,0.2819
Q9NR31,Q15797,1.0,1.0,0.7394,1.0
P04150,P62873,0.2532,1.0,1.0,1.0
Q68DY1,Q8TAU0,0.9043,0.569,0.0407,0.82
Q9BR65,Q16539,0.7035,0.6495,0.0407,1.0
P63096,Q6Y2X3,0.8299,1.0,0.2325,0.6316
Q9H9D4,Q02535,0.8674,1.0,1.0,0.5864
P25963,Q8TAU0,0.2096,0.5787,0.5975,1.0
Q13133,P24385,1.0,0.6471,0.998,1.0
P41240,Q92785,1.0,0.6076,1.0,1.0
Q14192,Q9UHR5,0.2902,0.9945,0.4338,1.0
Q06546,P25311,0.6339,1.0,0.8585,0.6128
P04792,P06730,0.438,1.0,0.9908,0.4519
P18847,Q70SY1,1.0,1.0,0.3558,0.7953
P61073,P10145,0.917,1.0,0.6545,1.0
Q07021,P36915,0.9812,1.0,0.9485,0.3355
P04156,Q9UM11,0.4192,0.6269,0.6613,0.8372
P25963,P62879,0.2178,0.637,0.825,1.0
P49841,P19793,0.9653,1.0,0.9951,0.4596
P26368,Q9UHR5,1.0,1.0,0.773,0.5063
O75558,P17980,0.9238,0.4013,0.4181,1.0
Q9BR65,P50148,0.8417,1.0,1.0,0.7961
O00623,Q9Y5Y5,0.462,0.9147,0.498,1.0
Q93096,Q9H9D4,0.9541,0.8801,0.7555,1.0
Q9NZQ7,P61769,1.0,0.8832,0.9805,0.9673
Q9H204,P50750,0.7707,0.882,1.0,0.5559
Q9UBB5,Q13547,0.4864,1.0,0.6517,1.0
Q7Z434,Q12933,1.0,0.8803,0.966,0.3247
P25815,Q9UJ41,0.7728,1.0,1.0,1.0
P04637,P24385,1.0,1.0,0.6176,0.4632
P17036,Q9H9D4,1.0,1.0,0.4503,0.8391
P42229,P16410,0.9956,1.0,0.3514,0.9052
Q15910,P22087,0.8545,1.0,0.6536,1.0
Q9H2S9,Q9NQX6,1.0,1.0,1.0,1.0
P35548,P29590,0.5151,0.5847,0.974,0.9891
P25963,Q9UHX1,0.9971,0.9977,0.7527,1.0
P17252,P63244,0.9417,0.5904,0.655,0.4056
P45983,P04637,1.0,0.8752,1.0,0.8762
Q92785,Q93096,1.0,0.9912,1.0,0.8309
P26641,P51693,1.0,1.0,1.0,0.3809
P62879,Q93096,0.4821,0.8272,0.3689,0.8438
P02545,P31946,1.0,0.041,1.0,0.4634
Q14209,Q8TAK5,0.9805,0.9522,1.0,1.0
Q96RE7,Q05516,0.5509,1.0,0.4079,0.6022
Q16828,Q9H9D4,0.8092,0.6245,0.9483,0.595
P10398,Q07817,0.8354,0.8311,1.0,1.0
P18848,P31150,0.127,0.4387,0.9939,1.0
P15559,Q00987,0.4526,0.9403,0.3029,0.9952
P18848,Q8TAU0,0.9469,0.9575,0.6509,1.0
P24941,Q15329,0.2036,0.3999,1.0,1.0
P31150,Q68DY1,1.0,1.0,0.743,0.7943
O75175,Q9UDV6,0.5803,1.0,0.3397,1.0
P36915,Q9H9D4,0.6898,0.6844,0.423,0.5312
O14775,P05067,1.0,0.4638,0.867,0.2642
O43447,O94906,1.0,0.786,0.6138,1.0
Q14192,Q8TAU0,0.487,1.0,0.6234,0.8179
P18848,Q9H2S9,0.2095,0.8729,0.5789,1.0
P63244,Q7Z434,1.0,0.5732,0.8648,0.6414
P38936,P55854,0.5352,1.0,0.9047,0.8133
P22681,Q13239,0.4787,1.0,0.7481,0.9905
O15304,P04637,0.9109,0.4845,1.0,0.6464
Q86Y07,P04637,0.9255,0.4901,0.9585,0.7126
P08670,Q7L311,1.0,0.2487,1.0,1.0
Q92785,P67775,1.0,0.65,0.928,0.9961
P21246,Q5T3J3,0.9292,0.4875,0.9785,0.7583
Q05513,P60842,0.7582,0.8762,1.0,1.0
Q96RE7,Q7Z434,1.0,0.9254,1.0,0.2232
O60663,P05067,0.0772,0.8958,0.0407,0.7376
P28482,Q86UR1,0.8355,0.8571,0.8187,1.0
Q8TBX8,Q9UDV6,0.2843,1.0,0.6252,1.0
P31150,P41240,0.7103,1.0,1.0,1.0
P04150,Q8TAE8,0.998,0.4482,0.9745,1.0
Q70SY1,Q8TAU0,0.6929,0.9333,0.8624,1.0
Q13330,Q00688,1.0,1.0,1.0,0.703
Q16539,P08047,0.9971,0.9969,0.8444,0.5585
P04792,O75400,0.5187,1.0,0.8755,1.0
P04156,P13861,1.0,0.8198,1.0,0.9424
P04792,P08670,0.6506,0.1212,0.4276,0.4547
A6NIX2,O60663,1.0,0.7969,0.0905,1.0
Q16828,Q9H6S3,0.2901,0.7042,1.0,0.1269
P04637,Q96I24,0.8243,0.5993,0.2888,1.0
Q99909,Q9Y2D8,0.9888,1.0,1.0,1.0
Q07955,Q49A26,0.9855,0.9773,0.4746,0.8697
P41240,Q9UH92,1.0,1.0,0.5225,1.0
Q9Y2D8,Q15750,0.8066,0.7056,1.0,0.686
P23297,P31949,0.9455,0.6981,0.9421,0.8705
O43447,Q53GS9,0.9258,0.767,0.9101,0.5564
P49459,P50750,0.6521,1.0,0.5634,1.0
P19793,Q92786,1.0,0.7421,0.8942,0.8438
O14775,Q6Y2X3,1.0,0.6232,1.0,0.4244
Q13547,Q00688,1.0,0.3839,0.6827,0.8261
P49459,P98170,0.5654,0.9928,1.0,0.6104
Q9NQX6,Q9UH92,0.5823,1.0,0.6754,1.0
Q16526,Q9H469,0.5515,0.3732,0.8034,1.0
O00220,P06493,1.0,0.9456,0.7219,0.996
P18848,Q9UHX1,0.8609,1.0,0.9396,0.742
P42771,P24385,0.9941,1.0,1.0,1.0
Q92730,Q9UH92,1.0,0.9843,0.9234,0.7504
P27361,P04637,1.0,0.8502,0.4047,1.0
O00220,Q04771,0.549,0.7477,0.6365,0.2263
P04233,Q13347,1.0,0.991,1.0,1.0
Q02535,Q9UHR5,0.3597,1.0,0.494,0.9978
Q9H6S3,Q9UH92,0.8506,0.9539,0.7907,0.7742
Q8TAU0,Q92785,0.2275,0.4181,0.5443,1.0
P24941,Q02535,0.7227,0.293,1.0,0.5922
P36915,Q8TAU0,1.0,0.49,1.0,1.0
P63146,Q15942,0.7496,0.7056,1.0,0.5677
Q5TD97,P27918,1.0,0.5789,0.7446,1.0
Q9UM11,P24385,0.9643,1.0,1.0,0.9238
P01100,P35452,1.0,0.7459,0.5082,1.0
Q93096,Q16539,0.6584,1.0,0.9701,0.8207
P50750,Q15796,0.0413,1.0,0.5743,0.9893
P63165,Q16763,0.1043,1.0,0.0407,0.6314
P02545,Q06330,0.7982,0.041,1.0,0.9808
Q9UM11,P26641,1.0,1.0,0.4876,0.2229
O75400,P55854,1.0,0.684,0.6905,0.5016
Q05516,P15976,0.5231,1.0,1.0,1.0
Q00987,O15379,1.0,0.4371,1.0,0.6313
P31150,Q9UHR5,0.9281,0.233,0.4557,1.0
P18847,P25963,1.0,0.8567,0.7237,0.8026
P25963,Q9NQX6,1.0,0.9906,0.1629,0.5764
P38936,P08670,0.9932,1.0,0.3333,0.9963
Q13485,P15172,1.0,1.0,1.0,0.0928
P27361,P08047,0.9251,0.4258,0.4974,1.0
P18848,P62879,1.0,0.862,0.8855,1.0
Q93096,P05067,0.5752,1.0,0.7169,0.5567
P84103,P62995,0.8971,0.6615,0.7369,1.0
Q02040,Q07955,0.7285,0.0888,0.8034,0.7957
Q9H6S3,Q9H9D4,1.0,1.0,1.0,0.989
P49207,P06493,0.6583,1.0,1.0,0.9012
Q13485,Q9UM13,0.3425,0.9147,0.5519,0.6485
P04637,Q07812,0.9943,0.6016,1.0,0.321
P32927,P04141,1.0,1.0,1.0,0.4433
Q13643,P84022,0.6851,1.0,0.912,0.7416
Q9H6S3,Q9NQX6,1.0,0.7574,0.7144,0.8873
Q9H213,Q9UKY1,0.2104,0.962,0.7513,1.0
P30533,Q8TBX8,1.0,0.5395,1.0,1.0
P45983,P31749,0.7606,0.104,1.0,1.0
P63146,P63165,0.9935,0.6821,0.7304,0.5479
P63092,P62879,0.5347,1.0,0.5801,0.9607
Q15750,Q9BYM8,1.0,0.9716,0.0407,0.8951
Q05513,Q96IZ0,0.9984,1.0,0.949,0.7952
Q49AN0,Q8NEZ5,0.9798,0.8558,1.0,1.0
P15976,Q05513,1.0,0.5438,0.7321,1.0
P51965,P63165,1.0,0.666,0.8058,1.0
Q9Y294,Q16254,0.7497,0.041,0.9943,0.7941
P26038,Q15080,0.3495,0.4084,0.831,0.5611
Q92844,P49841,1.0,0.5516,0.934,1.0
O75190,P08670,0.9949,0.4938,1.0,0.8356
Q7Z6M1,Q9BR65,1.0,1.0,0.8016,0.4706
Q00987,P18847,0.3414,0.3844,0.9987,1.0
O75558,Q14192,0.5879,0.7446,0.6368,0.6088
Q8TAU0,Q9UH92,0.833,0.5304,1.0,1.0
O75175,P36915,1.0,1.0,1.0,0.9434
P21246,Q9H213,0.9989,0.7298,0.9918,0.4569
P55854,Q5T3J3,0.8638,0.5781,1.0,0.4675
Q96RJ3,O75888,1.0,1.0,1.0,0.7643
P41587,P61073,0.4825,1.0,0.2261,0.567
Q16763,Q9UKT4,1.0,0.1482,1.0,0.7099
P04637,P55854,1.0,0.8397,0.1751,0.9505
Q9UKG1,P62491,1.0,0.4095,1.0,0.6252
Q68DY1,Q9UDV6,0.5537,0.3634,0.3786,1.0
Q14192,Q5T3J3,0.4233,0.9986,0.3166,1.0
P31946,P10398,1.0,0.9932,1.0,0.8901
P21246,Q9UKY1,0.3431,1.0,1.0,0.5564
P18848,Q70SY1,0.6051,0.7819,0.7451,0.3442
P35638,P01100,1.0,0.7964,0.9944,1.0
Q16828,Q8TBX8,0.6072,0.9926,1.0,0.8164
Q9NZQ7,P16410,0.7171,0.9072,1.0,0.7106
P08047,Q9Y294,0.5539,0.5844,1.0,1.0
P25815,Q9UK97,1.0,0.9637,1.0,1.0
P07948,Q6PIZ9,0.5839,0.9965,1.0,1.0
P50750,P06753,0.9981,0.9138,1.0,0.9987
O75175,P25963,0.6567,1.0,1.0,1.0
O75190,Q9H6S3,1.0,1.0,0.6082,0.5001
P17036,Q9H2S9,0.6482,1.0,0.9317,0.9999
Q07699,Q9NY72,0.9549,0.9593,1.0,0.2097
Q06330,P20226,1.0,0.9682,0.8208,0.773
P18848,P36915,1.0,1.0,0.9918,1.0
O75175,P18847,1.0,0.6878,0.7543,1.0
Q68DY1,Q9NQX6,0.8581,0.6358,0.5053,0.5524
Q13547,P04792,1.0,1.0,1.0,0.9747
O60683,P56589,0.6754,0.7423,1.0,1.0
P18848,Q92730,0.4735,0.6893,1.0,0.7983
O75558,Q13642,1.0,0.6708,0.7313,1.0
Q92769,O15105,0.9374,0.8498,1.0,0.9941
Q15796,Q15797,0.8803,1.0,1.0,0.9901
P15514,Q969F2,1.0,1.0,0.0407,0.9338
Q15910,Q13363,1.0,0.9835,1.0,0.0393
Q93096,Q9UHR5,0.8906,0.5341,1.0,0.718
Q13158,O60936,0.825,0.6329,1.0,1.0
P61587,Q8WU20,0.5359,0.9912,0.8677,0.8188
P26368,P22087,1.0,1.0,1.0,0.5261
Q16828,Q92730,0.8569,1.0,0.7003,0.7518
Q70SY1,Q9H9D4,0.6776,0.9986,0.9037,1.0
Q70SY1,Q9UH92,0.345,1.0,0.7303,1.0
P56589,P02545,0.6081,0.8929,0.7359,1.0
P62879,Q92785,0.9898,1.0,0.9599,0.0393
O60683,Q9Y5Y5,0.7679,1.0,0.9927,0.3777
Q9UBB5,Q9UJW3,0.7125,0.28,0.8344,0.9787
Q92730,Q9H2S9,0.4719,1.0,0.4341,0.187
P02545,Q8N668,1.0,0.9775,1.0,1.0
Q9H9D4,Q9UH92,0.8264,1.0,1.0,0.8396
P04792,Q92890,1.0,0.9882,0.9354,0.8412
P51572,Q07812,1.0,1.0,1.0,0.2738
Q99576,P05412,0.7618,1.0,0.9372,0.4743
O00716,Q8TAK5,0.8837,0.6504,1.0,1.0
P41240,O15492,0.6627,0.8661,1.0,0.6793
Q8TBX8,Q93096,0.6671,0.902,0.8972,1.0
Q68DY1,Q8TBX8,0.1444,0.4269,0.7445,0.6215
Q02535,Q70SY1,1.0,1.0,0.96,0.2607
Q92785,Q9UHX1,0.4836,1.0,1.0,1.0
O43290,O43447,1.0,0.8459,0.9896,1.0
P07196,Q7L311,0.7553,0.8448,0.0407,1.0
Q00987,P24385,0.9114,0.2698,0.9025,0.5624
Q8TAU0,Q9UHR5,0.6909,0.1525,1.0,0.5226
Q92785,Q9NQX6,1.0,1.0,0.3208,0.7965
Q07817,Q07812,0.7604,0.6467,0.9945,0.8055
Q06330,Q06587,0.9898,1.0,1.0,1.0
Q68DY1,Q70SY1,1.0,1.0,1.0,0.8939
Q9NY72,O60683,1.0,1.0,0.9905,0.9381
Q01094,O00716,1.0,0.6101,0.5854,1.0
Q00688,Q00987,1.0,1.0,1.0,0.8904
Q92730,Q93096,1.0,1.0,0.6688,0.996
P25963,Q9UH92,1.0,1.0,0.6366,0.6495
Q96CA5,P98170,0.5269,0.8905,1.0,1.0
P17036,P18847,0.6552,0.7568,1.0,0.7818
Q68DY1,Q02535,0.8562,1.0,1.0,0.7582
P10242,P04637,0.4504,0.5878,1.0,0.9908
Q9H204,P26038,0.9484,0.9948,0.7363,0.8004
O00238,P98170,1.0,0.6638,0.2313,0.7414
P36915,Q9UHR5,0.8337,0.5298,0.98,0.8334
Q06330,Q96RE7,1.0,0.7991,1.0,1.0
Q00987,Q01094,1.0,1.0,1.0,1.0
Q14192,Q05516,0.1572,0.3286,0.1989,0.4412
P45983,Q13158,0.5976,0.8149,0.1974,0.7459
Q9Y6X1,P05067,1.0,0.8665,0.6738,1.0
P20226,Q13952,0.9338,0.4671,1.0,0.6535
P61073,P61769,1.0,1.0,0.7026,1.0
O15105,Q13363,0.7842,0.7508,0.7951,0.9315
Q9UH92,P05067,0.4087,0.4276,1.0,0.5244
Q6Y2X3,Q07021,0.5775,1.0,0.4212,0.6313
P18847,Q9H6S3,0.6979,1.0,0.9934,0.8119
P55854,Q9H213,0.9867,0.7147,0.8347,0.9031
P30260,Q9UI95,1.0,1.0,0.561,0.6295
P49459,Q9UHX1,0.7759,0.7385,0.523,0.8899
Q92890,Q13309,1.0,0.6662,1.0,0.78
Q9Y294,P62136,0.4743,0.5662,0.6427,0.672
Q01130,Q02040,0.9894,0.5193,0.3028,0.5649
P08047,P15172,1.0,1.0,0.795,0.5066
Q8NEU8,P20338,1.0,1.0,1.0,0.9878
P35348,Q07699,0.6655,0.041,0.9366,0.6111
Q13309,P24941,0.6099,0.8506,1.0,0.9395
P17036,Q92785,1.0,1.0,0.9157,1.0
O75400,P26641,0.5192,0.8647,0.7905,1.0
Q02535,Q16828,1.0,1.0,1.0,1.0
Q14192,Q16828,1.0,0.2589,0.9854,0.0393
Q9UDV6,P41240,1.0,1.0,1.0,0.8204
Q9BR65,P49768,0.7519,1.0,1.0,0.9776
Q8TBX8,Q9H9D4,0.8571,0.8063,1.0,0.5408
P30260,P67775,1.0,0.6847,0.9921,1.0
O75175,P31150,0.5957,0.9622,1.0,0.2796
P17036,P36915,0.1539,0.9912,0.8406,0.6742
Q06330,P04637,0.7698,0.7734,1.0,0.0393
P84103,Q02040,0.7846,0.7299,1.0,0.6146
P35222,P35638,1.0,1.0,1.0,1.0
P26641,Q8N2W9,1.0,1.0,0.8845,0.9301
P08047,P20226,1.0,1.0,1.0,0.7515
Q92785,Q9H6S3,0.7183,0.3679,0.8731,0.2211
P18848,Q9NQX6,0.9624,1.0,1.0,0.2642
P18848,Q68DY1,0.424,0.7324,0.8056,0.8848
P36897,Q9BUZ4,0.3432,1.0,1.0,0.3608
P18847,Q9UHR5,1.0,0.9046,1.0,0.2156
P04637,P10145,1.0,0.7541,0.6283,0.0393
P41240,Q9H6S3,1.0,1.0,0.48,0.6997
P04637,P51149,1.0,0.5474,1.0,0.8239
P63244,P63092,0.7561,0.3627,0.3581,0.7104
P27037,P05111,0.8264,0.9895,0.4824,0.8277
Q99626,P20226,1.0,0.595,0.5255,1.0
Q14192,Q9NQX6,0.8901,0.8578,0.2679,0.9167
Q49AN0,Q9UK97,0.6287,1.0,1.0,1.0
P31273,Q15796,0.9947,0.8474,0.9981,0.7609
P18847,P62879,0.827,0.9305,1.0,0.9681
P25490,Q15910,1.0,1.0,0.6552,0.6974
O75190,P05787,0.5823,1.0,0.6241,0.4582
P07196,P55854,1.0,1.0,0.306,0.9145
O00167,Q9BUZ4,1.0,0.6136,0.6081,0.802
O75175,Q9UHR5,0.9887,1.0,1.0,0.7558
P24941,P27348,0.8862,0.6575,0.3611,0.8909
Q15797,Q9UM13,0.0413,1.0,0.9456,0.854
Q96B97,P04792,0.46,0.8443,1.0,1.0
P14136,P05787,0.9884,1.0,1.0,0.0523
Q07955,P04637,0.748,1.0,0.9971,0.7173
Q8TBX8,Q92730,1.0,0.9911,1.0,1.0
Q13547,Q00987,1.0,0.6745,0.0407,1.0
Q9H2S9,Q9UDV6,0.6156,0.8341,1.0,0.9937
O75175,Q92730,0.454,1.0,1.0,0.9638
P17036,Q16828,1.0,0.4342,0.6285,0.8006
P06493,P29590,1.0,0.8499,0.7002,0.7057
P35348,P35368,1.0,1.0,0.7254,0.7353
Q13547,P20226,0.4615,0.8789,1.0,0.504
O95361,Q9ULZ3,1.0,0.9431,0.9976,0.8282
P13861,P49841,0.9707,1.0,1.0,1.0
Q13077,Q8TAE8,0.808,0.8637,0.9999,1.0
Q02040,P26368,0.928,0.0571,1.0,0.9918
P27361,Q49A26,0.9573,1.0,1.0,0.7456
Q16526,Q9UK97,1.0,1.0,1.0,1.0
P31150,Q9UH92,0.9579,0.7898,0.657,0.5846
P15531,P04792,1.0,1.0,0.7569,1.0
Q7Z434,Q13077,0.4014,1.0,1.0,1.0
Q96EV8,P48730,1.0,0.6442,1.0,0.2874
P51677,P10147,0.8111,0.6564,0.495,0.9107
P17036,Q9UH92,1.0,0.9729,0.6467,1.0
Q86UR1,Q15080,1.0,0.624,0.4948,0.6289
P18848,Q93096,0.9742,1.0,0.3803,0.2231
Q9Y2D8,P04637,1.0,0.3677,0.6263,0.4306
Q14186,Q01094,0.3919,0.2459,0.5341,0.6638
O75175,Q9UH92,0.0413,0.7351,0.9412,0.7789
P15172,Q01105,1.0,0.8606,0.5615,0.9943
P17036,Q9NQX6,1.0,0.9257,1.0,1.0
Q68DY1,Q92785,0.6844,0.5575,0.6687,0.4715
P36915,P62879,1.0,1.0,0.883,0.5678
P18848,P41240,0.9251,1.0,0.8316,0.734
Q07817,Q7Z434,1.0,1.0,1.0,0.9909
Q93096,Q9H2S9,0.6786,1.0,1.0,0.6085
O75496,P49736,0.817,0.6916,0.6666,1.0
P36915,Q02535,0.9975,0.3377,0.2942,0.4856
Q02535,Q9NQX6,0.0413,1.0,0.1994,0.9896
O15492,P35368,0.5612,0.5809,1.0,0.7448
P06730,Q9UKV8,0.8551,1.0,0.4728,0.8445
Q13485,Q07812,1.0,0.7402,0.9975,1.0
P17706,P31946,1.0,0.7676,0.0407,1.0
P31749,P25963,1.0,1.0,0.9709,0.6021
P36897,Q13485,1.0,1.0,1.0,0.7097
Q15276,P20338,0.5834,0.9303,0.1985,0.1978
Q05513,P55209,1.0,0.2781,1.0,0.9854
P41220,Q15942,0.2326,0.3583,0.7302,1.0
P63165,P10242,0.9062,0.9937,0.0407,0.4241
P25963,Q14192,1.0,0.9726,0.2735,0.4664
P04637,Q9H469,0.0413,0.6137,1.0,0.6979
P18848,Q00987,0.4002,1.0,0.5263,0.7919
P36915,Q8TBX8,0.5921,0.6076,0.9945,0.9091
Q06547,Q15543,0.3949,1.0,0.7933,0.6506
Q07820,Q92843,0.0413,1.0,0.3205,0.3019
O75175,P41240,1.0,0.4067,0.6047,0.9829
P41240,Q16828,1.0,1.0,0.8165,0.4305
Q06547,Q12933,0.42,0.6031,0.7803,0.8824
Q14209,Q14192,0.5576,1.0,1.0,0.6453
Q13330,P25490,1.0,0.5475,0.9662,0.9891
Q5TD97,Q9UBP5,1.0,0.8946,0.1639,0.077
P41240,Q70SY1,1.0,0.6146,0.2069,0.6259
P24941,P63244,0.8278,1.0,1.0,0.6774
Q7L311,Q9H213,0.9967,0.7746,0.5091,0.5622
P31150,P62879,0.8202,1.0,1.0,0.5131
Q92769,P13647,0.6572,1.0,1.0,0.1477
P06730,Q9HB40,1.0,0.8758,1.0,0.5527
P07948,P17252,0.991,0.5911,1.0,0.9698
Q06546,P25490,1.0,0.6314,0.9985,1.0
Q12933,Q86UR1,0.9912,1.0,0.1841,1.0
Q9BUQ8,P83876,1.0,1.0,0.898,0.7938
Q99986,P18754,1.0,1.0,1.0,1.0
P02545,P17706,0.9651,0.6163,0.2812,0.3001
Q93096,P13987,0.9757,1.0,1.0,0.8655
Q9NZQ7,P62491,0.8141,0.8836,0.3109,0.9353
P18847,Q92730,0.9629,0.9922,0.1075,0.702
P84022,P05412,0.3969,1.0,0.8189,1.0
P20226,P01100,1.0,0.434,0.6968,0.9017
Q49AN0,P27348,1.0,0.4143,1.0,0.8977
P62491,Q9UJ41,0.8239,0.7601,0.9147,1.0
Q9UKG1,P04637,1.0,1.0,0.0407,0.2234
Q14186,P78396,0.928,1.0,1.0,1.0
P26038,Q92558,0.6456,0.8537,0.7549,0.8828
P48729,P42224,1.0,0.8812,1.0,0.5278
O60936,Q13247,0.8338,0.57,0.7311,1.0
Q16526,P60842,0.5957,1.0,0.5993,0.9927
Q68DY1,Q9H6S3,0.9973,0.7323,0.9978,0.9232
Q15796,O14640,1.0,0.8947,1.0,0.8408
P25490,P08047,1.0,0.4525,0.6566,0.4126
Q16539,P42771,1.0,1.0,0.1489,1.0
P17036,Q8TAU0,0.5676,0.7742,0.9966,0.5867
P31749,O43524,1.0,0.7622,1.0,0.5656
Q93096,Q8NEZ5,1.0,0.9288,0.3953,0.9889
O75190,P36871,1.0,1.0,1.0,0.6293
O75175,Q68DY1,0.9747,1.0,0.5775,1.0
Q16254,Q14209,0.5825,0.9703,0.5101,0.9481
P62879,Q9H2S9,0.8487,0.6442,0.5029,0.9529
P17036,Q9UHX1,0.9901,1.0,0.8591,1.0
Q14192,Q93096,0.7719,0.7108,1.0,1.0
Q92844,P48729,0.1372,0.9451,0.8335,0.9946
Q15910,P35226,0.4729,1.0,0.4995,1.0
P06493,Q01094,1.0,0.4571,0.4762,0.7048
P17036,Q8TBX8,1.0,0.1436,1.0,0.9967
P31150,Q8TAU0,0.9183,0.2942,0.7953,0.4343
P28069,P04150,0.9893,0.8497,0.1203,1.0
O00716,Q14192,0.4631,0.041,0.4731,0.9528
P10415,Q07820,0.6364,0.9033,1.0,0.4192
Q13547,Q9ULX6,1.0,1.0,0.9963,0.7506
P10828,O15379,0.4134,0.804,0.7362,0.7746
P98170,Q13546,1.0,0.5274,0.2754,1.0
Q13642,P26368,0.9839,0.7002,0.7862,0.9953
P31749,P31946,1.0,0.9656,0.9175,0.9929
O00220,Q13158,0.7816,0.2973,0.625,0.5504
Q07955,P05067,0.6185,0.6248,1.0,0.8635
O15492,P35348,0.7308,0.9642,1.0,0.473
Q16828,Q92785,0.5968,1.0,0.4901,0.8465
Q15750,Q12933,0.9098,1.0,0.8598,1.0
Q13247,P62995,0.9874,1.0,1.0,0.6312
Q07812,P17980,0.7974,0.8372,0.8396,0.3471
P25963,P61586,0.3233,0.8472,1.0,1.0
P28360,Q04724,0.998,0.5855,1.0,1.0
Q02535,Q9H6S3,1.0,1.0,1.0,0.3674
P21731,P62491,1.0,0.4451,0.0407,1.0
P11802,Q15796,0.5291,0.5625,0.0407,1.0
P42229,Q8TAE8,0.8192,1.0,1.0,1.0
Q9UM11,Q07955,1.0,0.8343,0.7279,1.0
P26641,Q9UKY1,0.7862,0.5296,1.0,1.0
P41240,Q8TAU0,1.0,0.8989,0.5202,0.4326
P08621,Q13247,0.1665,0.6449,0.842,1.0
P38936,Q05516,1.0,0.0701,0.9119,0.3531
Q02535,Q8TAU0,1.0,0.3522,1.0,0.7089
P62879,Q9UHX1,0.9312,0.8894,0.6239,0.3014
P11802,Q9UBD5,1.0,0.7444,1.0,0.6364
P01100,P48730,1.0,0.0686,0.9994,1.0
O60936,Q08170,0.9673,0.6246,1.0,0.6497
Q6Y2X3,Q9HAV0,0.8785,0.0574,0.9382,0.5093
P62879,Q92730,0.5791,0.276,0.7211,0.9354
Q99576,Q13547,0.5242,0.8198,1.0,0.3283
P62136,Q13309,1.0,0.5929,0.477,0.7691
Q16539,P11802,0.9507,0.504,0.6187,1.0
P49768,P36897,0.9794,0.9217,1.0,1.0
Q92890,Q92575,0.8052,1.0,0.4394,0.7453
P04637,P62995,0.9646,1.0,0.6052,0.9542
Q92730,Q70SY1,1.0,0.4405,0.9898,0.8486
P67775,P63244,1.0,1.0,0.801,1.0
Q92633,Q92968,1.0,0.8798,1.0,0.0393
P06753,P60981,0.6009,0.9678,1.0,1.0
Q92730,Q9NQX6,0.5179,1.0,0.9303,1.0
P36915,Q9NQX6,1.0,1.0,1.0,0.5719
P26368,P19544,0.4305,1.0,1.0,0.8373
Q49AN0,Q9UKT4,0.505,0.9443,0.5896,1.0
P25963,Q68DY1,0.7326,0.041,0.9234,0.3215
O15105,Q15750,0.9705,1.0,0.5649,1.0
P62491,Q8WU20,0.7578,0.6523,0.9861,1.0
P62873,P16520,0.9931,1.0,1.0,0.3315
P25963,Q8TBX8,0.616,1.0,0.6332,1.0
P04637,Q9UBD5,1.0,0.5855,1.0,1.0
O75175,P17036,0.5453,0.536,0.9355,1.0
Q9H6S3,Q9UHX1,1.0,0.8037,0.9033,0.6468
O75175,Q9H6S3,1.0,0.5519,0.492,1.0
Q07812,P98170,1.0,0.7267,1.0,0.4836
P31150,Q9UHX1,0.8745,0.627,1.0,0.9544
O75446,Q06330,0.2564,0.9332,0.3558,0.9584
P26368,P06703,0.696,0.9227,0.526,0.8733
Q9NZQ7,Q00688,0.7096,0.8226,1.0,0.4824
P49736,P05412,1.0,0.5259,1.0,0.7009
Q92558,P13861,0.9988,1.0,0.2979,1.0
P04637,P25311,0.7454,1.0,1.0,0.9991
